title,article_id,ai4epi_fulltext_decision
Genome sequence of the dissimilatory metal ion–reducing bacterium Shewanella oneidensis,PMID_12368813,EXCLUDE
Immunoinformatic Analysis of SARS-CoV-2 Nucleocapsid Protein and Identification of COVID-19 Vaccine Targets,PMID_33193414,EXCLUDE
"Neurological symptoms, manifestations, and complications associated with severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) and coronavirus disease 19 (COVID-19)",PMID_33486564,EXCLUDE
"Efficient induction of transgene-free human pluripotent stem cells using a vector based on Sendai virus, an RNA virus that does not integrate into the host genome",PMID_19838014,EXCLUDE
Co-infection of Coronavirus Disease 2019 and Influenza A: A Report from Iran,PMID_32271596,EXCLUDE
"Obesity, Diabetes and COVID-19: An Infectious Disease Spreading From the East Collides With the Consequences of an Unhealthy Western Lifestyle",PMID_33042029,EXCLUDE
Distinct antibody repertoires against endemic human coronaviruses in children and adults,PMID_33497357,EXCLUDE
"Comparative Genomic Analysis and Virulence Differences in Closely Related Salmonella enterica Serotype Heidelberg Isolates from Humans, Retail Meats, and Animals",PMID_24732280,EXCLUDE
"Humoral response and PCR positivity in patients with COVID-19 in the New York City region, USA: an observational study",PMID_33015652,EXCLUDE
Superspreading of SARS-CoV-2 in the USA,PMID_33765004,EXCLUDE
Dynamically-Driven Enhancement of the Catalytic Machinery of the SARS 3C-Like Protease by the S284-T285-I286/A Mutations on the Extra Domain,PMID_25036652,EXCLUDE
Heterologous Prime-Boost with Immunologically Orthogonal Protein Nanoparticles for Peptide Immunofocusing,PMID_39041587,EXCLUDE
Mental health in chronic disease patients during the COVID-19 quarantine in Greece,PMID_32594950,EXCLUDE
Impact of cardiovascular risk profile on COVID-19 outcome. A meta-analysis,PMID_32797054,EXCLUDE
Nanomedicine: A Diagnostic and Therapeutic Approach to COVID-19,PMID_34150793,EXCLUDE
Evaluation of some properties of a phosphorodithioate oligodeoxyribonucleotide for antisense application,PMID_8284226,EXCLUDE
The neurogenic suppressor of hairless DNA-binding protein mediates the transcriptional activation of the enhancer of split complex genes triggered by Notch signaling.,PMID_7590238,EXCLUDE
Global Forecasting Confirmed and Fatal Cases of COVID-19 Outbreak Using Autoregressive Integrated Moving Average Model,DOI_bf73aada00b1,EXCLUDE
Ten Epidemiological Parameters of COVID-19: Use of Rapid Literature Review to Inform Predictive Models During the Pandemic,PMID_33335879,EXCLUDE
Using k-mer Embeddings Learned from a Skip-Gram Based Neural Network as Effective Feature Representation for Building a Cross-Species Prediction Model to Identify DNA N6-Methyladenine Sites in Plant Genomes,DOI_de35eeffda80,EXCLUDE
Fluvoxamine: A Review of Its Mechanism of Action and Its Role in COVID-19,PMID_33959018,EXCLUDE
Virus Infections and Host Metabolism—Can We Manage the Interactions?,PMID_33613518,EXCLUDE
Deltacoronavirus Evolution and Transmission: Current Scenario and Evolutionary Perspectives,PMID_33681316,EXCLUDE
"Comparative Recombination Rates in the Rat, Mouse, and Human Genomes",PMID_15059993,EXCLUDE
Exploring lectin–glycan interactions to combat COVID-19: Lessons acquired from other enveloped viruses,PMID_33094324,EXCLUDE
Faecal-oral transmission of SARS-CoV-2: a threat to Latin America?,DOI_260062e52cd3,EXCLUDE
Human Type I Interferon Antiviral Effects in Respiratory and Reemerging Viral Infections,PMID_32455136,EXCLUDE
"Review of Escherichia coli O157:H7 Prevalence, Pathogenicity, Heavy Metal and Antimicrobial Resistance, African Perspective",PMID_36039321,EXCLUDE
Placental Pathology of COVID-19 with and without Fetal and Neonatal Infection: Trophoblast Necrosis and Chronic Histiocytic Intervillositis as Risk Factors for Transplacental Transmission of SARS-CoV-2,PMID_33203131,EXCLUDE
Exosomes maintain cellular homeostasis by excreting harmful DNA from cells,PMID_28508895,EXCLUDE
Distinguishing word identity and sequence context in DNA language models,DOI_fb00a37d5f61,EXCLUDE
Anticipating the emergence of infectious diseases,PMID_28679666,EXCLUDE
Development of SARS-CoV-2 Inhibitors Using Molecular Docking Study with Different Coronavirus Spike Protein and ACE2,DOI_98df0e47fa97,EXCLUDE
Dysregulation of brain and choroid plexus cell types in severe COVID-19,PMID_34153974,EXCLUDE
Respiratory viruses: their importance and lessons learned from COVID-19,PMID_36261158,EXCLUDE
Respiratory disease and virus shedding in rhesus macaques inoculated with SARS-CoV-2,PMID_32511299,EXCLUDE
Literature Review: Transplacental Transmission of COVID-19 and Its Teratological Aspect,DOI_04934f894246,EXCLUDE
Viral Metagenomics on Blood-Feeding Arthropods as a Tool for Human Disease Surveillance,PMID_27775568,EXCLUDE
Degenerate In Vitro Genetic Selection Reveals Mutations That Diminish Alfalfa Mosaic Virus RNA Replication without Affecting Coat Protein Binding,PMID_15254175,EXCLUDE
p53 down-regulates SARS coronavirus replication and is targeted by the SARS-unique domain and PL <sup>pro</sup> via E3 ubiquitin ligase RCHY1,PMID_27519799,EXCLUDE
"New Coronaviral Infection: Features of Clinical Course, Capabilities of Diagnostics, Treatment and Prevention in Adults and Children",DOI_f395d68d062e,EXCLUDE
SARS-CoV-2-specific T cell memory is sustained in COVID-19 convalescent patients for 10 months with successful development of stem cell-like memory T cells,PMID_34193870,EXCLUDE
SARS-CoV-2 variants B.1.351 and B.1.1.248: Escape from therapeutic antibodies and antibodies induced by infection and vaccination,DOI_81d23c1e1698,EXCLUDE
Intensifying poultry production systems and the emergence of avian influenza in China: a ‘One Health/Ecohealth’ epitome,PMID_29209498,EXCLUDE
"Alignment independent 3D-QSAR, quantum calculations and molecular docking of Mer specific tyrosine kinase inhibitors as anticancer drugs",PMID_27013913,EXCLUDE
Machine learning approaches to drug response prediction: challenges and recent progress,PMID_32566759,EXCLUDE
The translation elongation factor eEF2 is a novel tumor-associated antigen overexpressed in various types of cancers,PMID_24589652,EXCLUDE
Viral Infections and Male Infertility: A Comprehensive Review of the Role of Oxidative Stress,PMID_36303638,EXCLUDE
Superior immune responses induced by intranasal immunization with recombinant adenovirus-based vaccine expressing full-length Spike protein of Middle East respiratory syndrome coronavirus,PMID_31329652,EXCLUDE
Certainty of success: three critical parameters in coronavirus vaccine development,PMID_32509338,EXCLUDE
In Vitro Virucidal Effect of Povidone-Iodine Against SARS-CoV-2,DOI_4e07d5da77f2,EXCLUDE
Preventing the spread of norovirus-like infections by the airborne route using plasma assisted catalytic technology (PACT),PMID_29709903,EXCLUDE
Zika Fetal Neuropathogenesis: Etiology of a Viral Syndrome,PMID_27560129,EXCLUDE
An Overview of Thermal Infrared Imaging-Based Screenings during Pandemic Emergencies,PMID_33810086,EXCLUDE
The global population of SARS-CoV-2 is composed of six major subtypes,PMID_33106569,EXCLUDE
Entropy predicts sensitivity of pseudo-random seeds,DOI_686ba46ed226,EXCLUDE
Impact of Tobacco Smoking on the Risk of COVID-19: A Large Scale Retrospective Cohort Study,PMID_33420786,EXCLUDE
"Limited Specificity of Serologic Tests for SARS-CoV-2 Antibody Detection, Benin",PMID_33261717,EXCLUDE
Distortion of the Major Histocompatibility Complex Class I Binding Groove to Accommodate an Insulin-derived 10-Mer Peptide,PMID_26085090,EXCLUDE
COVID-19 Open Source Data Sets: A Comprehensive Survey,DOI_8a880b9d9925,EXCLUDE
The Role of Th17 Response in COVID-19,PMID_34205262,EXCLUDE
ACE2-targeting monoclonal antibody as potent and broad-spectrum coronavirus blocker,PMID_34433803,EXCLUDE
"The SARS-CoV-2 nucleocapsid protein is dynamic, disordered, and phase separates with RNA",PMID_33782395,EXCLUDE
The Schistosoma japonicum genome reveals features of host–parasite interplay,PMID_19606140,EXCLUDE
Total RNA Isolation and Quantification of Specific RNAs in Fission Yeast,PMID_29423847,EXCLUDE
Treatment of COVID-19 with convalescent plasma: lessons from past coronavirus outbreaks,PMID_32791241,EXCLUDE
The emerging role of neutrophil extracellular traps in severe acute respiratory syndrome coronavirus 2 (COVID-19),PMID_33184506,EXCLUDE
Diversifying T-cell responses: safeguarding against pandemic influenza with mosaic nucleoprotein,PMID_39898643,EXCLUDE
Mental Health Burden in Different Professions During the Final Stage of the COVID-19 Lockdown in China: Cross-sectional Survey Study,PMID_33197231,EXCLUDE
Natural Antioxidants: A Review of Studies on Human and Animal Coronavirus,PMID_32855764,EXCLUDE
Diagnostic Value of Imaging Modalities for COVID-19: Scoping Review,PMID_32716893,EXCLUDE
Molecular basis of convergent evolution of ACE2 receptor utilization among HKU5 coronaviruses,PMID_39253417,EXCLUDE
The neuropilin‐1 receptor mediates enhanced tumor delivery of H2K polyplexes,PMID_27257039,EXCLUDE
Perinatal Hypoxic-Ischemic Encephalopathy and Neuroprotective Peptide Therapies: A Case for Cationic Arginine-Rich Peptides (CARPs),PMID_30087289,EXCLUDE
"SARS-CoV-2 infection, neuropathogenesis and transmission among deer mice: Implications for reverse zoonosis to New World rodents",PMID_32793912,EXCLUDE
Designing peptides predicted to bind to the omicron variant better than ACE2 via computational protein design and molecular dynamics,PMID_37816037,EXCLUDE
Comparative assessment of multiple COVID-19 serological technologies supports continued evaluation of point-of-care lateral flow assays in hospital and community healthcare settings,PMID_32970782,EXCLUDE
"Overexpression of Arabidopsis thaliana ERI, the homolog of C. elegans Enhancer of RNAinterference, leads to enhanced growth",PMID_26257748,EXCLUDE
"Covid-19: virology, variants, and vaccines",PMID_36936563,EXCLUDE
DeepTE: a computational method for de novo classification of transposons with convolutional neural network,DOI_f5bde175c275,EXCLUDE
Emerging Novel GII.P16 Noroviruses Associated with Multiple Capsid Genotypes,PMID_31181749,EXCLUDE
The values of coagulation function in COVID-19 patients,PMID_33119703,EXCLUDE
Monitoring the Spatial Spread of COVID-19 and Effectiveness of Control Measures Through Human Movement Data: Proposal for a Predictive Model Using Big Data Analytics,PMID_33301418,EXCLUDE
"The Biodiversity of the Mediterranean Sea: Estimates, Patterns, and Threats",PMID_20689844,EXCLUDE
"Getting Through COVID-19: The Pandemic’s Impact on the Psychology of Sustainability, Quality of Life, and the Global Economy – A Systematic Review",PMID_33281683,EXCLUDE
Virus Detection: From State‐of‐the‐Art Laboratories to Smartphone‐Based Point‐of‐Care Testing,PMID_35393791,EXCLUDE
Interrelationship between daily COVID-19 cases and average temperature as well as relative humidity in Germany,PMID_34050241,EXCLUDE
Effects of coronavirus 19 pandemic on maternal anxiety during pregnancy: a prospectic observational study,PMID_32598320,EXCLUDE
COVID 19 pandemic and psychotic symptoms (tur),DOI_0c385af6ad4f,EXCLUDE
A Peptide-Based Magnetic Chemiluminescence Enzyme Immunoassay for Serological Diagnosis of Coronavirus Disease 2019,PMID_32382737,EXCLUDE
"Comparative genome sequencing of <i>Drosophila pseudoobscura</i> : Chromosomal, gene, and <i>cis</i> -element evolution",PMID_15632085,EXCLUDE
Immune response scenario and vaccine development for SARS-CoV-2 infection,PMID_33571745,EXCLUDE
Factors Associated with Increased Morbidity and Mortality of Obese and Overweight COVID-19 Patients,PMID_32916925,EXCLUDE
Antiviral drug discovery: preparing for the next pandemic,PMID_33524090,EXCLUDE
The SARS-CoV-2 B.1.618 variant slightly alters the spike RBD–ACE2 binding affinity and is an antibody escaping variant: a computational structural perspective,PMID_35480256,EXCLUDE
Psychosocial impact on frontline health and social care professionals in the UK during the COVID-19 pandemic: a qualitative interview study,PMID_33558364,EXCLUDE
Interessebasert kroppsøving,DOI_9804ea7ca155,EXCLUDE
RNA structure-altering mutations underlying positive selection on Spike protein reveal novel putative signatures to trace crossing host-species barriers in <i>Betacoronavirus</i>,PMID_36102368,EXCLUDE
Convalescent plasma anti–SARS-CoV-2 spike protein ectodomain and receptor-binding domain IgG correlate with virus neutralization,PMID_32910806,EXCLUDE
Increasing airline travel may facilitate co-circulation of multiple dengue virus serotypes in Asia,PMID_28771468,EXCLUDE
Recent trends in carbon nanotube (CNT)-based biosensors for the fast and sensitive detection of human viruses: a critical review,PMID_36798507,EXCLUDE
Investigation of the Effect of Temperature on the Structure of SARS-CoV-2 Spike Protein by Molecular Dynamics Simulations,PMID_33195427,EXCLUDE
New approaches related to the use of polyamine-free and polyamine-deficient diets in the list of nutritional products for COVID-19 patients,DOI_6c63bb7f9d36,EXCLUDE
El nuevo Coronavirus y la pandemia del Covid-19,DOI_26bf5d2a92cb,EXCLUDE
"Challenges in defining Long COVID: Striking differences across literature, Electronic Health Records, and patient-reported information",PMID_33791733,EXCLUDE
Clinical outcome prediction from analysis of microelectrode recordings using deep learning in subthalamic deep brain stimulation for Parkinson`s disease,PMID_33497391,EXCLUDE
Type-2 Diabetes as a Risk Factor for Severe COVID-19 Infection,PMID_34205044,EXCLUDE
Validation of a SARS-CoV-2 spike protein ELISA for use in contact investigations and sero-surveillance,PMID_32511332,EXCLUDE
Evaluation of heating and chemical protocols for inactivating SARS-CoV-2,DOI_ab3dff8d5be6,EXCLUDE
Rapid and precise alignment of raw reads against redundant databases with KMA,PMID_30157759,EXCLUDE
Pneumonien mit Reiseanamnese,PMID_25290923,EXCLUDE
"&lt;strong&gt;Factors Affecting SARS-CoV-2 (COVID-19) Pandemic, including Zoonotic, Human Transmission and Chain of Infection&lt;/strong&gt;&lt;strong&gt;. Reducing Public Health Risk by Serum Antibody Testing, Avoiding Screening in Unhygienic Places and False PCR Reporting. A Scientific Review&lt;/strong&gt;",DOI_4fc6b48b0fd9,EXCLUDE
Inverse Symmetry in Complete Genomes and Whole-Genome Inverse Duplication,PMID_19898631,EXCLUDE
Modeling the Effect of Disorder in the Two-Dimensional Electronic Spectroscopy of Poly-3-hexyltiophene in an Organic Photovoltaic Blend: A Combined Quantum/Classical Approach,PMID_37081993,EXCLUDE
A machine learning-based strategy to elucidate the identification of antibiotic resistance in bacteria,PMID_39816256,EXCLUDE
Thermodynamic Profiles and Nuclear Magnetic Resonance Studies of Oligonucleotide Duplexes Containing Single Diastereomeric Spiroiminodihydantoin Lesions,PMID_23360616,EXCLUDE
"Molecular detection of SARS-CoV-2 in formalin-fixed, paraffin-embedded specimens",PMID_32379723,EXCLUDE
Infectious diseases and millennium development goals (MDGs),DOI_f840ed199f89,EXCLUDE
GalNAc-siRNA Conjugates: Leading the Way for Delivery of RNAi Therapeutics,PMID_29792572,EXCLUDE
Proof-of-Concept Study of Liposomes with a Set of SARS-CoV-2 Viral Peptidic T-Cell Epitopes as a Vaccine,DOI_a9e3924d2628,EXCLUDE
Sex Hormones Regulate Innate Immune Cells and Promote Sex Differences in Respiratory Virus Infection,PMID_30079065,EXCLUDE
SARS-CoV-2 variant evolution in the United States: High accumulation of viral mutations over time likely through serial Founder Events and mutational bursts,PMID_34297786,EXCLUDE
"Influenza A, Influenza B, and SARS-CoV-2 Similarities and Differences – A Focus on Diagnosis",PMID_35794916,EXCLUDE
Wild-Type α-Synuclein Structure and Aggregation: A Comprehensive Coarse-Grained and All-Atom Molecular Dynamics Study,PMID_39046235,EXCLUDE
The Relationship Between Anxiety and Perceived Social Support at the Initial Stage of Covid-19 Outbreak,DOI_b071bb26655e,EXCLUDE
Impact of renal function on admission in COVID-19 patients: an analysis of the international HOPE COVID-19 (Health Outcome Predictive Evaluation for COVID 19) Registry,PMID_32602006,EXCLUDE
2019 Novel Coronavirus (COVID-19),DOI_d1864ab58418,EXCLUDE
Impact of the <scp>COVID</scp>‐19 lockdown on antenatal mental health in Greece,PMID_32827345,EXCLUDE
Evaluation of Border Entry Screening for Infectious Diseases in Humans,PMID_25625224,EXCLUDE
Effects of drought and heat on forest insect populations in relation to the 2003 drought in Western Europe,DOI_8b3627071892,EXCLUDE
"A novel in vivo model of tau propagation with rapid and progressive neurofibrillary tangle pathology: the pattern of spread is determined by connectivity, not proximity",PMID_24531916,EXCLUDE
The rationale for current pharmacotherapy of COVID-19,DOI_63e3ebb29246,EXCLUDE
Genomes of the rice pest brown planthopper and its endosymbionts reveal complex complementary contributions for host adaptation,PMID_25609551,EXCLUDE
"Emerging Carbapenem-Resistant Enterobacteriaceae Infection, Its Epidemiology and Novel Treatment Options: A Review",PMID_34707380,EXCLUDE
The Human Sodium Iodide Symporter as a Reporter Gene for Studying Middle East Respiratory Syndrome Coronavirus Pathogenesis,PMID_30541777,EXCLUDE
Successful contact tracing systems for COVID-19 rely on effective quarantine and isolation,PMID_34081709,EXCLUDE
Prevalence of COVID-19 Among Older People with Type 2 Diabetes Mellitus: A Systematic Review,DOI_365f9ac7c4ad,EXCLUDE
"SARS-CoV2 vertical transmission with adverse effects on the newborn revealed through integrated immunohistochemical, electron microscopy and molecular analyses of Placenta",PMID_32818801,EXCLUDE
The roles of FGFs in the early development of vertebrate limbs,PMID_9620845,EXCLUDE
"Viral Load of SARS-CoV-2 in Respiratory Aerosols Emitted by COVID-19 Patients while Breathing, Talking, and Singing",DOI_8c226bcc4de8,EXCLUDE
Air and surface contamination in non-health care settings among 641 environmental specimens of 39 COVID-19 cases,PMID_33035211,EXCLUDE
Ectopic expression of the ATP synthase β subunit on the membrane of PC-3M cells supports its potential role in prostate cancer metastasis,PMID_28259978,EXCLUDE
RISK MANAGEMENT OF EXPOSURE TO BIOLOGICAL AGENTS AMONG WORKERS IN WASTEWATER TREATMENT PLANTS DURING THE COVID-19 OUTBREAK,DOI_1a7ae4eff3ae,EXCLUDE
Lack of MERS Coronavirus but Prevalence of Influenza Virus in French Pilgrims after 2013 Hajj,PMID_24656283,EXCLUDE
Immunological Control of Viral Infections in Bats and the Emergence of Viruses Highly Pathogenic to Humans,PMID_28959255,EXCLUDE
Mesenchymal stem cell treatment improves outcome of COVID-19 patients via multiple immunomodulatory mechanisms,PMID_34702946,EXCLUDE
The correlation between risk factors of COVID-19 and nervous system damage: Pakistan based Analysis,DOI_820c33015e37,EXCLUDE
Transmission dynamics of MERS-CoV in a transgenic human DPP4 mouse model,DOI_a28093816c7d,EXCLUDE
A hybrid inductive-abductive analysis of health workers’ experiences and wellbeing during the COVID-19 pandemic in the United States,PMID_33104711,EXCLUDE
PROSPECTS OF SARS-CoV-2 VACCINES AND THEIR LANDSCAPE,DOI_2ece128fb40c,EXCLUDE
Demographic and Attitudinal Factors of Adherence to Quarantine Guidelines During COVID-19: The Italian Model,PMID_33192820,EXCLUDE
"COVID-19 Spread in Saudi Arabia: Modeling, Simulation and Analysis",PMID_33113936,EXCLUDE
Maternal and perinatal characteristics and outcomes of pregnancies complicated with COVID-19 in Kuwait,PMID_33267785,EXCLUDE
Essential role of TMPRSS2 in SARS-CoV-2 infection in murine airways,PMID_36243815,EXCLUDE
"Individual Differences, Economic Stability, and Fear of Contagion as Risk Factors for PTSD Symptoms in the COVID-19 Emergency",PMID_33013604,EXCLUDE
Animal coronaviruses in the light of COVID-19,PMID_32984621,EXCLUDE
A COVID-19-Based Modified Epidemiological Model and Technological Approaches to Help Vulnerable Individuals Emerge from the Lockdown in the UK,PMID_32887338,EXCLUDE
Mode and dynamics of <i>vanA</i> -type vancomycin-resistance dissemination in Dutch hospitals,DOI_d76da7648869,EXCLUDE
Proteasome Inhibitors as a Possible Therapy for SARS-CoV-2,PMID_32443911,EXCLUDE
Spatial statistical analysis of Coronavirus Disease 2019 (Covid-19) in China,PMID_32575956,EXCLUDE
SlideSort: all pairs similarity search for short reads,PMID_21148542,EXCLUDE
"Specchio-COVID19 cohort study: a longitudinal follow-up of SARS-CoV-2 serosurvey participants in the canton of Geneva, Switzerland",PMID_35105645,EXCLUDE
Computational prediction of promotors in Agrobacterium tumefaciens strain C58 by using the machine learning technique,PMID_37125199,EXCLUDE
Molecular Targets in the Chemotherapy of Coronavirus Infection,PMID_32571182,EXCLUDE
An Updated Review of Computer‐Aided Drug Design and Its Application to COVID‐19,PMID_34258282,EXCLUDE
"Zoonoses Anticipation and Preparedness Initiative, stakeholders conference, February 4 &amp; 5, 2021",PMID_34736782,EXCLUDE
Hematologic Values of Jamaican Fruit Bats (<i>Artibeus jamaicensis</i>) and the Effects of Isoflurane Anesthesia,PMID_32164795,EXCLUDE
COVID-19 Pandemic and Children: A Review,PMID_33041712,EXCLUDE
"COVID-19 and LIVER DISEASES: Pandemic, Epidemic and Endemic",DOI_63b759c393d2,EXCLUDE
Point mutation in a virus-like capsid drives symmetry reduction to form tetrahedral cages,PMID_38370832,EXCLUDE
De novo assembly of soybean wild relatives for pan-genome analysis of diversity and agronomic traits,PMID_25218520,EXCLUDE
An “ <i>Infodemic</i> ”: Leveraging High-Volume Twitter Data to Understand Public Sentiment for the COVID-19 Outbreak,DOI_790322325dec,EXCLUDE
Rare SARS-CoV-2 antibody development in cancer patients,PMID_33500147,EXCLUDE
Physical Principles Underlying the Complex Biology of Intracellular Phase Transitions,PMID_32004090,EXCLUDE
Age-targeted dose allocation can halve COVID-19 vaccine requirements,DOI_3edec6250834,EXCLUDE
Antiviral activity of lambda-carrageenan against influenza viruses and severe acute respiratory syndrome coronavirus 2,PMID_33436985,EXCLUDE
"Kidney allograft recipients, immunosuppression, and coronavirus disease-2019: a report of consecutive cases from a New York City transplant center",PMID_32678882,EXCLUDE
Loop-Mediated Isothermal Amplification (LAMP) for the Diagnosis of Zika Virus: A Review,PMID_31877989,EXCLUDE
Metabolism and possible health effects of aluminum.,PMID_2940082,UNCLEAR
Language models enable zero-shot prediction of RNA secondary structures including pseudoknots,DOI_c175d5504ad2,EXCLUDE
Association Between ABO Blood Group System and COVID-19 Susceptibility in Wuhan,PMID_32793517,EXCLUDE
Relationships among Leymus species assessed by RAPD markers,DOI_f307f097ccfc,EXCLUDE
The COVID-19 pandemic and Alzheimer’s disease: mutual risks and mechanisms,PMID_36089575,EXCLUDE
A “Coiled-Coil” Motif Is Important for Oligomerization and DNA Binding Properties of Human Cytomegalovirus Protein UL77,PMID_21998635,EXCLUDE
Astrovirus Encephalitis in Boy with X-linked Agammaglobulinemia,PMID_20507741,EXCLUDE
Epitope analysis of Ara h 2 and Ara h 6: characteristic patterns of IgE‐binding fingerprints among individuals with similar clinical histories,PMID_25213872,EXCLUDE
Long-term symptom profiles after COVID-19 <i>vs</i> other acute respiratory infections: a population-based observational study (COVIDENCE UK),DOI_5b5c1cfe99f7,EXCLUDE
"Intranasal and oral vaccination with protein-based antigens: advantages, challenges and formulation strategies",PMID_25944045,EXCLUDE
One Year Into the Pandemic: A Systematic Review of Perinatal Mental Health Outcomes During COVID-19,PMID_34248710,EXCLUDE
Effect of dietary protein intake on the body composition and metabolic parameters of neutered dogs,PMID_29152244,EXCLUDE
COVID-19 in India: Statewise Analysis and Prediction,PMID_32763888,EXCLUDE
Structure–function of the multifunctional Ca2+/calmodulin-dependent protein kinase II,DOI_b6fc9818b4b5,EXCLUDE
Mental health in the UK during the COVID-19 pandemic: cross-sectional analyses from a community cohort study,PMID_32933965,EXCLUDE
Obstetrical outcomes and maternal morbidities associated with COVID-19 in pregnant women in France: A national retrospective cohort study,PMID_34847147,EXCLUDE
ViruSurf: an integrated database to investigate viral sequences,DOI_67b6bbf6079c,EXCLUDE
Optimized serum stability and specificity of an αvβ6 integrin-binding peptide for tumor targeting,PMID_33857478,EXCLUDE
"Low-frequency excitations of<mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" display=""inline""><mml:msub><mml:mi mathvariant=""normal"">C</mml:mi><mml:mn>60</mml:mn></mml:msub></mml:math>chains inserted inside single-walled carbon nanotubes",DOI_11fff9c6e924,EXCLUDE
Project Design of a Device for Express Analysis for Coronaviridae Antigens based on Omron Industrial Programmable Logic Controller,DOI_caa2615fea07,EXCLUDE
The Role of Macrophages in the Pathogenesis of SARS-CoV-2-Associated Acute Respiratory Distress Syndrome,PMID_34040616,EXCLUDE
The Role of Artificial Intelligence in Fighting the COVID-19 Pandemic,PMID_33935585,EXCLUDE
"Assessment of public attention, risk perception, emotional and behavioural responses to the COVID-19 outbreak: social media surveillance in China",DOI_fcc7e3ba4ca9,EXCLUDE
"SARS-CoV-2 Reverse Zoonoses to Pumas and Lions, South Africa",PMID_35062324,EXCLUDE
"Development of in-house, indirect ELISAs for the detection of SARS-CoV-2 spike protein-associated serology in COVID-19 patients in Panama",DOI_bc384774e114,EXCLUDE
"COVID-19 Vaccines Currently under Preclinical and Clinical Studies, and Associated Antiviral Immune Response",PMID_33153096,EXCLUDE
Recent Progress in the Drug Development Targeting SARS-CoV-2 Main Protease as Treatment for COVID-19,DOI_dc043a6a55e3,EXCLUDE
EPIK: precise and scalable evolutionary placement with informative<i>k</i>-mers,PMID_37975872,EXCLUDE
Ebola virus disease and critical illness,PMID_27468829,EXCLUDE
High Efficiency of Temperate Aedes albopictus to Transmit Chikungunya and Dengue Viruses in the Southeast of France,PMID_23527259,EXCLUDE
Factors Associated with Resilience Among Medical Staff in Radiology Departments During The Outbreak of 2019 Novel Coronavirus Disease (COVID-19): A Cross-Sectional Study,PMID_32468998,EXCLUDE
Mutation Analysis of Synthetic DNA Barcodes in a Fission Yeast Gene Deletion Library by Sanger Sequencing,PMID_30304922,EXCLUDE
Immune Protection of Nonhuman Primates against Ebola Virus with Single Low-Dose Adenovirus Vectors Encoding Modified GPs,PMID_16683867,EXCLUDE
Deep Learning‐Assisted Design of Novel Promoters in <i>Escherichia coli</i>,PMID_38099247,EXCLUDE
"Molecular Specificity, Convergence and Constraint Shape Adaptive Evolution in Nutrient-Poor Environments",DOI_f64f1f7b621c,EXCLUDE
Follow-Ups on Persistent Symptoms and Pulmonary Function Among Post-Acute COVID-19 Patients: A Systematic Review and Meta-Analysis,PMID_34540862,EXCLUDE
Clinical characteristics and outcomes of pregnant women with COVID-19 and the risk of vertical transmission: a systematic review,PMID_33258995,EXCLUDE
Public health equity in information asymmetry – phenomenological studies upon SARS-CoV-2 supervirus mutation,DOI_425746db7cda,EXCLUDE
Best practices for evaluating single nucleotide variant calling methods for microbial genomics,PMID_26217378,EXCLUDE
"Strategies for search of pharmacological drugs against SARS-CoV-2 on the base of studying the structural-genetic features of coronaviruses SARS-CoV, MERS-CoV and SARS-CoV-2",DOI_5f0bda93360a,EXCLUDE
"Genome, Functional Gene Annotation, and Nuclear Transformation of the Heterokont Oleaginous Alga Nannochloropsis oceanica CCMP1779",PMID_23166516,EXCLUDE
Adding a Clearing Agent to Pretargeting Does Not Lower the Tumor Accumulation of the Effector as Predicted,PMID_21204772,EXCLUDE
Human Mycobacterium tuberculosis CD8 T Cell Antigens/Epitopes Identified by a Proteomic Peptide Library,PMID_23805289,EXCLUDE
Metabolism Characteristics of Lactic Acid Bacteria and the Expanding Applications in Food Industry,PMID_34055755,EXCLUDE
Development of several organs that require inductive epithelial-mesenchymal interactions is impaired in LEF-1-deficient mice.,PMID_7958926,EXCLUDE
Frequency of RNA–RNA interaction in a model of the RNA World,PMID_16495233,EXCLUDE
"The pathogenesis, detection, and prevention of Vibrio parahaemolyticus",PMID_25798132,EXCLUDE
TYRO3 agonist as therapy for glomerular disease,PMID_36454644,EXCLUDE
A Novel Bocavirus Associated with Acute Gastroenteritis in Australian Children,PMID_19381259,EXCLUDE
The sequence of human ACE2 is suboptimal for binding the S spike protein of SARS coronavirus 2,PMID_32511321,EXCLUDE
COMBUSTION KINETICS OF OIL SHALES BY REACTION CELL EXPERIMENTS; pp. 5-16,DOI_d4963d6805ff,EXCLUDE
Comparison of characteristics and ventilatory course between coronavirus disease 2019 and Middle East respiratory syndrome patients with acute respiratory distress syndrome,PMID_34325501,INCLUDE
Representational Oligonucleotide Microarray Analysis: A High-Resolution Method to Detect Genome Copy Number Variation,PMID_12975311,EXCLUDE
The Animal Origin of Major Human Infectious Diseases: What Can Past Epidemics Teach Us About Preventing the Next Pandemic?,DOI_3bd717a8fa5a,EXCLUDE
Prp8 protein: At the heart of the spliceosome,PMID_15840809,EXCLUDE
Complexity of the Diagnosis of COVID-19 in the Context of Pandemicity: Need for Excellence in Diagnostic Acumen,PMID_35130636,EXCLUDE
Adipokines and Insulin Resistance,PMID_19009016,EXCLUDE
Clonal mutations in primary human glial tumors: evidence in support of the mutator hypothesis,PMID_17925012,EXCLUDE
The PlcR Virulence Regulon of Bacillus cereus,PMID_18665214,EXCLUDE
