title,article_id,ai4epi_abstract_decision,downloaded
"Contact tracing performance during the Ebola epidemic in Liberia, 2014-2015",PMID_30208032,EXCLUDE,True
A Recombinant Vesicular Stomatitis Virus Ebola Vaccine,PMID_25830322,EXCLUDE,True
The Epidermal Growth Factor Receptor (EGFR) Promotes Uptake of Influenza A Viruses (IAV) into Host Cells,PMID_20844577,EXCLUDE,True
Screening and Reverse-Engineering of Estrogen Receptor Ligands as Potent Pan-Filovirus Inhibitors,PMID_32886512,EXCLUDE,True
Role of contact tracing in containing the 2014 Ebola outbreak: a review,PMID_29026397,EXCLUDE,True
"Ebola Virus Antibodies in Fruit Bats, Bangladesh",PMID_23343532,EXCLUDE,True
Contrasting effects of filamin A and B proteins in modulating filovirus entry,PMID_37585478,EXCLUDE,True
Juveniles and migrants as drivers for seasonal epizootics of avian influenza virus,PMID_24033258,EXCLUDE,True
Culture systems for hepatitis E virus,PMID_23104469,EXCLUDE,True
"Reemerging Sudan Ebola Virus Disease in Uganda, 2011",PMID_22931687,EXCLUDE,True
"IFITM Genes, Variants, and Their Roles in the Control and Pathogenesis of Viral Infections",PMID_30687247,EXCLUDE,True
"Bat Biology, Genomes, and the Bat1K Project: To Generate Chromosome-Level Genomes for All Living Bat Species",PMID_29166127,EXCLUDE,True
An exact method for quantifying the reliability of end-of-epidemic declarations in real time,PMID_33253158,EXCLUDE,True
"Proposal for a revised taxonomy of the family Filoviridae: classification, names of taxa and viruses, and virus abbreviations",PMID_21046175,EXCLUDE,True
Epidemics (Especially Ebola),DOI_dcf1b2350a84,EXCLUDE,True
Ebola vaccine and treatment,PMID_26923959,EXCLUDE,True
Persistence of Ebola virus in various body fluids during convalescence: evidence and implications for disease transmission and control,PMID_26808232,EXCLUDE,True
The one health perspective to improve environmental surveillance of zoonotic viruses: lessons from COVID-19 and outlook beyond,PMID_36338866,EXCLUDE,True
Molnupiravir and Its Antiviral Activity Against COVID-19,PMID_35444647,EXCLUDE,True
Comparison of RNA synthesis initiation properties of non-segmented negative strand RNA virus polymerases,PMID_34914795,EXCLUDE,True
Cathepsin L plays a key role in SARS-CoV-2 infection in humans and humanized mice and is a promising target for new drug development,PMID_33774649,EXCLUDE,True
A Novel Nonhuman Primate Model for Influenza Transmission,PMID_24244352,EXCLUDE,True
Virus Detection: From State‐of‐the‐Art Laboratories to Smartphone‐Based Point‐of‐Care Testing,PMID_35393791,EXCLUDE,True
Conservation of Structure and Immune Antagonist Functions of Filoviral VP35 Homologs Present in Microbat Genomes,PMID_30044983,EXCLUDE,True
Inside the Outbreak of the 2009 Influenza A (H1N1)v Virus in Mexico,PMID_20949040,EXCLUDE,True
Establishment of a well-characterized SARS-CoV-2 lentiviral pseudovirus neutralization assay using 293T cells with stable expression of ACE2 and TMPRSS2,PMID_33690649,EXCLUDE,True
RT‐LAMP for rapid diagnosis of coronavirus SARS‐CoV‐2,PMID_32333644,EXCLUDE,True
Interdisciplinarity and Infectious Diseases: An Ebola Case Study,PMID_26247831,EXCLUDE,True
Broad-Spectrum Antiviral Strategies and Nucleoside Analogues,PMID_33924302,EXCLUDE,True
Herd immunity is not a realistic exit strategy during a COVID-19 outbreak,DOI_46028aa6552b,EXCLUDE,True
Demonstration of Cross-Protective Vaccine Immunity against an Emerging Pathogenic Ebolavirus Species,PMID_20502688,EXCLUDE,True
Why does viral RNA sometimes persist after recovery from acute infections?,PMID_35648781,EXCLUDE,True
Ebola Virus Transmission Caused by Persistently Infected Survivors of the 2014–2016 Outbreak in West Africa,PMID_29920602,EXCLUDE,True
"Repurposing Drugs, Ongoing Vaccine, and New Therapeutic Development Initiatives Against COVID-19",PMID_32973505,EXCLUDE,True
De l'identification de structure de réseaux bayésiens à la reconnaissance de formes à partir d'informations complètes ou incomplètes,DOI_77166e1bb4e0,EXCLUDE,True
Previremic Identification of Ebola or Marburg Virus Infection Using Integrated Host-Transcriptome and Viral Genome Detection,PMID_32546624,EXCLUDE,True
Leptospira and Bats: Story of an Emerging Friendship,PMID_26562435,EXCLUDE,True
Innate Immune Responses to Acute Viral Infection During Pregnancy,PMID_33101294,EXCLUDE,True
Comparative Pathology and Pathogenesis of African Swine Fever Infection in Swine,PMID_32509811,EXCLUDE,True
"A One Health approach to fight antimicrobial resistance in Uganda: Implementation experience, results, and lessons learned",PMID_40078942,EXCLUDE,True
Potential Impact of Sexual Transmission on Ebola Virus Epidemiology: Sierra Leone as a Case Study,PMID_27135922,EXCLUDE,True
Between Securitisation and Neglect: Managing Ebola at the Borders of Global Health,PMID_28260567,EXCLUDE,True
"Ebola in great apes – current knowledge, possibilities for vaccination, and implications for conservation and human health",DOI_a105b0c1f87a,EXCLUDE,True
"A tale of endurance: bats, viruses and immune dynamics",PMID_38648093,EXCLUDE,True
Targeting endosomal acidification by chloroquine analogs as a promising strategy for the treatment of emerging viral diseases,PMID_28596841,EXCLUDE,True
Understanding Ebola Virus Transmission,PMID_25654239,EXCLUDE,True
Ebola viral load at diagnosis associates with patient outcome and outbreak evolution,DOI_632b83f6fb93,EXCLUDE,True
Persistence of Ebola Virus in Sterilized Wastewater,PMID_26523283,EXCLUDE,True
The implementation of Integrated Disease Surveillance and Response in Uganda: a review of progress and challenges between 2001 and 2007,PMID_22669899,EXCLUDE,True
Effectiveness of Personal Protective Equipment for Healthcare Workers Caring for Patients with Filovirus Disease: A Rapid Review,PMID_26451847,EXCLUDE,True
Re-Emergence of Crimean-Congo Hemorrhagic Fever Virus in Central Africa,PMID_22022629,EXCLUDE,True
Emerging viral threats in Gabon: health capacities and response to the risk of emerging zoonotic diseases in Central Africa.,PMID_22460397,EXCLUDE,True
The challenges of meeting the blood transfusion requirements in Sub-Saharan Africa: the need for the development of alternatives to allogenic blood,PMID_22287859,EXCLUDE,True
Platelets and Infection â€“ An Emerging Role of Platelets in Viral Infection,PMID_25566260,EXCLUDE,True
"MassTag Polymerase‐Chain‐Reaction Detection of Respiratory Pathogens, Including a New Rhinovirus Genotype, That Caused Influenza‐Like Illness in New York State during 2004–2005",PMID_17054069,EXCLUDE,True
Egyptian Rousette IFN-ω Subtypes Elicit Distinct Antiviral Effects and Transcriptional Responses in Conspecific Cells,PMID_32231668,EXCLUDE,True
Role of healthcare workers in early epidemic spread of Ebola: policy implications of prophylactic compared to reactive vaccination policy in outbreak prevention and control,PMID_26482396,EXCLUDE,True
Strategies Using Bio-Layer Interferometry Biosensor Technology for Vaccine Research and Development,PMID_29088096,EXCLUDE,True
Homologous Recombination in Negative Sense RNA Viruses,PMID_21994784,EXCLUDE,True
"Uganda’s experience in Ebola virus disease outbreak preparedness, 2018–2019",PMID_32192540,EXCLUDE,True
Sequence variability in viral genome non-coding regions likely contribute to observed differences in viral replication amongst MARV strains,PMID_23510675,EXCLUDE,True
The Ebola Virus Glycoprotein Contributes to but Is Not Sufficient for Virulence In Vivo,PMID_22876185,EXCLUDE,True
Molecular Insights into Crimean-Congo Hemorrhagic Fever Virus,PMID_27110812,EXCLUDE,True
The central nervous system in motor neurone disease,PMID_5431724,EXCLUDE,True
Arenavirus Glycan Shield Promotes Neutralizing Antibody Evasion and Protracted Infection,PMID_26587982,EXCLUDE,True
"Cryoelectron microscopic structure of the nucleoprotein–RNA complex of the European filovirus, Lloviu virus",PMID_37124400,EXCLUDE,True
Structural and Functional Studies on the Marburg Virus GP2 Fusion Loop,PMID_25786917,EXCLUDE,True
Biosafety: Guidelines for Working with Pathogenic and Infectious Microorganisms,PMID_19412909,EXCLUDE,True
"Improving risk analysis of the environmental drivers of the spillover, emergence/reemergence, and spread of Crimean-Congo haemorrhagic fever virus, Marburg virus, and Middle East respiratory syndrome coronavirus in the East Africa Region",DOI_65dbbae53faf,EXCLUDE,True
A Systematic Screen of FDA-Approved Drugs for Inhibitors of Biological Threat Agents,PMID_23577127,EXCLUDE,True
"Assessment of core capacities for the International Health Regulations (IHR[2005]) – Uganda, 2009",PMID_21143831,EXCLUDE,True
Emergence of epidemic diseases: zoonoses and other origins,PMID_35156099,EXCLUDE,True
Characterization of Ravn virus viral shedding dynamics in experimentally infected Egyptian rousette bats ( <i>Rousettus aegypticus</i> ),PMID_40265897,EXCLUDE,True
Shed GP of Ebola Virus Triggers Immune Activation and Increased Vascular Permeability,PMID_25412102,EXCLUDE,True
Predicting Ebola Severity: A Clinical Prioritization Score for Ebola Virus Disease,PMID_28151955,EXCLUDE,True
"Cameroonian fruit bats harbor divergent viruses, including rotavirus H, bastroviruses, and picobirnaviruses using an alternative genetic code",PMID_29644096,EXCLUDE,True
Pharmacokinetics and Safety of the Nucleoside Analog Antiviral Drug Galidesivir Administered to Healthy Adult Subjects,PMID_35182042,EXCLUDE,True
Biological Risks and Laboratory-Acquired Infections: A Reality That Cannot be Ignored in Health Biotechnology,PMID_25973418,EXCLUDE,True
Spatiotemporal Evolution of Ebola Virus Disease at Sub-National Level during the 2014 West Africa Epidemic: Model Scrutiny and Data Meagreness,PMID_26771513,EXCLUDE,True
Tetherin Restricts Productive HIV-1 Cell-to-Cell Transmission,PMID_20585562,EXCLUDE,True
Comparative analyses of small molecule and antibody inhibition on glycoprotein‐mediated entry of Měnglà virus with other filoviruses,PMID_35332563,EXCLUDE,True
Ecologic Niche Modeling and Spatial Patterns of Disease Transmission,PMID_17326931,EXCLUDE,True
Tilorone: A Broad-Spectrum Antiviral Invented in the USA and Commercialized in Russia and Beyond,DOI_a34184a4abc2,EXCLUDE,True
Experimental Treatment of Ebola Virus Disease with TKM-130803: A Single-Arm Phase 2 Clinical Trial,PMID_27093560,EXCLUDE,True
Potential Biological Weapons Threats,PMID_10458957,EXCLUDE,True
ADVANCEMENTS IN MARBURG VIRUS VACCINE DEVELOPMENT: UNRAVELLING RECENT FINDINGS. A NARRATIVE REVIEW.,DOI_3d3e91b69c42,EXCLUDE,True
"A Multi-Filovirus Vaccine Candidate: Co-Expression of Ebola, Sudan, and Marburg Antigens in a Single Vector",PMID_32455764,EXCLUDE,True
Ecological processes underlying the emergence of novel enzootic cycles: Arboviruses in the neotropics as a case study,PMID_32790670,EXCLUDE,True
Intracellular sensing of viral genomes and viral evasion,PMID_31827068,EXCLUDE,True
Multidrug Resistant 2009 A/H1N1 Influenza Clinical Isolate with a Neuraminidase I223R Mutation Retains Its Virulence and Transmissibility in Ferrets,PMID_21980293,EXCLUDE,True
Zoonoses and One Health: A Review of the Literature,PMID_24634782,EXCLUDE,True
Antiviral Immune Responses of Bats: A Review,PMID_23302292,EXCLUDE,True
World Health Organization Methodology to Prioritize Emerging Infectious Diseases in Need of Research and Development,PMID_30124424,EXCLUDE,True
"A Review of Pediatric Critical Care in Resource-Limited Settings: A Look at Past, Present, and Future Directions",PMID_26925393,EXCLUDE,True
Ebola Zaire Virus Blocks Type I Interferon Production by Exploiting the Host SUMO Modification Machinery,PMID_19557165,EXCLUDE,True
IFITM3 Inhibits Influenza A Virus Infection by Preventing Cytosolic Entry,PMID_22046135,EXCLUDE,True
Using Remote Sensing to Map the Risk of Human Monkeypox Virus in the Congo Basin,PMID_21069425,EXCLUDE,True
A Comparison of Plasmid DNA and mRNA as Vaccine Technologies,PMID_31022829,EXCLUDE,True
Engaging ‘communities’: anthropological insights from the West African Ebola epidemic,PMID_28396476,EXCLUDE,True
Novel viral vectors in infectious diseases,PMID_28869761,EXCLUDE,True
Estimating the number of secondary Ebola cases resulting from an unsafe burial and risk factors for transmission during the West Africa Ebola epidemic,PMID_28640823,EXCLUDE,True
Bats and Viruses: Friend or Foe?,DOI_a2cc5b2cf962,EXCLUDE,True
"Exposure-Specific and Age-Specific Attack Rates for Ebola Virus Disease in Ebola-Affected Households, Sierra Leone",PMID_27144428,EXCLUDE,True
Mapping Disease Transmission Risk of Nipah Virus in South and Southeast Asia,PMID_30274453,EXCLUDE,True
What is stirring in the reservoir? Modelling mechanisms of henipavirus circulation in fruit bat hosts,PMID_31401962,EXCLUDE,True
Current Understanding of the Molecular Basis of Venezuelan Equine Encephalitis Virus Pathogenesis and Vaccine Development,PMID_30781656,EXCLUDE,True
What Is the Predictive Value of Animal Models for Vaccine Efficacy in Humans?,PMID_28348035,EXCLUDE,True
The Breadth of Viruses in Human Semen,PMID_29048276,EXCLUDE,True
The Animal Origin of Major Human Infectious Diseases: What Can Past Epidemics Teach Us About Preventing the Next Pandemic?,DOI_3bd717a8fa5a,EXCLUDE,True
Ebolavirus Is Internalized into Host Cells via Macropinocytosis in a Viral Glycoprotein-Dependent Manner,PMID_20886108,EXCLUDE,True
Effective Post-Exposure Treatment of Ebola Infection,PMID_17238284,EXCLUDE,True
Marburg Virus: A comprehensive examination of a critical pathogen,DOI_4ac31e04e8b9,EXCLUDE,True
Contact Tracing during an Outbreak of Ebola Virus Disease in the Western Area Districts of Sierra Leone: Lessons for Future Ebola Outbreak Response,PMID_27446896,EXCLUDE,True
Undiscovered Bat Hosts of Filoviruses,PMID_27414412,EXCLUDE,True
FIFA World Cup 2022 and the Risk of Emergence of Zoonotic Diseases,DOI_101e1aaa9e88,EXCLUDE,True
Xenosurveillance: A Novel Mosquito-Based Approach for Examining the Human-Pathogen Landscape,PMID_25775236,EXCLUDE,True
Forests and human health: assessing the evidence,DOI_c6627774a9c5,EXCLUDE,True
"Epidemiology, Biodiversity, and Technological Trajectories in the Brazilian Amazon: From Malaria to COVID-19",PMID_34327184,EXCLUDE,True
The Drug Repurposing for COVID-19 Clinical Trials Provide Very Effective Therapeutic Combinations: Lessons Learned From Major Clinical Studies,PMID_34867318,EXCLUDE,True
Intradermally Administered Yellow Fever Vaccine at Reduced Dose Induces a Protective Immune Response: A Randomized Controlled Non-Inferiority Trial,PMID_18431480,EXCLUDE,True
"Rift Valley Fever, Sudan, 2007 and 2010",PMID_23347790,EXCLUDE,True
Seroprevalence of severe fever with thrombocytopenia syndrome virus in China: A systematic review and meta-analysis,PMID_28399161,EXCLUDE,True
Field-Effect Transistor Biosensor for Rapid Detection of Ebola Antigen,PMID_28887479,EXCLUDE,True
Plants Metabolites: Possibility of Natural Therapeutics Against the COVID-19 Pandemic,PMID_32850918,EXCLUDE,True
Syrian Hamster as an Animal Model for the Study on Infectious Diseases,PMID_31632404,EXCLUDE,True
Iota-Carrageenan Is a Potent Inhibitor of Influenza A Virus Infection,PMID_21179403,EXCLUDE,True
A Historical Review of Military Medical Strategies for Fighting Infectious Diseases: From Battlefields to Global Health,PMID_36009598,EXCLUDE,True
Rift valley fever: diagnostic challenges and investment needs for vaccine development,PMID_32816810,EXCLUDE,True
"Communicable Diseases Prioritized for Surveillance and Epidemiological Research: Results of a Standardized Prioritization Procedure in Germany, 2011",PMID_21991334,EXCLUDE,True
Emerging Strategies and Progress in the Medical Management of Marburg Virus Disease,PMID_40333077,EXCLUDE,True
"Evolution, Ecology, and Zoonotic Transmission of Betacoronaviruses: A Review",PMID_34095271,EXCLUDE,True
Leveraging Multi-Component Control Strategies for Marburg Virus Suppression: A Mathematical Modeling Approach,DOI_87fafc41c36c,INCLUDE,True
Abortive infection of bat fibroblasts with SARS-CoV-2,PMID_39401365,EXCLUDE,True
Promoter Variation in the DC-SIGN–Encoding Gene CD209 Is Associated with Tuberculosis,PMID_16379498,EXCLUDE,True
"Ebola exposure, illness experience, and Ebola antibody prevalence in international responders to the West African Ebola epidemic 2014–2016: A cross-sectional study",PMID_28510604,EXCLUDE,True
Vaccines for the 21st century,PMID_24803000,EXCLUDE,True
"Tick-borne Encephalitis Associated with Consumption of Raw Goat Milk, Slovenia, 2012",PMID_23697658,EXCLUDE,True
"Rift Valley Fever, Mayotte, 2007–2008",PMID_19331733,EXCLUDE,True
Support for viral persistence in bats from age-specific serology and models of maternal immunity,PMID_29497106,EXCLUDE,True
Prevalence and risk factors of hepatitis C virus infection in haemodialysis patients: a multicentre study in 2796 patients,PMID_12171969,EXCLUDE,True
The role of cysteine peptidases in coronavirus cell entry and replication: The therapeutic potential of cathepsin inhibitors,PMID_33137165,EXCLUDE,True
"Bats as Reservoir Hosts of Human Bacterial Pathogen,<i>Bartonella mayotimonensis</i>",PMID_24856523,EXCLUDE,True
Complete Epstein-Barr virus seropositivity in a large cohort of patients with early multiple sclerosis,PMID_32371533,EXCLUDE,True
Immunological Control of Viral Infections in Bats and the Emergence of Viruses Highly Pathogenic to Humans,PMID_28959255,EXCLUDE,True
Harnessing Case Isolation and Ring Vaccination to Control Ebola,PMID_26024528,EXCLUDE,True
HIV-1 Vpu Neutralizes the Antiviral Factor Tetherin/BST-2 by Binding It and Directing Its Beta-TrCP2-Dependent Degradation,PMID_19730691,EXCLUDE,True
"Infectious Disease, Endangerment, and Extinction",PMID_23401844,EXCLUDE,True
"Marburgvirus Resurgence in Kitaka Mine Bat Population after Extermination Attempts, Uganda",PMID_25272104,EXCLUDE,True
Tetherin antagonism by Vpu protects HIV-infected cells from antibody-dependent cell-mediated cytotoxicity,PMID_24733916,EXCLUDE,True
Deep learning pipeline for accelerating virtual screening in drug discovery,PMID_39550439,EXCLUDE,True
Serosurvey on Household Contacts of Marburg Hemorrhagic Fever Patients,PMID_16704781,INCLUDE,True
"Genomic Surveillance of Yellow Fever Virus Epizootic in São Paulo, Brazil, 2016 – 2018",PMID_32764827,EXCLUDE,True
An assessment of mumps vaccine effectiveness by dose during an outbreak in Canada,PMID_21576295,EXCLUDE,True
Protective Efficacy of Neutralizing Monoclonal Antibodies in a Nonhuman Primate Model of Ebola Hemorrhagic Fever,PMID_22558378,EXCLUDE,True
"Advances in Designing and Developing Vaccines, Drugs, and Therapies to Counter Ebola Virus",PMID_30147687,EXCLUDE,True
Autoimmune encephalitis: proposed best practice recommendations for diagnosis and acute management,PMID_33649022,EXCLUDE,True
Animal Reservoirs and Hosts for Emerging Alphacoronaviruses and Betacoronaviruses,PMID_33770472,EXCLUDE,True
Viral Inhibition of the IFN-Induced JAK/STAT Signalling Pathway: Development of Live Attenuated Vaccines by Mutation of Viral-Encoded IFN-Antagonists,PMID_27367734,EXCLUDE,True
Prevalence and Trends of Transfusion-Transmissible Viral Infections among Blood Donors in South of Iran: An Eleven-Year Retrospective Study,PMID_27309959,EXCLUDE,True
Systematic review of the literature on viral persistence and sexual transmission from recovered Ebola survivors: evidence and recommendations,PMID_26743699,EXCLUDE,True
SARS: Political Pathology of the First Post-Westphalian Pathogen,PMID_14968652,EXCLUDE,True
Serologic Evidence of Ebolavirus Infection in a Population With No History of Outbreaks in the Democratic Republic of the Congo,PMID_29329455,EXCLUDE,True
Impact of wars and natural disasters on emerging and re-emerging infectious diseases,PMID_37727613,EXCLUDE,True
Free-living animals as a source of zoonotic microorganisms,DOI_1ffff01bc795,EXCLUDE,True
Historical trends demonstrate a pattern of increasingly frequent and severe spillover events of high-consequence zoonotic viruses,PMID_37918874,EXCLUDE,True
Cargo Recognition in Clathrin-Mediated Endocytosis,PMID_24186068,EXCLUDE,True
The RING-CH Ligase K5 Antagonizes Restriction of KSHV and HIV-1 Particle Release by Mediating Ubiquitin-Dependent Endosomal Degradation of Tetherin,PMID_20419159,EXCLUDE,True
Therapeutic Modulation of Virus‐Induced Oxidative Stress via the Nrf2‐Dependent Antioxidative Pathway,PMID_30515256,EXCLUDE,True
Marburg Virus Disease: The Current Status of an urgent threat and Preventive Measures in Jordan,DOI_372b3df72c38,EXCLUDE,True
Viral proteins containing the purine NTP-binding sequence pattern,PMID_2555771,EXCLUDE,True
Epidemiology and Management of the 2013–16 West African Ebola Outbreak,PMID_27578439,EXCLUDE,True
Diagnostics of Ebola virus,PMID_36908455,EXCLUDE,True
Demand for Nonhuman Primate Resources in the Age of Biodefense,PMID_15644560,EXCLUDE,True
Rational design of self-amplifying virus-like vesicles with Ebola virus glycoprotein as vaccines,PMID_39217415,EXCLUDE,True
Base Composition and Host Adaptation of the SARS-CoV-2: Insight From the Codon Usage Perspective,PMID_33889134,EXCLUDE,True
TIM-family Proteins Promote Infection of Multiple Enveloped Viruses through Virion-associated Phosphatidylserine,PMID_23555248,EXCLUDE,True
Virus nomenclature below the species level: a standardized nomenclature for natural variants of viruses assigned to the family Filoviridae,PMID_23001720,EXCLUDE,True
Role of surfactant protein A and D SP-A and SP-D in human antiviral host defense,PMID_20036966,EXCLUDE,True
Vpu Antagonizes BST-2–Mediated Restriction of HIV-1 Release via β-TrCP and Endo-Lysosomal Trafficking,PMID_19478868,EXCLUDE,True
Capturing sequence diversity in metagenomes with comprehensive and scalable probe design,PMID_30718881,EXCLUDE,True
From SARS to the Omicron variant of COVID-19: China's policy adjustments and changes to prevent and control infectious diseases,PMID_34924490,EXCLUDE,True
Ebola virus infection modeling and identifiability problems,PMID_25914675,EXCLUDE,True
Modeling Favipiravir Antiviral Efficacy Against Emerging Viruses: From Animal Studies to Clinical Trials,PMID_32198838,EXCLUDE,True
Ecological Contexts of Index Cases and Spillover Events of Different Ebolaviruses,PMID_27494600,EXCLUDE,True
Modulation of HIV-1-host interaction: role of the Vpu accessory protein,PMID_21176220,EXCLUDE,True
Evolutionary history of Ebola virus,PMID_24040779,EXCLUDE,True
European College of Equine Internal Medicine consensus statement on equine flaviviridae infections in Europe,PMID_36367340,EXCLUDE,True
"Time of year, age class and body condition predict Hendra virus infection in Australian black flying foxes (<i>Pteropus alecto</i>)",PMID_31364577,EXCLUDE,True
"Cluster of Ebola Virus Disease Linked to a Single Funeral — Moyamba District, Sierra Leone, 2014",PMID_26938950,EXCLUDE,True
"Alphacoronaviruses in New World Bats: Prevalence, Persistence, Phylogeny, and Potential for Interaction with Humans",PMID_21589915,EXCLUDE,True
"Chikungunya outbreak in Al-Hudaydah, Yemen, 2011: Epidemiological characterization and key lessons learned for early detection and control",PMID_25107656,EXCLUDE,True
Identification of SARS-CoV-2 Cell Entry Inhibitors by Drug Repurposing Using in silico Structure-Based Virtual Screening Approach,PMID_32754161,EXCLUDE,True
Experimental Inoculation of Egyptian Fruit Bats (Rousettus aegyptiacus) with Ebola Virus,PMID_26805873,EXCLUDE,True
Animal Models for the Study of Rodent-Borne Hemorrhagic Fever Viruses: Arenaviruses and Hantaviruses,PMID_26266264,EXCLUDE,True
In silico exploration of deep-sea fungal metabolites as inhibitor of Ebola and Marburg VP35 and VP40,PMID_39052567,EXCLUDE,True
"Reston Ebolavirus Antibodies in Bats, the Philippines",PMID_21801651,EXCLUDE,True
The cellular protein phosphatase 2A is a crucial host factor for Marburg virus transcription,PMID_39194238,EXCLUDE,True
Contrasting Patterns in Mammal–Bacteria Coevolution: Bartonella and Leptospira in Bats and Rodents,PMID_24651646,EXCLUDE,True
Myb and NF-M: combinatorial activators of myeloid genes in heterologous cell types.,PMID_7684005,EXCLUDE,True
Structural Analysis of Monomeric RNA-Dependent Polymerases: Evolutionary and Therapeutic Implications,PMID_26397100,EXCLUDE,True
Emerging and re-emerging viruses: A global challenge illustrated by Chikungunya virus outbreaks,PMID_24175207,EXCLUDE,True
Antisense Phosphorodiamidate Morpholino Oligomers as Novel Antiviral Compounds,PMID_29731743,EXCLUDE,True
A Replicating Cytomegalovirus-Based Vaccine Encoding a Single Ebola Virus Nucleoprotein CTL Epitope Confers Protection against Ebola Virus,PMID_21858240,EXCLUDE,True
Isolation of Tioman virus from Pteropus giganteus bat in North-East region of India,PMID_27619056,EXCLUDE,True
Functional significance of the hemadsorption activity of influenza virus neuraminidase and its alteration in pandemic viruses,PMID_19458903,EXCLUDE,True
Tracing the SARS-coronavirus.,PMID_23977431,EXCLUDE,True
Phosphoinositide-3 Kinase-Akt Pathway Controls Cellular Entry of Ebola Virus,PMID_18769720,EXCLUDE,True
The Great Escape: Viral Strategies to Counter BST-2/Tetherin,PMID_20485522,EXCLUDE,True
Ebola Virus Disease mathematical models and epidemiological parameters: a systematic review and meta-analysis,DOI_0b98388eaf53,EXCLUDE,True
Drivers of disease emergence and spread: Is wildlife to blame?,PMID_25005349,EXCLUDE,True
Wildlife Trade and Human Health in Lao PDR: An Assessment of the Zoonotic Disease Risk in Markets,PMID_27008628,EXCLUDE,True
Ebola Virus Infection Associated with Transmission from Survivors,PMID_30500321,EXCLUDE,True
G protein-coupled receptors: structure- and function-based drug discovery,PMID_33414387,EXCLUDE,True
Cross-Species Transmission and Differential Fate of an Endogenous Retrovirus in Three Mammal Lineages,PMID_26562410,EXCLUDE,True
Neutralization of Virus Infectivity by Antibodies: Old Problems in New Perspectives,PMID_27099867,EXCLUDE,True
Drivers of Bushmeat Hunting and Perceptions of Zoonoses in Nigerian Hunting Communities,PMID_26001078,EXCLUDE,True
"<i>Bartonella</i>spp. in Bats, Kenya",PMID_21122216,EXCLUDE,True
"Filoviruses: A Compendium of 40 Years of Epidemiological, Clinical, and Laboratory Studies",DOI_5a737ba07f19,EXCLUDE,True
Determinants of Transmission Risk During the Late Stage of the West African Ebola Epidemic,PMID_30941398,EXCLUDE,True
Current research for a vaccine against Lassa hemorrhagic fever virus,PMID_30147299,EXCLUDE,True
Establishing a Cohort at High Risk of HIV Infection in South Africa: Challenges and Experiences of the CAPRISA 002 Acute Infection Study,PMID_18414658,EXCLUDE,True
Viral Infections and Male Infertility: A Comprehensive Review of the Role of Oxidative Stress,PMID_36303638,EXCLUDE,True
"Marburg Virus in Fruit Bat, Kenya",PMID_20113584,EXCLUDE,True
Ultrasound diagnosis of an acute dyspnea,DOI_e92d070da12d,EXCLUDE,True
Antiviral Inhibition of Enveloped Virus Release by Tetherin/BST-2: Action and Counteraction,PMID_21994744,EXCLUDE,True
Controlling emerging zoonoses at the animal-human interface,PMID_33073176,EXCLUDE,True
Mucosal Immunization of Cynomolgus Macaques with the VSVΔG/ZEBOVGP Vaccine Stimulates Strong Ebola GP-Specific Immune Responses,PMID_19440245,EXCLUDE,True
"COVID-19, Chikungunya, Dengue and Zika Diseases: An Analytical Platform Based on MALDI-TOF MS, IR Spectroscopy and RT-qPCR for Accurate Diagnosis and Accelerate Epidemics Control",PMID_33808104,EXCLUDE,True
Data and Digital Solutions to Support Surveillance Strategies in the Context of the COVID-19 Pandemic,PMID_34713179,EXCLUDE,True
Longitudinal antibody and T cell responses in Ebola virus disease survivors and contacts: an observational cohort study,PMID_33065039,EXCLUDE,True
Neotropical bats that co-habit with humans function as dead-end hosts for dengue virus,PMID_28545090,EXCLUDE,True
Combination treatment of mannose and GalNAc conjugated small interfering RNA protects against lethal Marburg virus infection,PMID_36114672,EXCLUDE,True
Modeling the Ebola zoonotic dynamics: Interplay between enviroclimatic factors and bat ecology,PMID_28604813,EXCLUDE,True
Evaluation in Nonhuman Primates of Vaccines against Ebola Virus,PMID_11996686,EXCLUDE,True
Effect of SARS-CoV-2 infection upon male gonadal function: A single center-based study,DOI_b557328dbafb,EXCLUDE,True
Counteraction of the multifunctional restriction factor tetherin,PMID_24782851,EXCLUDE,True
Bat’s Role in Emergence and Spillover of Viral Zoonotic Diseases: A Review,DOI_c580a81204a2,EXCLUDE,True
Emergent Risk Group-4 (RG-4) Filoviruses: A paradox in progress,PMID_37908613,EXCLUDE,True
Presumptive risk factors for monkeypox in rural communities in the Democratic Republic of the Congo,PMID_28192435,EXCLUDE,True
Escherichia coli-derived virus-like particles in vaccine development,PMID_29263864,EXCLUDE,True
"An update on immunopathogenesis, diagnosis, and treatment of multiple sclerosis",PMID_26445701,EXCLUDE,True
Molecular Characterization of the Monoclonal Antibodies Composing ZMAb: A Protective Cocktail Against Ebola Virus,PMID_25375093,EXCLUDE,True
Secondary measles vaccine failures identified by measurement of IgG avidity: high occurrence among teenagers vaccinated at a young age,PMID_10813152,EXCLUDE,True
"Treating the host response to emerging virus diseases: lessons learned from sepsis, pneumonia, influenza and Ebola",PMID_27942512,EXCLUDE,True
Bibliometric Analysis of Ebola Research Indexed in Web of Science and Scopus (2010‐2020),PMID_32964036,EXCLUDE,True
Endothelial Cells in Emerging Viral Infections,PMID_33718448,EXCLUDE,True
