title,article_id,ai4epi_fulltext_decision
Leveraging Multi-Component Control Strategies for Marburg Virus Suppression: A Mathematical Modeling Approach,DOI_87fafc41c36c,INCLUDE
Abortive infection of bat fibroblasts with SARS-CoV-2,PMID_39401365,EXCLUDE
Promoter Variation in the DC-SIGN–Encoding Gene CD209 Is Associated with Tuberculosis,PMID_16379498,EXCLUDE
"Ebola exposure, illness experience, and Ebola antibody prevalence in international responders to the West African Ebola epidemic 2014–2016: A cross-sectional study",PMID_28510604,EXCLUDE
Vaccines for the 21st century,PMID_24803000,EXCLUDE
"Tick-borne Encephalitis Associated with Consumption of Raw Goat Milk, Slovenia, 2012",PMID_23697658,EXCLUDE
"Rift Valley Fever, Mayotte, 2007–2008",PMID_19331733,EXCLUDE
Support for viral persistence in bats from age-specific serology and models of maternal immunity,PMID_29497106,EXCLUDE
Prevalence and risk factors of hepatitis C virus infection in haemodialysis patients: a multicentre study in 2796 patients,PMID_12171969,EXCLUDE
The role of cysteine peptidases in coronavirus cell entry and replication: The therapeutic potential of cathepsin inhibitors,PMID_33137165,EXCLUDE
"Bats as Reservoir Hosts of Human Bacterial Pathogen,<i>Bartonella mayotimonensis</i>",PMID_24856523,EXCLUDE
Complete Epstein-Barr virus seropositivity in a large cohort of patients with early multiple sclerosis,PMID_32371533,EXCLUDE
Immunological Control of Viral Infections in Bats and the Emergence of Viruses Highly Pathogenic to Humans,PMID_28959255,EXCLUDE
Harnessing Case Isolation and Ring Vaccination to Control Ebola,PMID_26024528,EXCLUDE
HIV-1 Vpu Neutralizes the Antiviral Factor Tetherin/BST-2 by Binding It and Directing Its Beta-TrCP2-Dependent Degradation,PMID_19730691,EXCLUDE
"Infectious Disease, Endangerment, and Extinction",PMID_23401844,EXCLUDE
"Marburgvirus Resurgence in Kitaka Mine Bat Population after Extermination Attempts, Uganda",PMID_25272104,EXCLUDE
Tetherin antagonism by Vpu protects HIV-infected cells from antibody-dependent cell-mediated cytotoxicity,PMID_24733916,EXCLUDE
Deep learning pipeline for accelerating virtual screening in drug discovery,PMID_39550439,EXCLUDE
Serosurvey on Household Contacts of Marburg Hemorrhagic Fever Patients,PMID_16704781,INCLUDE
"Genomic Surveillance of Yellow Fever Virus Epizootic in São Paulo, Brazil, 2016 – 2018",PMID_32764827,EXCLUDE
An assessment of mumps vaccine effectiveness by dose during an outbreak in Canada,PMID_21576295,EXCLUDE
Protective Efficacy of Neutralizing Monoclonal Antibodies in a Nonhuman Primate Model of Ebola Hemorrhagic Fever,PMID_22558378,EXCLUDE
"Advances in Designing and Developing Vaccines, Drugs, and Therapies to Counter Ebola Virus",PMID_30147687,EXCLUDE
Autoimmune encephalitis: proposed best practice recommendations for diagnosis and acute management,PMID_33649022,EXCLUDE
Animal Reservoirs and Hosts for Emerging Alphacoronaviruses and Betacoronaviruses,PMID_33770472,EXCLUDE
Viral Inhibition of the IFN-Induced JAK/STAT Signalling Pathway: Development of Live Attenuated Vaccines by Mutation of Viral-Encoded IFN-Antagonists,PMID_27367734,EXCLUDE
Prevalence and Trends of Transfusion-Transmissible Viral Infections among Blood Donors in South of Iran: An Eleven-Year Retrospective Study,PMID_27309959,EXCLUDE
Systematic review of the literature on viral persistence and sexual transmission from recovered Ebola survivors: evidence and recommendations,PMID_26743699,EXCLUDE
SARS: Political Pathology of the First Post-Westphalian Pathogen,PMID_14968652,EXCLUDE
Serologic Evidence of Ebolavirus Infection in a Population With No History of Outbreaks in the Democratic Republic of the Congo,PMID_29329455,EXCLUDE
Impact of wars and natural disasters on emerging and re-emerging infectious diseases,PMID_37727613,EXCLUDE
Free-living animals as a source of zoonotic microorganisms,DOI_1ffff01bc795,EXCLUDE
Historical trends demonstrate a pattern of increasingly frequent and severe spillover events of high-consequence zoonotic viruses,PMID_37918874,EXCLUDE
Cargo Recognition in Clathrin-Mediated Endocytosis,PMID_24186068,EXCLUDE
The RING-CH Ligase K5 Antagonizes Restriction of KSHV and HIV-1 Particle Release by Mediating Ubiquitin-Dependent Endosomal Degradation of Tetherin,PMID_20419159,EXCLUDE
Therapeutic Modulation of Virus‐Induced Oxidative Stress via the Nrf2‐Dependent Antioxidative Pathway,PMID_30515256,EXCLUDE
Marburg Virus Disease: The Current Status of an urgent threat and Preventive Measures in Jordan,DOI_372b3df72c38,EXCLUDE
Viral proteins containing the purine NTP-binding sequence pattern,PMID_2555771,EXCLUDE
Epidemiology and Management of the 2013–16 West African Ebola Outbreak,PMID_27578439,EXCLUDE
Diagnostics of Ebola virus,PMID_36908455,EXCLUDE
Demand for Nonhuman Primate Resources in the Age of Biodefense,PMID_15644560,EXCLUDE
Rational design of self-amplifying virus-like vesicles with Ebola virus glycoprotein as vaccines,PMID_39217415,EXCLUDE
Base Composition and Host Adaptation of the SARS-CoV-2: Insight From the Codon Usage Perspective,PMID_33889134,EXCLUDE
TIM-family Proteins Promote Infection of Multiple Enveloped Viruses through Virion-associated Phosphatidylserine,PMID_23555248,EXCLUDE
Virus nomenclature below the species level: a standardized nomenclature for natural variants of viruses assigned to the family Filoviridae,PMID_23001720,EXCLUDE
Role of surfactant protein A and D SP-A and SP-D in human antiviral host defense,PMID_20036966,EXCLUDE
Vpu Antagonizes BST-2–Mediated Restriction of HIV-1 Release via β-TrCP and Endo-Lysosomal Trafficking,PMID_19478868,EXCLUDE
Capturing sequence diversity in metagenomes with comprehensive and scalable probe design,PMID_30718881,EXCLUDE
From SARS to the Omicron variant of COVID-19: China's policy adjustments and changes to prevent and control infectious diseases,PMID_34924490,EXCLUDE
Ebola virus infection modeling and identifiability problems,PMID_25914675,EXCLUDE
Modeling Favipiravir Antiviral Efficacy Against Emerging Viruses: From Animal Studies to Clinical Trials,PMID_32198838,EXCLUDE
Ecological Contexts of Index Cases and Spillover Events of Different Ebolaviruses,PMID_27494600,EXCLUDE
Modulation of HIV-1-host interaction: role of the Vpu accessory protein,PMID_21176220,EXCLUDE
Evolutionary history of Ebola virus,PMID_24040779,EXCLUDE
European College of Equine Internal Medicine consensus statement on equine flaviviridae infections in Europe,PMID_36367340,EXCLUDE
"Time of year, age class and body condition predict Hendra virus infection in Australian black flying foxes (<i>Pteropus alecto</i>)",PMID_31364577,EXCLUDE
"Cluster of Ebola Virus Disease Linked to a Single Funeral — Moyamba District, Sierra Leone, 2014",PMID_26938950,EXCLUDE
"Alphacoronaviruses in New World Bats: Prevalence, Persistence, Phylogeny, and Potential for Interaction with Humans",PMID_21589915,EXCLUDE
"Chikungunya outbreak in Al-Hudaydah, Yemen, 2011: Epidemiological characterization and key lessons learned for early detection and control",PMID_25107656,EXCLUDE
Identification of SARS-CoV-2 Cell Entry Inhibitors by Drug Repurposing Using in silico Structure-Based Virtual Screening Approach,PMID_32754161,EXCLUDE
Experimental Inoculation of Egyptian Fruit Bats (Rousettus aegyptiacus) with Ebola Virus,PMID_26805873,EXCLUDE
Animal Models for the Study of Rodent-Borne Hemorrhagic Fever Viruses: Arenaviruses and Hantaviruses,PMID_26266264,EXCLUDE
In silico exploration of deep-sea fungal metabolites as inhibitor of Ebola and Marburg VP35 and VP40,PMID_39052567,EXCLUDE
"Reston Ebolavirus Antibodies in Bats, the Philippines",PMID_21801651,EXCLUDE
The cellular protein phosphatase 2A is a crucial host factor for Marburg virus transcription,PMID_39194238,EXCLUDE
Contrasting Patterns in Mammal–Bacteria Coevolution: Bartonella and Leptospira in Bats and Rodents,PMID_24651646,EXCLUDE
Myb and NF-M: combinatorial activators of myeloid genes in heterologous cell types.,PMID_7684005,EXCLUDE
Structural Analysis of Monomeric RNA-Dependent Polymerases: Evolutionary and Therapeutic Implications,PMID_26397100,EXCLUDE
Emerging and re-emerging viruses: A global challenge illustrated by Chikungunya virus outbreaks,PMID_24175207,EXCLUDE
Antisense Phosphorodiamidate Morpholino Oligomers as Novel Antiviral Compounds,PMID_29731743,EXCLUDE
A Replicating Cytomegalovirus-Based Vaccine Encoding a Single Ebola Virus Nucleoprotein CTL Epitope Confers Protection against Ebola Virus,PMID_21858240,EXCLUDE
Isolation of Tioman virus from Pteropus giganteus bat in North-East region of India,PMID_27619056,EXCLUDE
Functional significance of the hemadsorption activity of influenza virus neuraminidase and its alteration in pandemic viruses,PMID_19458903,EXCLUDE
Tracing the SARS-coronavirus.,PMID_23977431,EXCLUDE
Phosphoinositide-3 Kinase-Akt Pathway Controls Cellular Entry of Ebola Virus,PMID_18769720,EXCLUDE
The Great Escape: Viral Strategies to Counter BST-2/Tetherin,PMID_20485522,EXCLUDE
Ebola Virus Disease mathematical models and epidemiological parameters: a systematic review and meta-analysis,DOI_0b98388eaf53,EXCLUDE
Drivers of disease emergence and spread: Is wildlife to blame?,PMID_25005349,EXCLUDE
Wildlife Trade and Human Health in Lao PDR: An Assessment of the Zoonotic Disease Risk in Markets,PMID_27008628,EXCLUDE
Ebola Virus Infection Associated with Transmission from Survivors,PMID_30500321,EXCLUDE
G protein-coupled receptors: structure- and function-based drug discovery,PMID_33414387,EXCLUDE
Cross-Species Transmission and Differential Fate of an Endogenous Retrovirus in Three Mammal Lineages,PMID_26562410,EXCLUDE
Neutralization of Virus Infectivity by Antibodies: Old Problems in New Perspectives,PMID_27099867,EXCLUDE
Drivers of Bushmeat Hunting and Perceptions of Zoonoses in Nigerian Hunting Communities,PMID_26001078,EXCLUDE
"<i>Bartonella</i>spp. in Bats, Kenya",PMID_21122216,EXCLUDE
"Filoviruses: A Compendium of 40 Years of Epidemiological, Clinical, and Laboratory Studies",DOI_5a737ba07f19,EXCLUDE
Determinants of Transmission Risk During the Late Stage of the West African Ebola Epidemic,PMID_30941398,EXCLUDE
Current research for a vaccine against Lassa hemorrhagic fever virus,PMID_30147299,EXCLUDE
Establishing a Cohort at High Risk of HIV Infection in South Africa: Challenges and Experiences of the CAPRISA 002 Acute Infection Study,PMID_18414658,EXCLUDE
Viral Infections and Male Infertility: A Comprehensive Review of the Role of Oxidative Stress,PMID_36303638,EXCLUDE
"Marburg Virus in Fruit Bat, Kenya",PMID_20113584,EXCLUDE
Ultrasound diagnosis of an acute dyspnea,DOI_e92d070da12d,UNCLEAR
Antiviral Inhibition of Enveloped Virus Release by Tetherin/BST-2: Action and Counteraction,PMID_21994744,EXCLUDE
Controlling emerging zoonoses at the animal-human interface,PMID_33073176,EXCLUDE
Mucosal Immunization of Cynomolgus Macaques with the VSVΔG/ZEBOVGP Vaccine Stimulates Strong Ebola GP-Specific Immune Responses,PMID_19440245,EXCLUDE
"COVID-19, Chikungunya, Dengue and Zika Diseases: An Analytical Platform Based on MALDI-TOF MS, IR Spectroscopy and RT-qPCR for Accurate Diagnosis and Accelerate Epidemics Control",PMID_33808104,EXCLUDE
Data and Digital Solutions to Support Surveillance Strategies in the Context of the COVID-19 Pandemic,PMID_34713179,EXCLUDE
Longitudinal antibody and T cell responses in Ebola virus disease survivors and contacts: an observational cohort study,PMID_33065039,EXCLUDE
Neotropical bats that co-habit with humans function as dead-end hosts for dengue virus,PMID_28545090,EXCLUDE
Combination treatment of mannose and GalNAc conjugated small interfering RNA protects against lethal Marburg virus infection,PMID_36114672,EXCLUDE
Modeling the Ebola zoonotic dynamics: Interplay between enviroclimatic factors and bat ecology,PMID_28604813,EXCLUDE
Evaluation in Nonhuman Primates of Vaccines against Ebola Virus,PMID_11996686,EXCLUDE
Effect of SARS-CoV-2 infection upon male gonadal function: A single center-based study,DOI_b557328dbafb,EXCLUDE
Counteraction of the multifunctional restriction factor tetherin,PMID_24782851,EXCLUDE
Bat’s Role in Emergence and Spillover of Viral Zoonotic Diseases: A Review,DOI_c580a81204a2,EXCLUDE
Emergent Risk Group-4 (RG-4) Filoviruses: A paradox in progress,PMID_37908613,EXCLUDE
Presumptive risk factors for monkeypox in rural communities in the Democratic Republic of the Congo,PMID_28192435,EXCLUDE
Escherichia coli-derived virus-like particles in vaccine development,PMID_29263864,EXCLUDE
"An update on immunopathogenesis, diagnosis, and treatment of multiple sclerosis",PMID_26445701,EXCLUDE
Molecular Characterization of the Monoclonal Antibodies Composing ZMAb: A Protective Cocktail Against Ebola Virus,PMID_25375093,EXCLUDE
Secondary measles vaccine failures identified by measurement of IgG avidity: high occurrence among teenagers vaccinated at a young age,PMID_10813152,EXCLUDE
"Treating the host response to emerging virus diseases: lessons learned from sepsis, pneumonia, influenza and Ebola",PMID_27942512,EXCLUDE
Bibliometric Analysis of Ebola Research Indexed in Web of Science and Scopus (2010‐2020),PMID_32964036,EXCLUDE
Endothelial Cells in Emerging Viral Infections,PMID_33718448,EXCLUDE
The pathogenesis of zoonotic viral infections: Lessons learned by studying reservoir hosts,PMID_37056741,EXCLUDE
The Use of a Mobile Laboratory Unit in Support of Patient Management and Epidemiological Surveillance during the 2005 Marburg Outbreak in Angola,PMID_21629730,INCLUDE
Occult Hepatitis B Virus Infection in Nigerian Blood Donors and Hepatitis B Virus Transmission Risks,PMID_26148052,EXCLUDE
"Improving risk analysis of the environmental drivers of the spillover, emergence/re-emergence and spread of Crimean-Congo haemorrhagic fever virus, Marburg virus and Middle East respiratory syndrome coronavirus in the East Africa Region",PMID_40240055,EXCLUDE
A community-based contact isolation strategy to reduce the spread of Ebola virus disease: an analysis of the 2018–2020 outbreak in the Democratic Republic of the Congo,PMID_37263672,EXCLUDE
Impact of the Australian Measles Control Campaign on immunity to measles and rubella,PMID_11693507,EXCLUDE
Analysis of Synonymous Codon Usage Bias of Zika Virus and Its Adaption to the Hosts,PMID_27893824,EXCLUDE
Presence and Persistence of Ebola or Marburg Virus in Patients and Survivors: A Rapid Systematic Review,PMID_26927697,EXCLUDE
"The Curious Case of Arenavirus Entry, and Its Inhibition",PMID_22355453,EXCLUDE
Rapid Evolution of PARP Genes Suggests a Broad Role for ADP-Ribosylation in Host-Virus Conflicts,PMID_24875882,EXCLUDE
"Ebola Virus Disease Vaccines: Development, Current Perspectives &amp; Challenges",PMID_36851146,EXCLUDE
The New Global Health,PMID_23876365,EXCLUDE
Zika Virus in the Male Reproductive Tract,PMID_29659541,EXCLUDE
Intensive care expenditure on overdose admissions,DOI_62a22d244eeb,UNCLEAR
Efficacy of recombinant activated factor VII (rFVIIa; NovoSeven(®)) in obstetrical haemorrhagic shock,DOI_102dbc06465b,UNCLEAR
The relationship of electroencephalograph fluctuations to intracranial pressure B waves,DOI_c035453f617e,UNCLEAR
Respiratory drive at rest and during exercise in obstructive sleep apnea patients before and after CPAP treatment,DOI_72c54a51e7f4,UNCLEAR
Education reduces unnecessary diagnostic blood sampling in the intensive care unit (ICU),DOI_f856f600affe,UNCLEAR
Viral cross-class transmission results in disease of a phytopathogenic fungus,PMID_36045287,EXCLUDE
Adenosine enhanced preconditioning prevents apoptosis in the small intestine and inhibits bacterial translocation,DOI_374df06b92b0,UNCLEAR
Single domain antibodies: promising experimental and therapeutic tools in infection and immunity,PMID_19529959,EXCLUDE
Persistent Crimean-Congo hemorrhagic fever virus infection in the testes and within granulomas of non-human primates with latent tuberculosis,PMID_31557262,EXCLUDE
Haemodynamic monitoring during high-frequency oscillatory ventilation in adults,DOI_30d1570802c2,UNCLEAR
"Concurrent Clade I and Clade II Monkeypox Virus Circulation, Cameroon, 1979–2022",PMID_38325363,EXCLUDE
Biosafety and biosecurity approaches to restrain/contain and counter SARS-CoV-2/COVID-19 pandemic: a rapid-review,PMID_32595350,EXCLUDE
Ebola Virus Disease (Evd): Nigeria Perspective,DOI_f2b6026c922e,EXCLUDE
"Molecular detection of SARS-CoV-2 in formalin-fixed, paraffin-embedded specimens",PMID_32379723,EXCLUDE
The Genome Landscape of the African Green Monkey Kidney-Derived Vero Cell Line,PMID_25267831,EXCLUDE
"Implication of the proprotein convertases furin, PC5 and PC7 in the cleavage of surface glycoproteins of Hong Kong, Ebola and respiratory syncytial viruses: a comparative analysis with fluorogenic peptides",PMID_11171050,EXCLUDE
Exploring lectin–glycan interactions to combat COVID-19: Lessons acquired from other enveloped viruses,PMID_33094324,EXCLUDE
"Epidemiologie, Diagnostik, antimikrobielle Therapie und Management von erwachsenen Patienten mit ambulant erworbenen unteren Atemwegsinfektionen sowie ambulant erworbener Pneumonie – Update 2009",PMID_19821215,EXCLUDE
Model-Informed Risk Assessment and Decision Making for an Emerging Infectious Disease in the Asia-Pacific Region,PMID_27661978,EXCLUDE
6th International Conference on Emerging Zoonoses,PMID_22958247,EXCLUDE
Conditions affecting the timing and magnitude of Hendra virus shedding across pteropodid bat populations in Australia,PMID_28942750,EXCLUDE
"Undiagnosed Acute Viral Febrile Illnesses, Sierra Leone",PMID_24959946,INCLUDE
Fungal negative-stranded RNA virus that is related to bornaviruses and nyaviruses,PMID_25092337,EXCLUDE
IN SILICO ANALYSIS AND DOCKING STUDY OF THE ACTIVE PHYTO COMPOUNDS OF MORINGA OLEIFERA AGAINST MARBURG VIRUS VP35 PROTEIN,DOI_007bb81b9425,EXCLUDE
Recent Insight into SARS-CoV2 Immunopathology and Rationale for Potential Treatment and Preventive Strategies in COVID-19,PMID_32423059,EXCLUDE
Postmortem Stability of Ebola Virus,PMID_25897646,EXCLUDE
Social media in Ebola outbreak,PMID_26939535,EXCLUDE
Persistent infections support maintenance of a coronavirus in a population of Australian bats (<i>Myotis macropus</i>),PMID_28528587,EXCLUDE
"Bats, Bat-Borne Viruses, and Environmental Changes",DOI_0680442ad82a,EXCLUDE
West Nile Virus: Characteristics of an African Virus Adapting to the Third Millennium World,PMID_20517488,EXCLUDE
"Zika Virus: Origins, Pathological Action, and Treatment Strategies",PMID_30666246,EXCLUDE
MF59®-Adjuvanted H5N1 Vaccine Induces Immunologic Memory and Heterotypic Antibody Responses in Non-Elderly and Elderly Adults,PMID_19197383,EXCLUDE
Preparedness for ebolavirus disease outbreak in Japan: Necessity of Biosafety level-4 facility,PMID_26923962,EXCLUDE
White-nose syndrome is associated with increased replication of a naturally persisting coronaviruses in bats,PMID_30341341,EXCLUDE
Detection of potentially novel paramyxovirus and coronavirus viral <scp>RNA</scp> in bats and rats in the Mekong Delta region of southern Viet Nam,PMID_28418192,EXCLUDE
Cell Culture and Electron Microscopy for Identifying Viruses in Diseases of Unknown Cause,PMID_23731788,EXCLUDE
Characterization of Uncultivable Bat Influenza Virus Using a Replicative Synthetic Virus,PMID_25275541,EXCLUDE
Safety and Immunogenicity of DNA Vaccines Encoding Ebolavirus and Marburgvirus Wild-Type Glycoproteins in a Phase I Clinical Trial,PMID_25225676,EXCLUDE
A Recombinant Vesicular Stomatitis Virus-Based Lassa Fever Vaccine Protects Guinea Pigs and Macaques against Challenge with Geographically and Genetically Distinct Lassa Viruses,PMID_25884628,EXCLUDE
Recombinant Vesicular Stomatitis Virus Vaccine Vectors Expressing Filovirus Glycoproteins Lack Neurovirulence in Nonhuman Primates,PMID_22448291,EXCLUDE
Using a mHealth tutorial application to change knowledge and attitude of frontline health workers to Ebola virus disease in Nigeria: a before-and-after study,PMID_26872824,EXCLUDE
The Critical Role of Nonhuman Primates in Medical Research - White Paper,PMID_29034361,EXCLUDE
The Ebola Virus VP35 Protein Is a Suppressor of RNA Silencing,PMID_17590081,EXCLUDE
Diseases and Causes of Death in European Bats: Dynamics in Disease Susceptibility and Infection Rates,PMID_22216354,EXCLUDE
Impact of viral epidemic outbreaks on mental health of healthcare workers: a rapid systematic review,DOI_b9d0dc30eee9,EXCLUDE
An outbreak of gastroenteritis caused by both rotavirus and<i>Shigella sonnei</i>in a private school in Rio de Janeiro,PMID_6278017,EXCLUDE
Vpu Binds Directly to Tetherin and Displaces It from Nascent Virions,PMID_23633949,EXCLUDE
"The Ebola Virus Interferon Antagonist VP24 Directly Binds STAT1 and Has a Novel, Pyramidal Fold",PMID_22383882,EXCLUDE
Ebola Virus Disease among Male and Female Persons in West Africa,PMID_26736011,EXCLUDE
Proof-of-concept of a low-dose unmodified mRNA-based rabies vaccine formulated with lipid nanoparticles in human volunteers: A phase 1 trial,DOI_da07b4ddb65e,EXCLUDE
Antiviral Drugs Against Severe Fever With Thrombocytopenia Syndrome Virus Infection,PMID_32117168,EXCLUDE
Viral nanoparticles and virus‐like particles: platforms for contemporary vaccine design,PMID_20872839,EXCLUDE
"Safety and Immunogenicity of a 2-Dose Heterologous Vaccine Regimen With Ad26.ZEBOV and MVA-BN-Filo Ebola Vaccines: 12-Month Data From a Phase 1 Randomized Clinical Trial in Nairobi, Kenya",PMID_30796816,EXCLUDE
Design and characterization of protective pan-ebolavirus and pan-filovirus bispecific antibodies,PMID_38603762,EXCLUDE
Virological and Clinical Studies of Viral Hemorrhagic Fever (VHF): A Systematic Literature Review,DOI_a3cd6049ae1d,EXCLUDE
Recent Advances in Biosensors for Detection of COVID-19 and Other Viruses,PMID_36197867,EXCLUDE
Structure and Functional Analysis of the RNA- and Viral Phosphoprotein-Binding Domain of Respiratory Syncytial Virus M2-1 Protein,PMID_22675274,EXCLUDE
Monitoring of Ebola Virus Makona Evolution through Establishment of Advanced Genomic Capability in Liberia,PMID_26079255,EXCLUDE
Novel hemotropic mycoplasmas are widespread and genetically diverse in vampire bats,PMID_29061202,EXCLUDE
Marburg Virus Disease Outbreaks – A Systematic Review,DOI_59d6bacc1744,EXCLUDE
Socializing One Health: an innovative strategy to investigate social and behavioral risks of emerging viral threats,PMID_33990224,EXCLUDE
A Review of the Role of Food and the Food System in the Transmission and Spread of Ebolavirus,PMID_26633305,EXCLUDE
"Meeting report: 27th International conference on antiviral research, in Raleigh, NC, USA",PMID_25218950,EXCLUDE
Viral haemorrhagic fever,PMID_25650201,EXCLUDE
Role of Immunoglobulin M and A Antibodies in the Neutralization of Severe Acute Respiratory Syndrome Coronavirus 2,PMID_33367897,EXCLUDE
Nucleocytoplasmic transport of nucleocapsid proteins of enveloped RNA viruses,PMID_26082769,EXCLUDE
Interaction Between Virus-Like Particles (VLPs) and Pattern Recognition Receptors (PRRs) From Dendritic Cells (DCs): Toward Better Engineering of VLPs,PMID_32582186,EXCLUDE
When Viruses Don’t Go Viral: The Importance of Host Phylogeographic Structure in the Spatial Spread of Arenaviruses,PMID_28076397,EXCLUDE
Interplay between Janus Kinase/Signal Transducer and Activator of Transcription Signaling Activated by Type I Interferons and Viral Antagonism,PMID_29312301,EXCLUDE
The formation of cysteine-linked dimers of BST-2/tetherin is important for inhibition of HIV-1 virus release but not for sensitivity to Vpu,PMID_19737401,EXCLUDE
The cell biology of receptor-mediated virus entry,PMID_22123832,EXCLUDE
Limits to Forecasting Precision for Outbreaks of Directly Transmitted Diseases,PMID_16435887,EXCLUDE
A global treatments for coronaviruses including COVID‐19,PMID_32394467,EXCLUDE
Human Lectins and Their Roles in Viral Infections,PMID_25642836,EXCLUDE
Antigenic Subversion: A Novel Mechanism of Host Immune Evasion by Ebola Virus,PMID_23271969,EXCLUDE
"Analysis of Diagnostic Findings From the European Mobile Laboratory in Guéckédou, Guinea, March 2014 Through March 2015",PMID_27638946,EXCLUDE
Social Vulnerability and Ebola Virus Disease in Rural Liberia,PMID_26325519,EXCLUDE
Proceedings of the Frontiers of Retrovirology Conference 2016,DOI_5afd7cf4adff,EXCLUDE
"The impact of active surveillance and health education on an Ebola virus disease cluster — Kono District, Sierra Leone, 2014–2015",PMID_27784275,EXCLUDE
Serologic Cross-Reactivity of Human IgM and IgG Antibodies to Five Species of Ebola Virus,PMID_21666792,EXCLUDE
New reverse sum Revan indices for physicochemical and pharmacokinetic properties of anti-filovirus drugs,PMID_39749221,EXCLUDE
Detection of novel coronaviruses in bats in Myanmar,PMID_32271768,EXCLUDE
"Assessment of the outbreak risk, mapping and infection behavior of COVID-19: Application of the autoregressive integrated-moving average (ARIMA) and polynomial models",PMID_32722716,EXCLUDE
The Use of TKM-100802 and Convalescent Plasma in 2 Patients With Ebola Virus Disease in the United States,PMID_25904375,EXCLUDE
Structural insights into the RNA-dependent RNA polymerase complexes from highly pathogenic Marburg and Ebola viruses,PMID_40164610,EXCLUDE
"Pharmacokinetic, Pharmacodynamic, and Drug-Interaction Profile of Remdesivir, a SARS-CoV-2 Replication Inhibitor",PMID_33782830,EXCLUDE
Quinoxaline Derivatives as Antiviral Agents: A Systematic Review,PMID_32560203,EXCLUDE
"Immunopathogenesis of Different Emerging Viral Infections: Evasion, Fatal Mechanism, and Prevention",PMID_34335596,EXCLUDE
Passive Antibody Administration (Immediate Immunity) as a Specific Defense Against Biological Weapons,PMID_12141970,EXCLUDE
How and When Does Inclusive Leadership Curb Psychological Distress During a Crisis? Evidence From the COVID-19 Outbreak,PMID_32849111,EXCLUDE
"Thirteen-Year Sequelae of Marburg Virus Disease Survival: Persistent Cardiometabolic, Immunometabolic, and Haematological Alterations in the Absence of Psychological Morbidity",PMID_40732724,INCLUDE
Establishment of Fruit Bat Cells (Rousettus aegyptiacus) as a Model System for the Investigation of Filoviral Infection,PMID_20808767,EXCLUDE
Optimization of a Novel Non-invasive Oral Sampling Technique for Zoonotic Pathogen Surveillance in Nonhuman Primates,PMID_26046911,EXCLUDE
"Virion-associated phosphatidylethanolamine promotes TIM1-mediated infection by Ebola, dengue, and West Nile viruses",PMID_26575624,EXCLUDE
The Physical Relationship between Infectivity and Prion Protein Aggregates Is Strain-Dependent,PMID_20419156,EXCLUDE
"Hendra Virus Vaccine, a One Health Approach to Protecting Horse, Human, and Environmental Health",PMID_24572697,EXCLUDE
"Ebola in West Africa—CDC’s Role in Epidemic Detection, Control, and Prevention",PMID_26484940,EXCLUDE
Reproduction of East-African bats may guide risk mitigation for coronavirus spillover,PMID_33824945,EXCLUDE
Contraction of the type I IFN locus and unusual constitutive expression of<i>IFN-α</i>in bats,PMID_26903655,EXCLUDE
Pseudotype-Based Neutralization Assays for Influenza: A Systematic Analysis,PMID_25972865,EXCLUDE
Applied ecoimmunology: using immunological tools to improve conservation efforts in a changing world,PMID_34512994,EXCLUDE
News Items of Russian and Foreign News Agencies on WHO Priority Pathogens: A Comparative Analysis,DOI_60749f2e3013,EXCLUDE
Role of NFkappaB in the mortality of sepsis.,PMID_9276714,EXCLUDE
Ebola Virus Disease Stigmatization; The Role of Societal Attributes,DOI_f6c6ac01f091,EXCLUDE
A Preliminary Study of Viral Metagenomics of French Bat Species in Contact with Humans: Identification of New Mammalian Viruses,PMID_24489870,EXCLUDE
Blood kinetics of Ebola virus in survivors and nonsurvivors,PMID_26551684,EXCLUDE
Comparative pathogenesis of Ebola virus and Reston virus infection in humanized mice,PMID_31550241,EXCLUDE
Ectodomain shedding of the glycoprotein GP of Ebola virus,PMID_15103332,EXCLUDE
siRNA Therapeutics against Respiratory Viral Infections—What Have We Learned for Potential COVID‐19 Therapies?,PMID_33506607,EXCLUDE
Mumps Orchitis: Clinical Aspects and Mechanisms,PMID_33815357,EXCLUDE
"Detection of infectious disease outbreaks in twenty-two fragile states, 2000-2010: a systematic review",PMID_21861869,EXCLUDE
Jamaican fruit bats’ competence for Ebola but not Marburg virus is driven by intrinsic differences,PMID_40133326,EXCLUDE
Ebola virus disease: an update for anesthesiologists and intensivists,PMID_25373801,EXCLUDE
Marburg Virus VP35 Can Both Fully Coat the Backbone and Cap the Ends of dsRNA for Interferon Antagonism,PMID_23028316,EXCLUDE
Aerosol Transmission of Filoviruses,PMID_27223296,EXCLUDE
Association between Global Monkeypox Cases and Meteorological Factors,PMID_36497712,EXCLUDE
Personal protective equipment for preventing highly infectious diseases due to exposure to contaminated body fluids in healthcare staff,PMID_33496400,UNCLEAR
"Non-malarial febrile illness: a systematic review of published aetiological studies and case reports from Africa, 1980–2015",PMID_32951596,EXCLUDE
The current state of bioterrorist attack surveillance and preparedness in the US,PMID_25328421,EXCLUDE
Elucidating variations in the nucleotide sequence of Ebola virus associated with increasing pathogenicity,DOI_306ca8d80ff9,EXCLUDE
"Novel, Divergent Simian Hemorrhagic Fever Viruses in a Wild Ugandan Red Colobus Monkey Discovered Using Direct Pyrosequencing",PMID_21544192,EXCLUDE
