title,article_id,ai4epi_fulltext_decision
Incidence of Guillain-Barré Syndrome (GBS) in Latin America and the Caribbean before and during the 2015–2016 Zika virus epidemic: A systematic review and meta-analysis,PMID_31449532,EXCLUDE
Microglia Increase Inflammatory Responses in iPSC-Derived Human BrainSpheres,PMID_30619100,EXCLUDE
Mayaro: an emerging viral threat?,PMID_30254258,EXCLUDE
An analysis of International Health Regulations Emergency Committees and Public Health Emergency of International Concern Designations,PMID_32546587,EXCLUDE
Are Pandemics Gender Neutral? Women's Health and COVID-19,PMID_34816154,EXCLUDE
"A survey of the knowledge, attitudes and practices on Zika virus in New York City",PMID_29291723,EXCLUDE
"Seroprevalence of dengue, Zika, chikungunya and Ross River viruses across the Solomon Islands",PMID_35143495,INCLUDE
"“Zika is everywhere”: A qualitative exploration of knowledge, attitudes and practices towards Zika virus among women of reproductive age in Iquitos, Peru",PMID_30161130,EXCLUDE
"West Nile Virus and Other Domestic Nationally Notifiable Arboviral Diseases — United States, 2018",PMID_31393865,EXCLUDE
Zika virus genome biology and molecular pathogenesis,PMID_28325921,EXCLUDE
Mathematical models for Zika with exposed variables and delay. Comparison and experimentation in Suriname and El Salvador,DOI_222df2f05f58,INCLUDE
Evolving viral and serological stages of Zika virus RNA-positive blood donors and estimation of incidence of infection during the 2016 Puerto Rican Zika epidemic: an observational cohort study,PMID_32673594,INCLUDE
"Multifaceted Functions of CH25H and 25HC to Modulate the Lipid Metabolism, Immune Responses, and Broadly Antiviral Activities",PMID_32640529,EXCLUDE
Social media: A new tool for outbreak surveillance,PMID_36168466,EXCLUDE
Novel Assay to Measure Seroprevalence of Zika Virus in the Philippines,PMID_34808091,INCLUDE
"Estimating the impact of city-wide Aedes aegypti population control: An observational study in Iquitos, Peru",PMID_31145744,EXCLUDE
Zika Induces Human Placental Damage and Inflammation,PMID_32983175,EXCLUDE
Coordination among neighbors improves the efficacy of Zika control despite economic costs,PMID_32569323,INCLUDE
New Insights on the Zika Virus Arrival in the Americas and Spatiotemporal Reconstruction of the Epidemic Dynamics in Brazil,PMID_33374816,INCLUDE
Inter- and intra-lineage genetic diversity of wild-type Zika viruses reveals both common and distinctive nucleotide variants and clusters of genomic diversity,PMID_31355708,EXCLUDE
Concern over Zika virus outbreak: another alarming global threat,PMID_27418843,EXCLUDE
"Neonatal surveillance for congenital Zika infection during the 2016 microcephaly outbreak in Salvador, Brazil: Zika virus detection in asymptomatic newborns",PMID_31975394,INCLUDE
Genome Number and Size Polymorphism in Zika Virus Infectious Units,PMID_33328311,EXCLUDE
Integrative analysis of Zika virus genome RNA structure reveals critical determinants of viral infectivity,DOI_8a3335ef8964,EXCLUDE
Frequent first-trimester pregnancy loss in rhesus macaques infected with African-lineage Zika virus,PMID_36976812,EXCLUDE
Predicting intensities of Zika infection and microcephaly using transmission intensities of other arboviruses,DOI_b263f43dd3a5,EXCLUDE
The celecoxib derivative kinase inhibitor AR-12 (OSU-03012) inhibits Zika virus via down-regulation of the PI3K/Akt pathway and protects Zika virus-infected A129 mice: A host-targeting treatment strategy,DOI_82904a5194d7,EXCLUDE
Mechanisms of Zika Virus Infection and Neuropathogenesis,PMID_27348136,EXCLUDE
Expected Duration of Adverse Pregnancy Outcomes after Zika Epidemic,PMID_29058664,INCLUDE
Dengue and Zika viruses subvert reticulophagy by NS2B3-mediated cleavage of FAM134B,PMID_28102736,EXCLUDE
Global epidemiology of Zika and Chikungunya virus human infections,DOI_2b6b116dde7e,EXCLUDE
Zika Virus Knowledge among Pregnant Women Who Were in Areas with Active Transmission,PMID_27855041,EXCLUDE
Forced Salivation As a Method to Analyze Vector Competence of Mosquitoes,PMID_30148488,INCLUDE
Impact of recent and future climate change on vector‐borne diseases,PMID_30120891,EXCLUDE
Clinical Regimens of Favipiravir Inhibit Zika Virus Replication in the Hollow-Fiber Infection Model,PMID_29967017,EXCLUDE
Consensus and conflict among ecological forecasts of Zika virus outbreaks in the United States,DOI_57fc3dce857b,EXCLUDE
"Mosquito control practices and perceptions: An analysis of economic stakeholders during the Zika epidemic in Belize, Central America",PMID_30024951,EXCLUDE
Evidence of Zika virus horizontal and vertical transmission in <i>Aedes albopictus</i> from Spain but not infectious virus in saliva of the progeny,PMID_33008282,INCLUDE
The Mayaro virus and its potential epidemiological consequences in Colombia: an exploratory biomathematics analysis,PMID_33032645,EXCLUDE
"Detection and phylogenetic characterization of arbovirus dual-infections among persons during a chikungunya fever outbreak, Haiti 2014",PMID_29851952,INCLUDE
Estimating the size of Aedes aegypti populations from dengue incidence data: Implications for the risk of yellow fever outbreaks,PMID_30137722,EXCLUDE
<i>De Novo</i> Discovery of Nonstandard Macrocyclic Peptides as Noncompetitive Inhibitors of the Zika Virus NS2B-NS3 Protease,PMID_30783498,EXCLUDE
Enacting the Pandemic,DOI_e1e11fc08a72,EXCLUDE
Zika Virus Hijacks Extracellular Vesicle Tetraspanin Pathways for Cell-to-Cell Transmission,PMID_34190582,EXCLUDE
Anthropology in public health emergencies: <i>what is anthropology good for?</i>,PMID_29607097,EXCLUDE
Diagnosis and treatment of Guillain‐Barré syndrome during the Zika virus epidemic in Brazil: A national survey study,DOI_f05503b903ba,EXCLUDE
"Efficacy of a spatial repellent for control of <i>Aedes</i> -borne virus transmission: A cluster-randomized trial in Iquitos, Peru",PMID_35737833,INCLUDE
"Arbovirus emergence in the temperate city of Córdoba, Argentina, 2009–2018",PMID_31754110,INCLUDE
"West Nile Virus and Other Nationally Notifiable Arboviral Diseases — United States, 2015",PMID_28103209,EXCLUDE
A rhesus macaque model of Asia lineage Zika virus infection,DOI_82ddde652858,EXCLUDE
History of arthropod-borne virus infections in French Polynesia,PMID_30899520,EXCLUDE
Mosquito-Borne Diseases and Their Control Strategies: An Overview Focused on Green Synthesized Plant-Based Metallic Nanoparticles,PMID_36975906,EXCLUDE
Vaccines for Perinatal and Congenital Infections—How Close Are We?,PMID_33384972,EXCLUDE
Specific Biomarkers Associated With Neurological Complications and Congenital Central Nervous System Abnormalities From Zika Virus–Infected Patients in Brazil,PMID_28838147,EXCLUDE
Animals in the Zika virus life cycle: what to expect from megadiverse Latin American countries,DOI_cf1a1c51c363,EXCLUDE
Dengue and Zika virus infections are enhanced by live attenuated dengue vaccine but not by recombinant DSV4 vaccine candidate in mouse models,PMID_32949997,EXCLUDE
Zika Virus-Induced Neuronal Apoptosis via Increased Mitochondrial Fragmentation,PMID_33424801,EXCLUDE
Antiviral efficacy of favipiravir against Zika and SARS-CoV-2 viruses in non-human primates,PMID_36042198,EXCLUDE
Sugar feeding protects against arboviral infection by enhancing gut immunity in the mosquito vector Aedes aegypti,PMID_34473801,INCLUDE
A Patch Model for the Transmission Dynamics of Zika Virus from Rio de Janeiro to Miami during Carnival and the Olympics,DOI_9f0123077225,EXCLUDE
A Single Dose of NILV-Based Vaccine Provides Rapid and Durable Protection against Zika Virus,PMID_32485138,EXCLUDE
Consensus and uncertainty in the geographic range of Aedes aegypti and Aedes albopictus in the contiguous United States: Multi-model assessment and synthesis,PMID_31600194,EXCLUDE
Applications of Human Brain Organoids to Clinical Problems,DOI_9e7b5155b691,EXCLUDE
Fetal demise and failed antibody therapy during Zika virus infection of pregnant macaques,DOI_b0bd32366348,EXCLUDE
Comparing vector and human surveillance strategies to detect arbovirus transmission: A simulation study for Zika virus detection in Puerto Rico,PMID_31877132,INCLUDE
N-glycosylation of Viral E Protein Is the Determinant for Vector Midgut Invasion by Flaviviruses,PMID_29463651,INCLUDE
"Zika beyond the Americas: Travelers as sentinels of Zika virus transmission. A GeoSentinel analysis, 2012 to 2016.",PMID_28973011,EXCLUDE
"Presence and Persistence of Zika Virus RNA in Semen, United Kingdom, 2016",PMID_27997333,INCLUDE
Exposure to cooler temperatures during pupal development increases Aedes aegypti vector competence and the R0 for Zika virus,DOI_a852e7fbbdee,EXCLUDE
Vector competence of Aedes aegypti and screening for differentially expressed microRNAs exposed to Zika virus,PMID_34579782,INCLUDE
Whole genome screen reveals a novel relationship between Wolbachia levels and Drosophila host translation,PMID_30422992,EXCLUDE
Zika discourse in the Americas: A multilingual topic analysis of Twitter,PMID_31120935,EXCLUDE
The effects of exposure to pyriproxyfen and predation on Zika virus infection and transmission in Aedes aegypti,PMID_33201875,INCLUDE
"Preliminary estimation of the basic reproduction number of novel coronavirus (2019-nCoV) in China, from 2019 to 2020: A data-driven analysis in the early phase of the outbreak",DOI_48e563479a12,EXCLUDE
Endoplasmic reticulum: a focal point of Zika virus infection,PMID_31959174,EXCLUDE
Current evidences of the efficacy of mosquito mass-trapping interventions to reduce Aedes aegypti and Aedes albopictus populations and Aedes-borne virus transmission,PMID_36877728,EXCLUDE
Make Data Sharing Routine to Prepare for Public Health Emergencies,PMID_27529422,EXCLUDE
Fetal loss in pregnant rhesus macaques infected with high-dose African-lineage Zika virus,PMID_35926066,EXCLUDE
Zika Virus Infection in Pregnant Women in Rio de Janeiro,PMID_26943629,INCLUDE
"Forecasting Dengue, Chikungunya and Zika cases in Recife, Brazil: a spatio-temporal approach based on climate conditions, health notifications and machine learning",DOI_a13885166042,INCLUDE
Long-term alterations in brain and behavior after postnatal Zika virus infection in infant macaques,PMID_32439858,EXCLUDE
Inhibition of Polyamine Biosynthesis Is a Broad-Spectrum Strategy against RNA Viruses,PMID_27535047,EXCLUDE
"A single mutation in the envelope protein modulates flavivirus antigenicity, stability, and pathogenesis",PMID_28207910,EXCLUDE
Evolution of ocular defects in infant macaques following in utero Zika virus infection,PMID_33180748,EXCLUDE
Proliferation of Aedes aegypti in urban environments mediated by the availability of key aquatic habitats,PMID_32737356,EXCLUDE
Impact of Mosquito Age and Insecticide Exposure on Susceptibility of Aedes albopictus (Diptera: Culicidae) to Infection with Zika Virus,PMID_30103526,INCLUDE
Epididymal epithelium propels early sexual transmission of Zika virus in the absence of interferon signaling,PMID_33927207,INCLUDE
Reduced competence to arboviruses following the sustainable invasion of Wolbachia into native Aedes aegypti from Southeastern Brazil,PMID_33976301,INCLUDE
A mosquito salivary protein promotes flavivirus transmission by activation of autophagy,PMID_31937766,EXCLUDE
Modulation of Dengue/Zika Virus Pathogenicity by Antibody-Dependent Enhancement and Strategies to Protect Against Enhancement in Zika Virus Infection,PMID_29740424,EXCLUDE
Scoping Review of the Zika Virus Literature,PMID_27244249,EXCLUDE
Network-based drug repurposing for novel coronavirus 2019-nCoV/SARS-CoV-2,PMID_32194980,EXCLUDE
"Oropouche Virus Detection in Febrile Patients’ Saliva and Urine Samples in Salvador, Bahia, Brazil",PMID_31787741,EXCLUDE
Intraamniotic Zika virus inoculation of pregnant rhesus macaques produces fetal neurologic disease,DOI_8fbbab89ea83,EXCLUDE
Prevention of sexual transmission of Zika virus,PMID_27681219,EXCLUDE
Mapping the spatial distribution of the dengue vector Aedes aegypti and predicting its abundance in northeastern Thailand using machine-learning approach,PMID_34934797,EXCLUDE
Assignment of epidemiological lineages in an emerging pandemic using the pangolin tool,PMID_34527285,EXCLUDE
Structural basis of Zika virus helicase in recognizing its substrates,PMID_27430951,EXCLUDE
A review of Zika virus infections in pregnancy and implications for antenatal care in Singapore,PMID_28429036,EXCLUDE
"Addressing knowledge gaps in molecular, sero-surveillance and monitoring approaches on Zika epidemics and other arbovirus co-infections: A structured review",PMID_29774281,EXCLUDE
Metformin and Covid-19: Focused Review of Mechanisms and Current Literature Suggesting Benefit,PMID_34367059,EXCLUDE
The One Health Concept: 10 Years Old and a Long Road Ahead,DOI_ea36c8bc9795,EXCLUDE
Rapid Response to Pandemic Threats: Immunogenic Epitope Detection of Pandemic Pathogens for Diagnostics and Vaccine Development Using Peptide Microarrays,PMID_32892628,EXCLUDE
Replication-Deficient Zika Vector-Based Vaccine Provides Maternal and Fetal Protection in Mouse Model,PMID_36169338,EXCLUDE
"Non-human Primate Models to Investigate Mechanisms of Infection-Associated Fetal and Pediatric Injury, Teratogenesis and Stillbirth",PMID_34290739,EXCLUDE
Differential Susceptibilities of Aedes aegypti and Aedes albopictus from the Americas to Zika Virus,PMID_26938868,INCLUDE
Life-long persistence of infectious Zika virus: inflammation and behavioral sequela,DOI_4d9a0afc4df9,EXCLUDE
Structural investigation of C6/36 and Vero cell cultures infected with a Brazilian Zika virus,PMID_28898286,EXCLUDE
Microbial control of arthropod-borne disease,PMID_28177042,EXCLUDE
"Coinfection With Zika and Dengue-2 Viruses in a Traveler Returning From Haiti, 2016: Clinical Presentation and Genetic Analysis",PMID_27694479,EXCLUDE
Open drug discovery for the Zika virus,PMID_27134728,EXCLUDE
Zika virus-like particle (VLP) based vaccine,PMID_28481898,EXCLUDE
"Characteristics of Children Aged &lt;18 Years with Zika Virus Disease Acquired Postnatally — U.S. States, January 2015–July 2016",PMID_27711041,INCLUDE
Genomic epidemiology supports multiple introductions and cryptic transmission of Zika virus in Colombia,DOI_da1cb213458b,EXCLUDE
"Baseline mapping of Oropouche virology, epidemiology, therapeutics, and vaccine research and development",PMID_35301331,EXCLUDE
Role of autophagy during the replication and pathogenesis of common mosquito-borne flavi- and alphaviruses,PMID_30862253,EXCLUDE
Human Coronaviruses and Other Respiratory Viruses: Underestimated Opportunistic Pathogens of the Central Nervous System?,PMID_31861926,EXCLUDE
Assessing the impact of information-induced self-protection on Zika transmission: A mathematical modeling approach,DOI_97e89e81a165,INCLUDE
Trade-offs shaping transmission of sylvatic dengue and Zika viruses in monkey hosts,PMID_38538621,INCLUDE
Zika Vaccines: Role for Controlled Human Infection,PMID_29267920,EXCLUDE
Strengthening global health security by embedding the International Health Regulations requirements into national health systems,PMID_29379650,EXCLUDE
"A systematic examination of international funding flows for Ebola virus and Zika virus outbreaks 2014–2019: donors, recipients and funding purposes",PMID_33849897,EXCLUDE
Yellow fever virus is susceptible to sofosbuvir both in vitro and in vivo,PMID_30699122,EXCLUDE
Zika Virus Circulation in Mali,PMID_32310065,INCLUDE
Elevation as a proxy for mosquito-borne Zika virus transmission in the Americas,PMID_28542540,INCLUDE
Asymmetric percolation drives a double transition in sexual contact networks,PMID_28790185,INCLUDE
"Coronavirus infections: Epidemiological, clinical and immunological features and hypotheses",PMID_32292881,EXCLUDE
Antivirals for allosteric inhibition of Zika virus using a homology model and experimentally determined structure of envelope protein,PMID_28754167,EXCLUDE
COVID-19 Pandemic and Lockdown Measures Impact on Mental Health Among the General Population in Italy,PMID_32848952,EXCLUDE
Twenty-First Century Viral Pandemics: A Literature Review of Sexual Transmission and Fertility Implications in Men,DOI_478177503bea,EXCLUDE
Pluripotency of Wolbachia against Arboviruses: the case of yellow fever,PMID_31259313,EXCLUDE
Zika NS1–induced ER remodeling is essential for viral replication,PMID_31868887,EXCLUDE
"Review of dengue, zika and chikungunya infections in nervous system in endemic areas",PMID_38157877,EXCLUDE
Congenital Zika syndrome and neuroimaging findings: what do we know so far?,DOI_6d9c78add96f,EXCLUDE
Identification of Zika Virus Inhibitors Using Homology Modeling and Similarity-Based Screening to Target Glycoprotein E,PMID_32876433,EXCLUDE
A Comprehensive Systems Biology Approach to Studying Zika Virus,PMID_27584813,INCLUDE
Hydroxychloroquine Inhibits Zika Virus NS2B-NS3 Protease,PMID_30613818,EXCLUDE
Zika virus replicates in adult human brain tissue and impairs synapses and memory in mice,PMID_31488835,EXCLUDE
Rapid and specific detection of Asian- and African-lineage Zika viruses,PMID_28469032,EXCLUDE
Development and Validation of Reverse Transcription Loop-Mediated Isothermal Amplification (RT-LAMP) for Rapid Detection of ZIKV in Mosquito Samples from Brazil,DOI_602f59e2837a,EXCLUDE
High Seroprevalence of Antibodies against Arboviruses among Pregnant Women in Rural Caribbean Colombia in the Context of the Zika Virus Epidemic,PMID_33096597,INCLUDE
Catalase protects Aedes aegypti from oxidative stress and increases midgut infection prevalence of Dengue but not Zika,PMID_28379952,INCLUDE
"Positivity of dengue, chikungunya, and Zika infections in women in Northeast Brazil post-Zika epidemic",PMID_36316985,INCLUDE
Saliva collection via capillary method may underestimate arboviral transmission by mosquitoes,PMID_35331315,INCLUDE
The recently identified flavivirus Bamaga virus is transmitted horizontally by Culex mosquitoes and interferes with West Nile virus replication in vitro and transmission in vivo,PMID_30356234,EXCLUDE
Immune Response to Dengue and Zika,PMID_29345964,EXCLUDE
Increasing genetic diversity of Zika virus in the Latin American outbreak,PMID_27381219,EXCLUDE
Utility of massive open online courses (MOOCs) concerning outbreaks of emerging and reemerging diseases,PMID_29259764,EXCLUDE
"Detection of Autochthonous Zika Virus Transmission in Sincelejo, Colombia",PMID_27089253,EXCLUDE
"Correction: Detecting the impact of temperature on transmission of Zika, dengue, and chikungunya using mechanistic models",PMID_35653363,EXCLUDE
"Revision to CDC’s Zika Travel Notices: Minimal Likelihood for Mosquito-Borne Zika Virus Transmission at Elevations Above 2,000 Meters",PMID_26985965,INCLUDE
"West Nile virus transmission: results from the integrated surveillance system in Italy, 2008 to 2015",PMID_27684046,EXCLUDE
Mosquito-Associated Viruses and Their Related Mosquitoes in West Africa,PMID_34065928,EXCLUDE
Prior Heterologous Flavivirus Exposure Results in Reduced Pathogenesis in a Mouse Model of Zika Virus Infection,PMID_34076486,EXCLUDE
"Estimating Past, Present, and Future Trends in the Global Distribution and Abundance of the Arbovirus Vector Aedes aegypti Under Climate Change Scenarios",PMID_31249824,EXCLUDE
"A Nanostructured Lipid Carrier for Delivery of a Replicating Viral RNA Provides Single, Low-Dose Protection against Zika",PMID_30078765,EXCLUDE
Leveraging multiple data types to estimate the true size of the Zika epidemic in the Americas,DOI_1402a915d4f6,EXCLUDE
Structure of the NS2B-NS3 protease from Zika virus after self-cleavage,PMID_27845325,EXCLUDE
"Serotonin signaling regulates insulin-like peptides for growth, reproduction, and metabolism in the disease vector <i>Aedes aegypti</i>",PMID_30275337,EXCLUDE
Innovative and New Approaches to Laboratory Diagnosis of Zika and Dengue: A Meeting Report,PMID_29294035,EXCLUDE
Virtual Screening for Potential Inhibitors of NS3 Protein of Zika Virus,PMID_27729840,EXCLUDE
A Recombinant Subunit Based Zika Virus Vaccine Is Efficacious in Non-human Primates,PMID_30467501,EXCLUDE
Genetic characterization of the Zika virus epidemic in the US Virgin Islands,DOI_d3af075eee67,EXCLUDE
The impact of news exposure on collective attention in the United States during the 2016 Zika epidemic,DOI_3598752f81f3,EXCLUDE
Zika virus infects renal proximal tubular epithelial cells with prolonged persistency and cytopathic effects,PMID_28831192,EXCLUDE
Role of microglia in the dissemination of Zika virus from mother to fetal brain,PMID_32628667,EXCLUDE
"A nationwide joint spatial modelling of simultaneous epidemics of dengue, chikungunya, and Zika in Colombia",PMID_40133812,INCLUDE
"Interdependence between confirmed and discarded cases of dengue, chikungunya and Zika viruses in Brazil: A multivariate time-series analysis",PMID_32012191,INCLUDE
Selection on Aedes aegypti alters Wolbachia-mediated dengue virus blocking and fitness,PMID_31451771,EXCLUDE
Decline of notified dengue infections in Indonesia in 2017: Discussion of the possible determinants,PMID_38449778,EXCLUDE
Lymph node conduits transport virions for rapid T cell activation,PMID_30886418,EXCLUDE
Solution conformations of Zika NS2B-NS3pro and its inhibition by natural products from edible plants,PMID_28700665,EXCLUDE
Molecular Responses to the Zika Virus in Mosquitoes,PMID_29751526,EXCLUDE
Diagnosis of Zika Virus Infection by Peptide Array and Enzyme-Linked Immunosorbent Assay,PMID_29511073,EXCLUDE
"Guillain–Barré syndrome, transverse myelitis and infectious diseases",PMID_29375121,EXCLUDE
Proteomic Analysis of Zika Virus Infected Primary Human Fetal Neural Progenitors Suggests a Role for Doublecortin in the Pathological Consequences of Infection in the Cortex,PMID_29922247,EXCLUDE
"Co-infection of Dengue, Zika and Chikungunya in a group of pregnant women from Tuxtla Gutiérrez, Chiapas: Preliminary data. 2019",PMID_33347432,INCLUDE
Reversion to ancestral Zika virus NS1 residues increases competence of Aedes albopictus,PMID_33052957,INCLUDE
The Role of Host Cholesterol During Flavivirus Infection,PMID_30450339,EXCLUDE
Reciprocal immune enhancement of dengue and Zika virus infection in human skin,PMID_31910161,EXCLUDE
Human–environment interactions in population and ecosystem health,PMID_27956616,EXCLUDE
Evidence of vertical transmission of Zika virus in field-collected eggs of Aedes aegypti in the Brazilian Amazon,PMID_30011278,INCLUDE
Analyzing climate variations at multiple timescales can guide Zika virus response measures,PMID_27716414,EXCLUDE
A Comprehensive Review of the Manifestations and Pathogenesis of Zika Virus in Neonates and Adults,PMID_30443460,EXCLUDE
Machine learning model on heart rate variability metrics identifies asymptomatic toddlers exposed to zika virus during pregnancy,PMID_33984844,EXCLUDE
A Possible Association Between Zika Virus Infection and CDK5RAP2 Mutation,DOI_23006d543822,EXCLUDE
Monodelphis domestica as a Fetal Intra-Cerebral Inoculation Model for Zika Virus Pathogenesis,PMID_37242404,EXCLUDE
The role of primary care pharmacists in the response to the Zika epidemic,PMID_34221195,INCLUDE
Deep mutational scanning comprehensively maps how Zika envelope protein mutations affect viral growth and antibody escape,DOI_74b4dd6b2407,EXCLUDE
"Knowledge and attitude regarding monkeypox virus among physicians in Saudi Arabia, a cross-sectional study",DOI_4255c42b24b2,EXCLUDE
"A systematic review of antibody mediated immunity to coronaviruses: antibody kinetics, correlates of protection, and association of antibody responses with severity of disease",PMID_32511434,EXCLUDE
Cytoarchitecture of Zika virus infection in human neuroblastoma and Aedes albopictus cell lines,PMID_27863275,EXCLUDE
Zika Virus Persistently and Productively Infects Primary Adult Sensory Neurons In Vitro,PMID_29027940,EXCLUDE
Mathematical analysis of the role of hospitalization/isolation in controlling the spread of Zika fever,PMID_30003923,INCLUDE
"<i>Vital Signs</i>: Trends in Reported Vectorborne Disease Cases — United States and Territories, 2004–2016",PMID_29723166,EXCLUDE
Emerging Infectious Agents and Blood Safety in Latin America,PMID_29594126,EXCLUDE
Zika Virus infection of rhesus macaques leads to viral persistence in multiple tissues,PMID_28278237,EXCLUDE
<i>Anopheles</i> Mosquitoes May Drive Invasion and Transmission of Mayaro Virus across Geographically Diverse Regions,DOI_166269f6fc17,EXCLUDE
Vector-Borne Transmission of the Zika Virus Asian Genotype in Europe,PMID_32182748,EXCLUDE
"Detection and serotyping of dengue viruses in febrile patients consulting at the New-Bell District Hospital in Douala, Cameroon",PMID_30281633,EXCLUDE
"Long-Term Viruria in Zika Virus–Infected Pregnant Women, Brazil, 2016",PMID_29048293,EXCLUDE
Characteristics of Aedes aegypti adult mosquitoes in rural and urban areas of western and coastal Kenya,PMID_29261766,EXCLUDE
"Monkeypox Virus in Nigeria: Infection Biology, Epidemiology, and Evolution",PMID_33167496,EXCLUDE
Public Health Strategies in the Face of Crisis: A Comprehensive Review of the Zika Outbreak in India,PMID_38770475,EXCLUDE
Humoral Immune Responses Against Zika Virus Infection and the Importance of Preexisting Flavivirus Immunity,PMID_29267924,EXCLUDE
Latin America’s Dengue Outbreak Poses a Global Health Threat,PMID_39861846,EXCLUDE
The expanding spectrum of modes of transmission of Zika virus: a global concern,PMID_26939897,EXCLUDE
Cellular and Humoral Immunity Protect against Vaginal Zika Virus Infection in Mice,PMID_29343577,EXCLUDE
"The Polyphenol-Rich Extract from Psiloxylon mauritianum, an Endemic Medicinal Plant from Reunion Island, Inhibits the Early Stages of Dengue and Zika Virus Infection",PMID_30991717,EXCLUDE
Pregnant Women Infected with Zika Virus Show Higher Viral Load and Immunoregulatory Cytokines Profile with CXCL10 Increase,PMID_33430059,INCLUDE
T-cell Responses in Individuals Infected with Zika Virus and in Those Vaccinated Against Dengue Virus,PMID_28835931,EXCLUDE
“Submergence” of Western equine encephalitis virus: Evidence of positive selection argues against genetic drift and fitness reductions,PMID_32027727,EXCLUDE
NMDAR Encephalitis Associated With Acute Chikungunya Virus Infection: A New Trigger?,PMID_32426307,EXCLUDE
Aedes (Stegomyia) albopictus (Skuse): A Potential Vector of Zika Virus in Singapore,PMID_23936579,INCLUDE
Screening of FDA-Approved Drugs for Inhibitors of Japanese Encephalitis Virus Infection,PMID_28814523,EXCLUDE
Zika epidemic in Colombia and environmental and sociodemographic contributors: an application of a space-time Markov switching model,DOI_359b6ef2fbe5,EXCLUDE
Computational modeling and analysis of prominent T-cell epitopes for assisting in designing vaccine of ZIKA virus,DOI_cbd67dd77e9a,EXCLUDE
Zika virus replication in the mosquito <i>Culex quinquefasciatus</i> in Brazil,DOI_a958a288716c,EXCLUDE
Asynchronicity of endemic and emerging mosquito-borne disease outbreaks in the Dominican Republic,DOI_7dd2885784e0,EXCLUDE
Mathematical Model for the Transmission Dynamics of Zika Virus Infection with Combined Vaccination and Treatment Interventions,DOI_c67726043d56,INCLUDE
Role of Host Cell Secretory Machinery in Zika Virus Life Cycle,PMID_30326556,EXCLUDE
Global Interactomics Uncovers Extensive Organellar Targeting by Zika Virus,PMID_30037810,EXCLUDE
Emerging and Re-emerging Arboviral Diseases as a Global Health Problem,DOI_1511f546f72f,EXCLUDE
Adenosine Analog NITD008 Is a Potent Inhibitor of Zika Virus,PMID_27747251,EXCLUDE
Zika Virus Infection Induced Apoptosis by Modulating the Recruitment and Activation of Proapoptotic Protein Bax,PMID_33536166,EXCLUDE
Perceptions and Emotional State of Mothers of Children with and without Microcephaly after the Zika Virus Epidemic in Rural Caribbean Colombia,PMID_32992703,EXCLUDE
Zika Virus Mutation and The Spreading to Indonesia,DOI_4a040963d011,EXCLUDE
Impact of deltamethrin-resistance in Aedes albopictus on its fitness cost and vector competence,PMID_33905415,EXCLUDE
Variation in Wolbachia effects on Aedes mosquitoes as a determinant of invasiveness and vectorial capacity,PMID_29662096,EXCLUDE
Long-term persistence of infectious Zika virus: Inflammation and behavioral sequela in mice,PMID_33301527,EXCLUDE
"Quantifying heterogeneities in arbovirus transmission: Description of the rationale and methodology for a prospective longitudinal study of dengue and Zika virus transmission in Iquitos, Peru (2014–2019)",PMID_36730229,EXCLUDE
Zika Virus Infection Produces a Reduction on Aedes aegypti Lifespan but No Effects on Mosquito Fecundity and Oviposition Success,PMID_30619118,INCLUDE
The Dual Role of the Immune Response in Reproductive Organs During Zika Virus Infection,DOI_c09da6193c5d,EXCLUDE
The Pandemic and its Impacts,DOI_2679447643d0,EXCLUDE
Perinatal analyses of Zika- and dengue virus-specific neutralizing antibodies: A microcephaly case-control study in an area of high dengue endemicity in Brazil,PMID_30856223,INCLUDE
Evaluation of serological test of Zika in an endemic area of flavivirus in the Colombian Caribbean,PMID_31610778,EXCLUDE
Congenital anomalies during the 2015–2018 Zika virus epidemic: a population-based cross-sectional study,PMID_36371150,INCLUDE
"Arbovirus Vectors of Epidemiological Concern in the Americas: A Scoping Review of Entomological Studies on Zika, Dengue and Chikungunya Virus Vectors",DOI_a88089eef7cd,EXCLUDE
Predicting arboviral disease emergence using Bayesian networks: a case study of dengue virus in Western Australia,PMID_27620510,EXCLUDE
A model partnership for communication and dissemination of scientific recommendations for pregnant women during the emergency response to the Zika virus outbreak: <scp>MotherToBaby</scp> and the Centers for Disease Control and Prevention,PMID_32840950,EXCLUDE
Clinical and Imaging Findings in an Infant With Zika Embryopathy,PMID_27193747,EXCLUDE
Zika virus induced microcephaly and aberrant hematopoietic cell differentiation modeled in novel neonatal humanized mice,PMID_36825016,EXCLUDE
Theoretical care model for children with congenital Zika virus syndrome in the family context,PMID_34190948,EXCLUDE
MATHEMATICAL MODELLING ON THE TRANSMISSION DYNAMICS OF ZIKA VIRUS,DOI_eb7c17af485c,INCLUDE
Viral-Immune Cell Interactions at the Maternal-Fetal Interface in Human Pregnancy,PMID_33117336,EXCLUDE
Detection of a novel African-lineage-like Zika virus naturally infecting free-living neotropical primates in Southern Brazil,DOI_d946051e5150,EXCLUDE
Protective immunity by an engineered DNA vaccine for Mayaro virus,PMID_30730897,EXCLUDE
Mosquito Exposure and Chikungunya and Dengue Infection Among Travelers During the Chikungunya Outbreak in the Americas,PMID_28115671,EXCLUDE
Concomitant pyroptotic and apoptotic cell death triggered in macrophages infected by Zika virus,PMID_35446851,EXCLUDE
