title,article_id,ai4epi_abstract_decision,downloaded
Mechanisms of Zika Virus Infection and Neuropathogenesis,PMID_27348136,EXCLUDE,True
Expected Duration of Adverse Pregnancy Outcomes after Zika Epidemic,PMID_29058664,EXCLUDE,True
Dengue and Zika viruses subvert reticulophagy by NS2B3-mediated cleavage of FAM134B,PMID_28102736,EXCLUDE,True
Global epidemiology of Zika and Chikungunya virus human infections,DOI_2b6b116dde7e,EXCLUDE,True
Zika Virus Knowledge among Pregnant Women Who Were in Areas with Active Transmission,PMID_27855041,EXCLUDE,True
Forced Salivation As a Method to Analyze Vector Competence of Mosquitoes,PMID_30148488,INCLUDE,True
Impact of recent and future climate change on vector‐borne diseases,PMID_30120891,EXCLUDE,True
Clinical Regimens of Favipiravir Inhibit Zika Virus Replication in the Hollow-Fiber Infection Model,PMID_29967017,EXCLUDE,True
Consensus and conflict among ecological forecasts of Zika virus outbreaks in the United States,DOI_57fc3dce857b,INCLUDE,True
"Mosquito control practices and perceptions: An analysis of economic stakeholders during the Zika epidemic in Belize, Central America",PMID_30024951,EXCLUDE,True
Evidence of Zika virus horizontal and vertical transmission in <i>Aedes albopictus</i> from Spain but not infectious virus in saliva of the progeny,PMID_33008282,INCLUDE,True
The Mayaro virus and its potential epidemiological consequences in Colombia: an exploratory biomathematics analysis,PMID_33032645,EXCLUDE,True
"Detection and phylogenetic characterization of arbovirus dual-infections among persons during a chikungunya fever outbreak, Haiti 2014",PMID_29851952,INCLUDE,True
Estimating the size of Aedes aegypti populations from dengue incidence data: Implications for the risk of yellow fever outbreaks,PMID_30137722,EXCLUDE,True
<i>De Novo</i> Discovery of Nonstandard Macrocyclic Peptides as Noncompetitive Inhibitors of the Zika Virus NS2B-NS3 Protease,PMID_30783498,EXCLUDE,True
Enacting the Pandemic,DOI_e1e11fc08a72,EXCLUDE,True
Zika Virus Hijacks Extracellular Vesicle Tetraspanin Pathways for Cell-to-Cell Transmission,PMID_34190582,EXCLUDE,True
Anthropology in public health emergencies: <i>what is anthropology good for?</i>,PMID_29607097,EXCLUDE,True
Diagnosis and treatment of Guillain‐Barré syndrome during the Zika virus epidemic in Brazil: A national survey study,DOI_f05503b903ba,EXCLUDE,True
"Efficacy of a spatial repellent for control of <i>Aedes</i> -borne virus transmission: A cluster-randomized trial in Iquitos, Peru",PMID_35737833,INCLUDE,True
"Arbovirus emergence in the temperate city of Córdoba, Argentina, 2009–2018",PMID_31754110,INCLUDE,True
"West Nile Virus and Other Nationally Notifiable Arboviral Diseases — United States, 2015",PMID_28103209,EXCLUDE,True
A rhesus macaque model of Asia lineage Zika virus infection,DOI_82ddde652858,EXCLUDE,True
History of arthropod-borne virus infections in French Polynesia,PMID_30899520,EXCLUDE,True
Mosquito-Borne Diseases and Their Control Strategies: An Overview Focused on Green Synthesized Plant-Based Metallic Nanoparticles,PMID_36975906,EXCLUDE,True
Vaccines for Perinatal and Congenital Infections—How Close Are We?,PMID_33384972,EXCLUDE,True
Specific Biomarkers Associated With Neurological Complications and Congenital Central Nervous System Abnormalities From Zika Virus–Infected Patients in Brazil,PMID_28838147,EXCLUDE,True
Animals in the Zika virus life cycle: what to expect from megadiverse Latin American countries,DOI_cf1a1c51c363,EXCLUDE,True
Dengue and Zika virus infections are enhanced by live attenuated dengue vaccine but not by recombinant DSV4 vaccine candidate in mouse models,PMID_32949997,EXCLUDE,True
Zika Virus-Induced Neuronal Apoptosis via Increased Mitochondrial Fragmentation,PMID_33424801,EXCLUDE,True
Antiviral efficacy of favipiravir against Zika and SARS-CoV-2 viruses in non-human primates,PMID_36042198,EXCLUDE,True
Sugar feeding protects against arboviral infection by enhancing gut immunity in the mosquito vector Aedes aegypti,PMID_34473801,INCLUDE,True
A Patch Model for the Transmission Dynamics of Zika Virus from Rio de Janeiro to Miami during Carnival and the Olympics,DOI_9f0123077225,INCLUDE,True
A Single Dose of NILV-Based Vaccine Provides Rapid and Durable Protection against Zika Virus,PMID_32485138,EXCLUDE,True
Consensus and uncertainty in the geographic range of Aedes aegypti and Aedes albopictus in the contiguous United States: Multi-model assessment and synthesis,PMID_31600194,EXCLUDE,True
Applications of Human Brain Organoids to Clinical Problems,DOI_9e7b5155b691,EXCLUDE,True
Fetal demise and failed antibody therapy during Zika virus infection of pregnant macaques,DOI_b0bd32366348,EXCLUDE,True
Comparing vector and human surveillance strategies to detect arbovirus transmission: A simulation study for Zika virus detection in Puerto Rico,PMID_31877132,INCLUDE,True
N-glycosylation of Viral E Protein Is the Determinant for Vector Midgut Invasion by Flaviviruses,PMID_29463651,EXCLUDE,True
"Zika beyond the Americas: Travelers as sentinels of Zika virus transmission. A GeoSentinel analysis, 2012 to 2016.",PMID_28973011,INCLUDE,True
"Presence and Persistence of Zika Virus RNA in Semen, United Kingdom, 2016",PMID_27997333,INCLUDE,True
Exposure to cooler temperatures during pupal development increases Aedes aegypti vector competence and the R0 for Zika virus,DOI_a852e7fbbdee,INCLUDE,True
Vector competence of Aedes aegypti and screening for differentially expressed microRNAs exposed to Zika virus,PMID_34579782,INCLUDE,True
Whole genome screen reveals a novel relationship between Wolbachia levels and Drosophila host translation,PMID_30422992,EXCLUDE,True
Zika discourse in the Americas: A multilingual topic analysis of Twitter,PMID_31120935,EXCLUDE,True
The effects of exposure to pyriproxyfen and predation on Zika virus infection and transmission in Aedes aegypti,PMID_33201875,EXCLUDE,True
"Preliminary estimation of the basic reproduction number of novel coronavirus (2019-nCoV) in China, from 2019 to 2020: A data-driven analysis in the early phase of the outbreak",DOI_48e563479a12,EXCLUDE,True
Endoplasmic reticulum: a focal point of Zika virus infection,PMID_31959174,EXCLUDE,True
Current evidences of the efficacy of mosquito mass-trapping interventions to reduce Aedes aegypti and Aedes albopictus populations and Aedes-borne virus transmission,PMID_36877728,EXCLUDE,True
Make Data Sharing Routine to Prepare for Public Health Emergencies,PMID_27529422,EXCLUDE,True
Fetal loss in pregnant rhesus macaques infected with high-dose African-lineage Zika virus,PMID_35926066,EXCLUDE,True
Inhibition of Zika Virus Replication by Silvestrol,PMID_29584632,EXCLUDE,True
Zika Virus Infection in Pregnant Women in Rio de Janeiro,PMID_26943629,EXCLUDE,True
"Forecasting Dengue, Chikungunya and Zika cases in Recife, Brazil: a spatio-temporal approach based on climate conditions, health notifications and machine learning",DOI_a13885166042,INCLUDE,True
Long-term alterations in brain and behavior after postnatal Zika virus infection in infant macaques,PMID_32439858,EXCLUDE,True
Inhibition of Polyamine Biosynthesis Is a Broad-Spectrum Strategy against RNA Viruses,PMID_27535047,EXCLUDE,True
"A single mutation in the envelope protein modulates flavivirus antigenicity, stability, and pathogenesis",PMID_28207910,EXCLUDE,True
Evolution of ocular defects in infant macaques following in utero Zika virus infection,PMID_33180748,EXCLUDE,True
Proliferation of Aedes aegypti in urban environments mediated by the availability of key aquatic habitats,PMID_32737356,EXCLUDE,True
Impact of Mosquito Age and Insecticide Exposure on Susceptibility of Aedes albopictus (Diptera: Culicidae) to Infection with Zika Virus,PMID_30103526,INCLUDE,True
Epididymal epithelium propels early sexual transmission of Zika virus in the absence of interferon signaling,PMID_33927207,EXCLUDE,True
Reduced competence to arboviruses following the sustainable invasion of Wolbachia into native Aedes aegypti from Southeastern Brazil,PMID_33976301,EXCLUDE,True
A mosquito salivary protein promotes flavivirus transmission by activation of autophagy,PMID_31937766,EXCLUDE,True
Modulation of Dengue/Zika Virus Pathogenicity by Antibody-Dependent Enhancement and Strategies to Protect Against Enhancement in Zika Virus Infection,PMID_29740424,EXCLUDE,True
Scoping Review of the Zika Virus Literature,PMID_27244249,EXCLUDE,True
Network-based drug repurposing for novel coronavirus 2019-nCoV/SARS-CoV-2,PMID_32194980,EXCLUDE,True
"Oropouche Virus Detection in Febrile Patients’ Saliva and Urine Samples in Salvador, Bahia, Brazil",PMID_31787741,EXCLUDE,True
Intraamniotic Zika virus inoculation of pregnant rhesus macaques produces fetal neurologic disease,DOI_8fbbab89ea83,EXCLUDE,True
Prevention of sexual transmission of Zika virus,PMID_27681219,EXCLUDE,True
Mapping the spatial distribution of the dengue vector Aedes aegypti and predicting its abundance in northeastern Thailand using machine-learning approach,PMID_34934797,EXCLUDE,True
Assignment of epidemiological lineages in an emerging pandemic using the pangolin tool,PMID_34527285,EXCLUDE,True
Structural basis of Zika virus helicase in recognizing its substrates,PMID_27430951,EXCLUDE,True
A review of Zika virus infections in pregnancy and implications for antenatal care in Singapore,PMID_28429036,EXCLUDE,True
"Addressing knowledge gaps in molecular, sero-surveillance and monitoring approaches on Zika epidemics and other arbovirus co-infections: A structured review",PMID_29774281,EXCLUDE,True
Metformin and Covid-19: Focused Review of Mechanisms and Current Literature Suggesting Benefit,PMID_34367059,EXCLUDE,True
The One Health Concept: 10 Years Old and a Long Road Ahead,DOI_ea36c8bc9795,EXCLUDE,True
Rapid Response to Pandemic Threats: Immunogenic Epitope Detection of Pandemic Pathogens for Diagnostics and Vaccine Development Using Peptide Microarrays,PMID_32892628,EXCLUDE,True
Replication-Deficient Zika Vector-Based Vaccine Provides Maternal and Fetal Protection in Mouse Model,PMID_36169338,EXCLUDE,True
"Non-human Primate Models to Investigate Mechanisms of Infection-Associated Fetal and Pediatric Injury, Teratogenesis and Stillbirth",PMID_34290739,EXCLUDE,True
Differential Susceptibilities of Aedes aegypti and Aedes albopictus from the Americas to Zika Virus,PMID_26938868,INCLUDE,True
Life-long persistence of infectious Zika virus: inflammation and behavioral sequela,DOI_4d9a0afc4df9,EXCLUDE,True
Structural investigation of C6/36 and Vero cell cultures infected with a Brazilian Zika virus,PMID_28898286,EXCLUDE,True
Microbial control of arthropod-borne disease,PMID_28177042,EXCLUDE,True
"Coinfection With Zika and Dengue-2 Viruses in a Traveler Returning From Haiti, 2016: Clinical Presentation and Genetic Analysis",PMID_27694479,EXCLUDE,True
Open drug discovery for the Zika virus,PMID_27134728,EXCLUDE,True
Zika virus-like particle (VLP) based vaccine,PMID_28481898,EXCLUDE,True
"Characteristics of Children Aged &lt;18 Years with Zika Virus Disease Acquired Postnatally — U.S. States, January 2015–July 2016",PMID_27711041,INCLUDE,True
Genomic epidemiology supports multiple introductions and cryptic transmission of Zika virus in Colombia,DOI_da1cb213458b,INCLUDE,True
"Baseline mapping of Oropouche virology, epidemiology, therapeutics, and vaccine research and development",PMID_35301331,EXCLUDE,True
Role of autophagy during the replication and pathogenesis of common mosquito-borne flavi- and alphaviruses,PMID_30862253,EXCLUDE,True
Human Coronaviruses and Other Respiratory Viruses: Underestimated Opportunistic Pathogens of the Central Nervous System?,PMID_31861926,EXCLUDE,True
Assessing the impact of information-induced self-protection on Zika transmission: A mathematical modeling approach,DOI_97e89e81a165,INCLUDE,True
Trade-offs shaping transmission of sylvatic dengue and Zika viruses in monkey hosts,PMID_38538621,EXCLUDE,True
Zika Vaccines: Role for Controlled Human Infection,PMID_29267920,EXCLUDE,True
Strengthening global health security by embedding the International Health Regulations requirements into national health systems,PMID_29379650,EXCLUDE,True
"A systematic examination of international funding flows for Ebola virus and Zika virus outbreaks 2014–2019: donors, recipients and funding purposes",PMID_33849897,EXCLUDE,True
Yellow fever virus is susceptible to sofosbuvir both in vitro and in vivo,PMID_30699122,EXCLUDE,True
Zika Virus Circulation in Mali,PMID_32310065,INCLUDE,True
Elevation as a proxy for mosquito-borne Zika virus transmission in the Americas,PMID_28542540,INCLUDE,True
Asymmetric percolation drives a double transition in sexual contact networks,PMID_28790185,INCLUDE,True
"Coronavirus infections: Epidemiological, clinical and immunological features and hypotheses",PMID_32292881,EXCLUDE,True
Antivirals for allosteric inhibition of Zika virus using a homology model and experimentally determined structure of envelope protein,PMID_28754167,EXCLUDE,True
COVID-19 Pandemic and Lockdown Measures Impact on Mental Health Among the General Population in Italy,PMID_32848952,EXCLUDE,True
Twenty-First Century Viral Pandemics: A Literature Review of Sexual Transmission and Fertility Implications in Men,DOI_478177503bea,EXCLUDE,True
Pluripotency of Wolbachia against Arboviruses: the case of yellow fever,PMID_31259313,EXCLUDE,True
Zika NS1–induced ER remodeling is essential for viral replication,PMID_31868887,EXCLUDE,True
"Review of dengue, zika and chikungunya infections in nervous system in endemic areas",PMID_38157877,EXCLUDE,True
Congenital Zika syndrome and neuroimaging findings: what do we know so far?,DOI_6d9c78add96f,EXCLUDE,True
Identification of Zika Virus Inhibitors Using Homology Modeling and Similarity-Based Screening to Target Glycoprotein E,PMID_32876433,EXCLUDE,True
A Comprehensive Systems Biology Approach to Studying Zika Virus,PMID_27584813,EXCLUDE,True
Hydroxychloroquine Inhibits Zika Virus NS2B-NS3 Protease,PMID_30613818,EXCLUDE,True
Zika virus replicates in adult human brain tissue and impairs synapses and memory in mice,PMID_31488835,EXCLUDE,True
Rapid and specific detection of Asian- and African-lineage Zika viruses,PMID_28469032,EXCLUDE,True
Development and Validation of Reverse Transcription Loop-Mediated Isothermal Amplification (RT-LAMP) for Rapid Detection of ZIKV in Mosquito Samples from Brazil,DOI_602f59e2837a,EXCLUDE,True
High Seroprevalence of Antibodies against Arboviruses among Pregnant Women in Rural Caribbean Colombia in the Context of the Zika Virus Epidemic,PMID_33096597,INCLUDE,True
Catalase protects Aedes aegypti from oxidative stress and increases midgut infection prevalence of Dengue but not Zika,PMID_28379952,INCLUDE,True
"Positivity of dengue, chikungunya, and Zika infections in women in Northeast Brazil post-Zika epidemic",PMID_36316985,EXCLUDE,True
Saliva collection via capillary method may underestimate arboviral transmission by mosquitoes,PMID_35331315,INCLUDE,True
The recently identified flavivirus Bamaga virus is transmitted horizontally by Culex mosquitoes and interferes with West Nile virus replication in vitro and transmission in vivo,PMID_30356234,EXCLUDE,True
Immune Response to Dengue and Zika,PMID_29345964,EXCLUDE,True
Increasing genetic diversity of Zika virus in the Latin American outbreak,PMID_27381219,EXCLUDE,True
Utility of massive open online courses (MOOCs) concerning outbreaks of emerging and reemerging diseases,PMID_29259764,EXCLUDE,True
"Detection of Autochthonous Zika Virus Transmission in Sincelejo, Colombia",PMID_27089253,EXCLUDE,True
"Correction: Detecting the impact of temperature on transmission of Zika, dengue, and chikungunya using mechanistic models",PMID_35653363,EXCLUDE,True
"Revision to CDC’s Zika Travel Notices: Minimal Likelihood for Mosquito-Borne Zika Virus Transmission at Elevations Above 2,000 Meters",PMID_26985965,INCLUDE,True
"West Nile virus transmission: results from the integrated surveillance system in Italy, 2008 to 2015",PMID_27684046,EXCLUDE,True
Mosquito-Associated Viruses and Their Related Mosquitoes in West Africa,PMID_34065928,EXCLUDE,True
Prior Heterologous Flavivirus Exposure Results in Reduced Pathogenesis in a Mouse Model of Zika Virus Infection,PMID_34076486,EXCLUDE,True
"Estimating Past, Present, and Future Trends in the Global Distribution and Abundance of the Arbovirus Vector Aedes aegypti Under Climate Change Scenarios",PMID_31249824,EXCLUDE,True
"A Nanostructured Lipid Carrier for Delivery of a Replicating Viral RNA Provides Single, Low-Dose Protection against Zika",PMID_30078765,EXCLUDE,True
Leveraging multiple data types to estimate the true size of the Zika epidemic in the Americas,DOI_1402a915d4f6,INCLUDE,True
Structure of the NS2B-NS3 protease from Zika virus after self-cleavage,PMID_27845325,EXCLUDE,True
"Serotonin signaling regulates insulin-like peptides for growth, reproduction, and metabolism in the disease vector <i>Aedes aegypti</i>",PMID_30275337,EXCLUDE,True
Innovative and New Approaches to Laboratory Diagnosis of Zika and Dengue: A Meeting Report,PMID_29294035,EXCLUDE,True
Virtual Screening for Potential Inhibitors of NS3 Protein of Zika Virus,PMID_27729840,EXCLUDE,True
A Recombinant Subunit Based Zika Virus Vaccine Is Efficacious in Non-human Primates,PMID_30467501,EXCLUDE,True
Genetic characterization of the Zika virus epidemic in the US Virgin Islands,DOI_d3af075eee67,EXCLUDE,True
The impact of news exposure on collective attention in the United States during the 2016 Zika epidemic,DOI_3598752f81f3,INCLUDE,True
Zika virus infects renal proximal tubular epithelial cells with prolonged persistency and cytopathic effects,PMID_28831192,EXCLUDE,True
Role of microglia in the dissemination of Zika virus from mother to fetal brain,PMID_32628667,EXCLUDE,True
"A nationwide joint spatial modelling of simultaneous epidemics of dengue, chikungunya, and Zika in Colombia",PMID_40133812,INCLUDE,True
"Interdependence between confirmed and discarded cases of dengue, chikungunya and Zika viruses in Brazil: A multivariate time-series analysis",PMID_32012191,EXCLUDE,True
Selection on Aedes aegypti alters Wolbachia-mediated dengue virus blocking and fitness,PMID_31451771,EXCLUDE,True
Decline of notified dengue infections in Indonesia in 2017: Discussion of the possible determinants,PMID_38449778,EXCLUDE,True
Lymph node conduits transport virions for rapid T cell activation,PMID_30886418,EXCLUDE,True
Solution conformations of Zika NS2B-NS3pro and its inhibition by natural products from edible plants,PMID_28700665,EXCLUDE,True
Molecular Responses to the Zika Virus in Mosquitoes,PMID_29751526,EXCLUDE,True
Diagnosis of Zika Virus Infection by Peptide Array and Enzyme-Linked Immunosorbent Assay,PMID_29511073,EXCLUDE,True
"Guillain–Barré syndrome, transverse myelitis and infectious diseases",PMID_29375121,EXCLUDE,True
Proteomic Analysis of Zika Virus Infected Primary Human Fetal Neural Progenitors Suggests a Role for Doublecortin in the Pathological Consequences of Infection in the Cortex,PMID_29922247,EXCLUDE,True
"Co-infection of Dengue, Zika and Chikungunya in a group of pregnant women from Tuxtla Gutiérrez, Chiapas: Preliminary data. 2019",PMID_33347432,INCLUDE,True
Reversion to ancestral Zika virus NS1 residues increases competence of Aedes albopictus,PMID_33052957,INCLUDE,True
The Role of Host Cholesterol During Flavivirus Infection,PMID_30450339,EXCLUDE,True
Reciprocal immune enhancement of dengue and Zika virus infection in human skin,PMID_31910161,EXCLUDE,True
Human–environment interactions in population and ecosystem health,PMID_27956616,EXCLUDE,True
Evidence of vertical transmission of Zika virus in field-collected eggs of Aedes aegypti in the Brazilian Amazon,PMID_30011278,INCLUDE,True
Analyzing climate variations at multiple timescales can guide Zika virus response measures,PMID_27716414,EXCLUDE,True
A Comprehensive Review of the Manifestations and Pathogenesis of Zika Virus in Neonates and Adults,PMID_30443460,EXCLUDE,True
Machine learning model on heart rate variability metrics identifies asymptomatic toddlers exposed to zika virus during pregnancy,PMID_33984844,EXCLUDE,True
A Possible Association Between Zika Virus Infection and CDK5RAP2 Mutation,DOI_23006d543822,EXCLUDE,True
Monodelphis domestica as a Fetal Intra-Cerebral Inoculation Model for Zika Virus Pathogenesis,PMID_37242404,EXCLUDE,True
The role of primary care pharmacists in the response to the Zika epidemic,PMID_34221195,EXCLUDE,True
Deep mutational scanning comprehensively maps how Zika envelope protein mutations affect viral growth and antibody escape,DOI_74b4dd6b2407,EXCLUDE,True
"Knowledge and attitude regarding monkeypox virus among physicians in Saudi Arabia, a cross-sectional study",DOI_4255c42b24b2,EXCLUDE,True
"A systematic review of antibody mediated immunity to coronaviruses: antibody kinetics, correlates of protection, and association of antibody responses with severity of disease",PMID_32511434,EXCLUDE,True
Cytoarchitecture of Zika virus infection in human neuroblastoma and Aedes albopictus cell lines,PMID_27863275,EXCLUDE,True
Zika Virus Persistently and Productively Infects Primary Adult Sensory Neurons In Vitro,PMID_29027940,EXCLUDE,True
Mathematical analysis of the role of hospitalization/isolation in controlling the spread of Zika fever,PMID_30003923,INCLUDE,True
"<i>Vital Signs</i>: Trends in Reported Vectorborne Disease Cases — United States and Territories, 2004–2016",PMID_29723166,EXCLUDE,True
Emerging Infectious Agents and Blood Safety in Latin America,PMID_29594126,EXCLUDE,True
Zika Virus infection of rhesus macaques leads to viral persistence in multiple tissues,PMID_28278237,EXCLUDE,True
<i>Anopheles</i> Mosquitoes May Drive Invasion and Transmission of Mayaro Virus across Geographically Diverse Regions,DOI_166269f6fc17,EXCLUDE,True
Vector-Borne Transmission of the Zika Virus Asian Genotype in Europe,PMID_32182748,INCLUDE,True
"Detection and serotyping of dengue viruses in febrile patients consulting at the New-Bell District Hospital in Douala, Cameroon",PMID_30281633,EXCLUDE,True
"Long-Term Viruria in Zika Virus–Infected Pregnant Women, Brazil, 2016",PMID_29048293,INCLUDE,True
Characteristics of Aedes aegypti adult mosquitoes in rural and urban areas of western and coastal Kenya,PMID_29261766,EXCLUDE,True
"Monkeypox Virus in Nigeria: Infection Biology, Epidemiology, and Evolution",PMID_33167496,EXCLUDE,True
Public Health Strategies in the Face of Crisis: A Comprehensive Review of the Zika Outbreak in India,PMID_38770475,EXCLUDE,True
Humoral Immune Responses Against Zika Virus Infection and the Importance of Preexisting Flavivirus Immunity,PMID_29267924,EXCLUDE,True
Latin America’s Dengue Outbreak Poses a Global Health Threat,PMID_39861846,EXCLUDE,True
The expanding spectrum of modes of transmission of Zika virus: a global concern,PMID_26939897,EXCLUDE,True
Cellular and Humoral Immunity Protect against Vaginal Zika Virus Infection in Mice,PMID_29343577,EXCLUDE,True
"The Polyphenol-Rich Extract from Psiloxylon mauritianum, an Endemic Medicinal Plant from Reunion Island, Inhibits the Early Stages of Dengue and Zika Virus Infection",PMID_30991717,EXCLUDE,True
Pregnant Women Infected with Zika Virus Show Higher Viral Load and Immunoregulatory Cytokines Profile with CXCL10 Increase,PMID_33430059,EXCLUDE,True
T-cell Responses in Individuals Infected with Zika Virus and in Those Vaccinated Against Dengue Virus,PMID_28835931,EXCLUDE,True
“Submergence” of Western equine encephalitis virus: Evidence of positive selection argues against genetic drift and fitness reductions,PMID_32027727,EXCLUDE,True
NMDAR Encephalitis Associated With Acute Chikungunya Virus Infection: A New Trigger?,PMID_32426307,EXCLUDE,True
Aedes (Stegomyia) albopictus (Skuse): A Potential Vector of Zika Virus in Singapore,PMID_23936579,EXCLUDE,True
Screening of FDA-Approved Drugs for Inhibitors of Japanese Encephalitis Virus Infection,PMID_28814523,EXCLUDE,True
Zika epidemic in Colombia and environmental and sociodemographic contributors: an application of a space-time Markov switching model,DOI_359b6ef2fbe5,INCLUDE,True
Computational modeling and analysis of prominent T-cell epitopes for assisting in designing vaccine of ZIKA virus,DOI_cbd67dd77e9a,EXCLUDE,True
Zika virus replication in the mosquito <i>Culex quinquefasciatus</i> in Brazil,DOI_a958a288716c,INCLUDE,True
Asynchronicity of endemic and emerging mosquito-borne disease outbreaks in the Dominican Republic,DOI_7dd2885784e0,INCLUDE,True
Mathematical Model for the Transmission Dynamics of Zika Virus Infection with Combined Vaccination and Treatment Interventions,DOI_c67726043d56,EXCLUDE,True
Role of Host Cell Secretory Machinery in Zika Virus Life Cycle,PMID_30326556,EXCLUDE,True
Global Interactomics Uncovers Extensive Organellar Targeting by Zika Virus,PMID_30037810,EXCLUDE,True
Emerging and Re-emerging Arboviral Diseases as a Global Health Problem,DOI_1511f546f72f,EXCLUDE,True
Adenosine Analog NITD008 Is a Potent Inhibitor of Zika Virus,PMID_27747251,EXCLUDE,True
Zika Virus Infection Induced Apoptosis by Modulating the Recruitment and Activation of Proapoptotic Protein Bax,PMID_33536166,EXCLUDE,True
Perceptions and Emotional State of Mothers of Children with and without Microcephaly after the Zika Virus Epidemic in Rural Caribbean Colombia,PMID_32992703,EXCLUDE,True
Zika Virus Mutation and The Spreading to Indonesia,DOI_4a040963d011,EXCLUDE,True
Impact of deltamethrin-resistance in Aedes albopictus on its fitness cost and vector competence,PMID_33905415,EXCLUDE,True
Variation in Wolbachia effects on Aedes mosquitoes as a determinant of invasiveness and vectorial capacity,PMID_29662096,EXCLUDE,True
Long-term persistence of infectious Zika virus: Inflammation and behavioral sequela in mice,PMID_33301527,EXCLUDE,True
"Quantifying heterogeneities in arbovirus transmission: Description of the rationale and methodology for a prospective longitudinal study of dengue and Zika virus transmission in Iquitos, Peru (2014–2019)",PMID_36730229,EXCLUDE,True
Zika Virus Infection Produces a Reduction on Aedes aegypti Lifespan but No Effects on Mosquito Fecundity and Oviposition Success,PMID_30619118,INCLUDE,True
The Dual Role of the Immune Response in Reproductive Organs During Zika Virus Infection,DOI_c09da6193c5d,EXCLUDE,True
The Pandemic and its Impacts,DOI_2679447643d0,EXCLUDE,True
Perinatal analyses of Zika- and dengue virus-specific neutralizing antibodies: A microcephaly case-control study in an area of high dengue endemicity in Brazil,PMID_30856223,INCLUDE,True
Evaluation of serological test of Zika in an endemic area of flavivirus in the Colombian Caribbean,PMID_31610778,EXCLUDE,True
Congenital anomalies during the 2015–2018 Zika virus epidemic: a population-based cross-sectional study,PMID_36371150,INCLUDE,True
"Arbovirus Vectors of Epidemiological Concern in the Americas: A Scoping Review of Entomological Studies on Zika, Dengue and Chikungunya Virus Vectors",DOI_a88089eef7cd,EXCLUDE,True
Predicting arboviral disease emergence using Bayesian networks: a case study of dengue virus in Western Australia,PMID_27620510,EXCLUDE,True
A model partnership for communication and dissemination of scientific recommendations for pregnant women during the emergency response to the Zika virus outbreak: <scp>MotherToBaby</scp> and the Centers for Disease Control and Prevention,PMID_32840950,EXCLUDE,True
Clinical and Imaging Findings in an Infant With Zika Embryopathy,PMID_27193747,EXCLUDE,True
Zika virus induced microcephaly and aberrant hematopoietic cell differentiation modeled in novel neonatal humanized mice,PMID_36825016,EXCLUDE,True
Theoretical care model for children with congenital Zika virus syndrome in the family context,PMID_34190948,EXCLUDE,True
MATHEMATICAL MODELLING ON THE TRANSMISSION DYNAMICS OF ZIKA VIRUS,DOI_eb7c17af485c,INCLUDE,True
Viral-Immune Cell Interactions at the Maternal-Fetal Interface in Human Pregnancy,PMID_33117336,EXCLUDE,True
Detection of a novel African-lineage-like Zika virus naturally infecting free-living neotropical primates in Southern Brazil,DOI_d946051e5150,EXCLUDE,True
Protective immunity by an engineered DNA vaccine for Mayaro virus,PMID_30730897,EXCLUDE,True
Mosquito Exposure and Chikungunya and Dengue Infection Among Travelers During the Chikungunya Outbreak in the Americas,PMID_28115671,EXCLUDE,True
Concomitant pyroptotic and apoptotic cell death triggered in macrophages infected by Zika virus,PMID_35446851,EXCLUDE,True
An Integrated Intervention Model for the Prevention of Zika and Other Aedes-Borne Diseases in Women and their Families in Mexico,DOI_abccd1b4ae1b,EXCLUDE,True
Not all mosquitoes are created equal: A synthesis of vector competence experiments reinforces virus associations of Australian mosquitoes,DOI_579a6ba764ec,INCLUDE,True
Editorial: Biological Engagement Programs: Reducing Threats and Strengthening Global Health Security Through Scientific Collaboration,PMID_28752086,EXCLUDE,True
"Update: Interim Guidelines for Health Care Providers Caring for Infants and Children with Possible Zika Virus Infection — United States, February 2016",PMID_26914500,EXCLUDE,True
Antibodies Elicited by an NS1-Based Vaccine Protect Mice against Zika Virus,PMID_30940710,EXCLUDE,True
Engineered resistance to Zika virus in transgenic <i>Ae. aegypti</i> expressing a polycistronic cluster of synthetic miRNAs,DOI_18783ee4f932,INCLUDE,True
Zika Virus Controversies: Epidemics as a Legacy of Mega Events?,DOI_6b0fec33e15c,EXCLUDE,True
Zika Virus Can Strongly Infect and Disrupt Secondary Organizers in the Ventricular Zone of the Embryonic Chicken Brain,PMID_29669275,EXCLUDE,True
Mathematical models for the study of Zika diffusion with exposed state and delay,DOI_1acf591141d2,EXCLUDE,True
Nonstructural Proteins Are Preferential Positive Selection Targets in Zika Virus and Related Flaviviruses,PMID_27588756,EXCLUDE,True
Estimating the risk of arbovirus transmission in Southern Europe using vector competence data,PMID_31780744,INCLUDE,True
An update on the aspects of Zika virus infection on male reproductive system,PMID_31147867,EXCLUDE,True
"The Immune Responses of the Animal Hosts of West Nile Virus: A Comparison of Insects, Birds, and Mammals",PMID_29666784,EXCLUDE,True
Cytomegalovirus establishes a latent reservoir and triggers long-lasting inflammation in the eye,PMID_29852019,EXCLUDE,True
"Efficient detection of Zika virus RNA in patients’ blood from the 2016 outbreak in Campinas, Brazil",PMID_29507368,INCLUDE,True
Vertical transmission of African-lineage Zika virus through the fetal membranes in a rhesus Macaque ( <i>Macaca mulatta</i> ) model,DOI_4b4d06b1eb9f,EXCLUDE,True
