title,article_id,ai4epi_abstract_decision,downloaded
Monoclonal antibody and its use in the diagnosis of livestock diseases,DOI_a86a1a52d07f,EXCLUDE,True
Natural killer cell responses to emerging viruses of zoonotic origin,DOI_a17602710966,EXCLUDE,True
Protection of Mice against Lethal Challenge with 2009 H1N1 Influenza A Virus by 1918-Like and Classical Swine H1N1 Based Vaccines,PMID_20126449,EXCLUDE,True
Global research trends of World Health Organization’s top eight emerging pathogens,PMID_28179007,EXCLUDE,True
Deciphering the bat virome catalog to better understand the ecological diversity of bat viruses and the bat origin of emerging infectious diseases,PMID_26262818,EXCLUDE,True
Reconstruction and prediction of viral disease epidemics,PMID_30394230,EXCLUDE,True
Aerosol exposure to intermediate size Nipah virus particles induces neurological disease in African green monkeys,PMID_30462637,EXCLUDE,True
Henipavirus Pathogenesis in Human Respiratory Epithelial Cells,PMID_23302882,EXCLUDE,True
Nipah Virus Therapeutics: A Systematic Review to Support Prioritisation for Clinical Trials,DOI_5a6f972f95b8,EXCLUDE,True
Infodemiological Study of Internet Search Pattern Related to Nipah Outbreaks in Bangladesh (Jan 2018- Jul 2023): A Google Trend Analysis,DOI_46b8c3b61c53,INCLUDE,True
Immunization against severe acute respiratory syndrome Coronavirus 2: an overview,PMID_35283984,EXCLUDE,True
"Large serological survey showing cocirculation of Ebola and Marburg viruses in Gabonese bat populations, and a high seroprevalence of both viruses in Rousettus aegyptiacus",PMID_19785757,EXCLUDE,True
Heparan Sulfate-Dependent Enhancement of Henipavirus Infection,DOI_95090378203f,EXCLUDE,True
Tetracistronic minigenomes elucidate a functional promoter for Ghana virus and unveils Cedar virus replicase promiscuity for all henipaviruses,PMID_39345144,EXCLUDE,True
Optimal control analysis for the transmission of Nipah infection with imperfect vaccination,PMID_40239175,INCLUDE,True
From Bat to Worse: The Pivotal Role of Bats for Viral Zoonosis,PMID_40619741,EXCLUDE,True
Bats and zoonotic viruses: can we confidently link bats with emerging deadly viruses?,PMID_25742261,EXCLUDE,True
"A Detailed Overview of Immune Escape, Antibody Escape, Partial Vaccine Escape of SARS-CoV-2 and Their Emerging Variants With Escape Mutations",PMID_35222380,EXCLUDE,True
Integrated Mosquito Management: No New Thing,DOI_781c378feb96,INCLUDE,True
Epidemiology and Emerging Trends of Zoonotic Viral Diseases of Pigs in India,PMID_40143309,EXCLUDE,True
Stimulation of Nipah Fusion: Small Intradomain Changes Trigger Extensive Interdomain Rearrangements,PMID_27760350,EXCLUDE,True
Henipavirus RNA in African Bats,PMID_19636378,EXCLUDE,True
The ‘One Health’ Approach to an Epidemic Response,DOI_420be626c909,EXCLUDE,True
Gender-Based Violence During COVID-19 Pandemic: A Mini-Review,PMID_34816149,EXCLUDE,True
The Current Pathogenicity and Potential Risk Assessment of Nipah Virus as Potential Cause of “Disease X”: A Narrative Review,PMID_39633830,EXCLUDE,True
Assessment of the immunogenicity and protection of a Nipah virus soluble G vaccine candidate in mice and pigs,PMID_36274696,EXCLUDE,True
Émergence de virus nouveaux en Asie : les changements climatiques sont-ils en cause ?,PMID_15620053,EXCLUDE,True
IMPORTANT VECTOR-BORNE DISEASES WITH THEIR ZOONOTIC POTENTIAL: PRESENT SITUATION AND FUTURE PERSPECTIVE,DOI_c674842bd457,EXCLUDE,True
The paramyxovirus polymerase complex as a target for next-generation anti-paramyxovirus therapeutics,PMID_26029193,EXCLUDE,True
The Causes and Consequences of Changes in Virulence following Pathogen Host Shifts,DOI_ea0a0ab599c9,EXCLUDE,True
Ubiquitous Activation of the Nipah Virus Fusion Protein Does Not Require a Basic Amino Acid at the Cleavage Site,PMID_15331703,EXCLUDE,True
Intracranial inoculation rapidly induces Nipah virus encephalitis in Syrian hamsters,PMID_39466844,EXCLUDE,True
Reverse Vaccinology Analysis of B-cell Epitope against Nipah Virus using Fusion Protein,DOI_c63771f3d3b8,EXCLUDE,True
C-Terminal DxD-Containing Sequences within Paramyxovirus Nucleocapsid Proteins Determine Matrix Protein Compatibility and Can Direct Foreign Proteins into Budding Particles,PMID_26792745,EXCLUDE,True
Recent Chronology of COVID-19 Pandemic,PMID_35602161,EXCLUDE,True
"Prioritization of Zoonotic Diseases in Kenya, 2015",PMID_27557120,EXCLUDE,True
Detection of Group 1 Coronaviruses in Bats in North America,PMID_18252098,EXCLUDE,True
"On Viruses, Bats and Men: A Natural History of Food-Borne Viral Infections",DOI_65b279545e2e,EXCLUDE,True
Rhabdovirus-Based Vaccine Platforms against Henipaviruses,PMID_25320306,EXCLUDE,True
"COVID-19 pandemic: Insights into structure, function, and hACE2 receptor recognition by SARS-CoV-2",PMID_32822426,EXCLUDE,True
"Medicos: knowledge and attitude on Nipah at Malappuram district, India",DOI_067514b611c3,INCLUDE,True
Species-Specific Inhibition of RIG-I Ubiquitination and IFN Induction by the Influenza A Virus NS1 Protein,DOI_33f9e33d8e98,EXCLUDE,True
Development of TaqMan-based qPCR method for detection of caprine arthritis–encephalitis virus (CAEV) infection,PMID_23670072,EXCLUDE,True
Bat–man disease transmission: zoonotic pathogens from wildlife reservoirs to human populations,PMID_27551536,EXCLUDE,True
Tetracistronic Minigenomes Elucidate a Functional Promoter for Ghana Virus and Unveils Cedar Virus Replicase Promiscuity for all Henipaviruses,PMID_38659760,EXCLUDE,True
Using Routine Surveillance Data to Estimate the Epidemic Potential of Emerging Zoonoses: Application to the Emergence of US Swine Origin Influenza A H3N2v Virus,PMID_23472057,EXCLUDE,True
Evaluation of luciferase and GFP-expressing Nipah viruses for rapid quantitative antiviral screening,PMID_24680955,EXCLUDE,True
The Origin and Prevention of Pandemics,PMID_20450416,EXCLUDE,True
Measles and Nipah virus assembly: Specific lipid binding drives matrix polymerization,PMID_35857835,EXCLUDE,True
Community transmission of a virus: a global pandemic overview,DOI_7478c84baca8,EXCLUDE,True
Potent cross-reactive neutralization of SARS coronavirus isolates by human monoclonal antibodies,PMID_17620608,EXCLUDE,True
SARS-CoV-2/COVID-19 and advances in developing potential therapeutics and vaccines to counter this emerging pandemic,PMID_32878641,EXCLUDE,True
A Role for Neutrophils in Viral Respiratory Disease,PMID_28553293,EXCLUDE,True
Nipah Virus Infection: An Emerging Zoonotic Threat,DOI_42aa82206dd2,EXCLUDE,True
Membrane Fusion Tropism and Heterotypic Functional Activities of the<i>Nipah Virus</i>and<i>Hendra Virus</i>Envelope Glycoproteins,PMID_12388678,EXCLUDE,True
Combinatorial F-G Immunogens as Nipah and Respiratory Syncytial Virus Vaccine Candidates,PMID_34696372,EXCLUDE,True
"Nipah Virus in Lyle's Flying Foxes, Cambodia",PMID_16022778,INCLUDE,True
Characterization of germline antibody libraries from human umbilical cord blood and selection of monoclonal antibodies to viral envelope glycoproteins: Implications for mechanisms of immune evasion and design of vaccine immunogens,PMID_22226962,EXCLUDE,True
"Female household headship and the feminisation of poverty : facts, fictions and forward strategies",DOI_9f04b76450f5,EXCLUDE,True
Establishing an immune correlate of protection for Nipah virus in nonhuman primates,PMID_39702562,EXCLUDE,True
"The Current and Future State of Vaccines, Antivirals and Gene Therapies Against Emerging Coronaviruses",PMID_32390971,EXCLUDE,True
Rapid Therapeutic Recommendations in the Context of a Global Public Health Crisis using Translational Bioinformatics Approaches: A proof-of-concept study using Nipah Virus Infection,DOI_625ae8e9c62a,EXCLUDE,True
An Overview of Anthropogenic Actions as Drivers for Emerging and Re-Emerging Zoonotic Diseases,PMID_36422627,EXCLUDE,True
The Need for Continuing Vigilance: Addressing the Threat for Transmission of Blood-Borne Infectious Disease,PMID_16631823,EXCLUDE,True
An Emerging Zoonosis of Public Health Concern: A Comprehensive Review on Nipah Virus Infection,DOI_9b97900980b4,EXCLUDE,True
A strategy to assess spillover risk of bat SARS-related coronaviruses in Southeast Asia,PMID_35945197,EXCLUDE,True
Changing resource landscapes and spillover of henipaviruses,PMID_30138535,EXCLUDE,True
MATHEMATICAL MODELING OF VIRAL ZOONOSES IN WILDLIFE,PMID_22639490,EXCLUDE,True
The effect of climate change on the occurrence and prevalence of livestock diseases in Great Britain: a review,PMID_19191974,EXCLUDE,True
Nipah Virus Survey of Flying Foxes in Malaysia,DOI_5eadcabe6d5c,EXCLUDE,True
Platelet‐to‐lymphocyte ratio is associated with prognosis in patients with coronavirus disease‐19,PMID_32181903,EXCLUDE,True
"Confronting Zoonoses, Linking Human and Veterinary Medicine",PMID_16704801,EXCLUDE,True
"There was a simultaneous outbreak of the zoonotic Nipah henipavirus in Wuhan - 4 out of 5 patients have the virus in Jinyintan Hospital , along with SARS-Cov2, in their metagenome - which seems to have resolved by itself",DOI_66761734ab6f,INCLUDE,True
Emerging Infectious Diseases: a 10-Year Perspective from the National Institute of Allergy and Infectious Diseases,PMID_15829188,EXCLUDE,True
SARS-CoV-2 and Risk to Food Safety,PMID_33224968,EXCLUDE,True
Protection from Hendra virus infection with Canarypox recombinant vaccine,PMID_29263849,EXCLUDE,True
A One Health Perspective on the Human–Companion Animal Relationship with Emphasis on Zoonotic Aspects,PMID_32471058,EXCLUDE,True
"Reactivity of Anti-Nipah Virus Monoclonal Antibodies to Formalin-fixed, Paraffin-embedded Lung Tissues from Experimental Nipah and Hendra Virus Infections",PMID_15528861,EXCLUDE,True
"Immunological correlates of protection afforded by PHV02 live, attenuated recombinant vesicular stomatitis virus vector vaccine against Nipah virus disease",PMID_37731485,EXCLUDE,True
Structural Description of the Nipah Virus Phosphoprotein and Its Interaction with STAT1,PMID_32348724,EXCLUDE,True
In-silico Design of Multi-epitope Vaccine against Nipah Virus using Immunoinformatics Approach,DOI_ccbc1cf87b08,EXCLUDE,True
"Exploring the structural basis to develop efficient multi-epitope vaccines displaying interaction with HLA and TAP and TLR3 molecules to prevent NIPAH infection, a global threat to human health",PMID_36920996,EXCLUDE,True
Evolutionary ecology of virus emergence,PMID_28036113,EXCLUDE,True
Severe acute respiratory syndrome coronavirus‐2: implications for blood safety and sufficiency,PMID_32965726,EXCLUDE,True
Induction of Apoptosis by Paramyxovirus Simian Virus 5 Lacking a Small Hydrophobic Gene,PMID_12610112,EXCLUDE,True
Development of a culture-independent whole-genome sequencing of Nipah virus using the MinION Oxford Nanopore platform,PMID_40237504,EXCLUDE,True
Virulence of newcastle disease virus: what is known so far?,PMID_22195547,EXCLUDE,True
Perspectives on therapeutic neutralizing antibodies against the Novel Coronavirus SARS-CoV-2,PMID_32226289,EXCLUDE,True
"Strategies of highly pathogenic RNA viruses to block dsRNA detection by RIG-I-like receptors: Hide, mask, hit",PMID_24129118,EXCLUDE,True
Outcome and Sequelae of Infectious Encephalitis,PMID_38179629,EXCLUDE,True
The Lancet Commission on diagnostics: transforming access to diagnostics,PMID_34626542,EXCLUDE,True
Computational Identification of Potential Multitarget Inhibitors of Nipah Virus by Molecular Docking and Molecular Dynamics,PMID_35744699,EXCLUDE,True
Nanotechnology Applications of Flavonoids for Viral Diseases,PMID_34834309,EXCLUDE,True
Next-Generation Sequencing for Confronting Virus Pandemics,PMID_35337007,EXCLUDE,True
Sequence basis for selectivity of ephrin-B2 ligand for Eph receptors and pathogenic henipavirus G glycoproteins,PMID_37931130,EXCLUDE,True
Microglia Development and Function,PMID_24471431,EXCLUDE,True
"Middle East Respiratory Syndrome Coronavirus in Bats, Saudi Arabia",PMID_24206838,EXCLUDE,True
Changing Nature of Health Crisis from Infectious Diseases and Responses Over Three Decades in Malaysia,DOI_4e94f3679b6a,EXCLUDE,True
Qualitative Release Assessment to Estimate the Likelihood of Henipavirus Entering the United Kingdom,PMID_22328916,EXCLUDE,True
The Influenza Virus Protein PB1-F2 Inhibits the Induction of Type I Interferon at the Level of the MAVS Adaptor Protein,PMID_21695240,EXCLUDE,True
Immune System Modulation and Viral Persistence in Bats: Understanding Viral Spillover,DOI_8f43bffc4447,EXCLUDE,True
'Notable virus Infectim around Japan' Nipah Virus Infection,PMID_15745162,EXCLUDE,True
Immunogenicity of poxvirus-based vaccines against Nipah virus,PMID_37452062,EXCLUDE,True
Nipah Virus Infection in Bats (Order Chiroptera) in Peninsular Malaysia,PMID_11384522,EXCLUDE,True
Cryptic etiopathological conditions of equine nervous system with special emphasis on viral diseases,PMID_29391683,EXCLUDE,True
Generation of therapeutic antisera for emerging viral infections,PMID_30323953,EXCLUDE,True
A small-scale survey to evaluating the perception of the Nipah virus in Bangladeshi rural community,DOI_3fba59454f36,EXCLUDE,True
Newcastle Disease Virus V Protein Is a Determinant of Host Range Restriction,PMID_12915566,EXCLUDE,True
Possibility for reverse zoonotic transmission of SARS-CoV-2 to free-ranging wildlife: A case study of bats,PMID_32881980,EXCLUDE,True
Detecting pathogen exposure during the non-symptomatic incubation period using physiological data,DOI_983c7b664e02,EXCLUDE,True
Henipavirus W Proteins Interact with 14-3-3 To Modulate Host Gene Expression,PMID_32321809,EXCLUDE,True
Bats: carriers of zoonotic viral and emerging infectious diseases,DOI_d0c87f1843ba,EXCLUDE,True
"Perspectives on the role of mobility, behavior, and time scales in the spread of diseases",PMID_27965394,EXCLUDE,True
Study of pathogenicity of Nipah virus and its'vaccine development.,PMID_25765986,EXCLUDE,True
"Community knowledge and response to Nipah virus infection and its transmission, prevention and control measures: Insights from a cross-sectional survey in Bangladesh",PMID_41406171,EXCLUDE,True
Tumor Cell Marker PVRL4 (Nectin 4) Is an Epithelial Cell Receptor for Measles Virus,PMID_21901103,EXCLUDE,True
Global trends in coronavirus research at the time of Covid-19: A general bibliometric approach and content analysis using SciMAT,DOI_f4fe16949c4e,EXCLUDE,True
"Face Masks and Respirators in the Fight Against the COVID-19 Pandemic: A Review of Current Materials, Advances and Future Perspectives",PMID_32751260,EXCLUDE,True
Henipavirus Matrix Protein Employs a Non-Classical Nuclear Localization Signal Binding Mechanism,PMID_37376602,EXCLUDE,True
Structure-guided covalent stabilization of coronavirus spike glycoprotein trimers in the closed conformation,PMID_32753755,EXCLUDE,True
Determinants and Drivers of Infectious Disease Threat Events in Europe,PMID_26982104,EXCLUDE,True
Crystal structure of mouse coronavirus receptor-binding domain complexed with its murine receptor,PMID_21670291,EXCLUDE,True
The Utility of Social Media during an Emerging Infectious Diseases Crisis: A Systematic Review of Literature,DOI_9f5ef07bf237,EXCLUDE,True
MicroRNA Biomarkers for Infectious Diseases: From Basic Research to Biosensing,PMID_32582115,EXCLUDE,True
Dual microRNA Screens Reveal That the Immune-Responsive miR-181 Promotes Henipavirus Entry and Cell-Cell Fusion,PMID_27783670,EXCLUDE,True
Replication and shedding of MERS-CoV in Jamaican fruit bats (Artibeus jamaicensis),PMID_26899616,EXCLUDE,True
Moving interdisciplinary science forward: integrating participatory modelling with mathematical modelling of zoonotic disease in Africa,PMID_26916067,EXCLUDE,True
Evolutionary Entropy Determines Invasion Success in Emergent Epidemics,PMID_20886082,EXCLUDE,True
Emergence of Novel Coronavirus 2019-nCoV: Need for Rapid Vaccine and Biologics Development,PMID_32098302,EXCLUDE,True
Genomic profiling of Nipah virus using NGS driven RNA-Seq expression data,PMID_32256005,EXCLUDE,True
[Mechanisms of viral emergence and interspecies transmission: the exemple of simian foamy viruses in Central Africa],PMID_26137812,EXCLUDE,True
Pathogeography: leveraging the biogeography of human infectious diseases for global health management,PMID_32313369,EXCLUDE,True
Public Health Assessment of Potential Biological Terrorism Agents,PMID_11897082,EXCLUDE,True
Nipah virus from bats - another potential pandemic? Risk mapping the impact of anthropogenic and climate change on the transmission of Nipah virus infection to humans,DOI_def91c905dc4,EXCLUDE,True
"Circulation of Alphacoronavirus, Betacoronavirus and Paramyxovirus in Hipposideros bat species in Zimbabwe",PMID_29331670,EXCLUDE,True
"COVID-19: Progress in diagnostics, therapy and vaccination",PMID_32685022,EXCLUDE,True
The ecology of Nipah virus in Bangladesh: a nexus of land use change and opportunistic feeding behavior in bats,DOI_efc5bd9e4238,INCLUDE,True
Evidence of Henipavirus Infection in West African Fruit Bats,PMID_18648649,EXCLUDE,True
A REVIEW OF EMERGING AND RE-EMERGING ZOONOTIC VIRAL DISEASES OVER FIFTY-EIGHT YEARS WITH A ‘ONE HEALTH’ PERSPECTIVE IN BANGLADESH,DOI_90c996fca721,EXCLUDE,True
Cell lines from the Egyptian fruit bat are permissive for modified vaccinia Ankara,PMID_19540275,EXCLUDE,True
"The strategy for controlling COVID-19 in Kurdistan Regional Government (KRG)/Iraq: Identification, epidemiology, transmission, treatment, and recovery",PMID_34568609,EXCLUDE,True
Changing Contact Patterns Over Disease Progression: Nipah Virus as a Case Study,PMID_32115627,INCLUDE,True
"Immune correlates of protection for SARS-CoV-2, Ebola and Nipah virus infection",PMID_37153606,EXCLUDE,True
One Health and Zoonoses: The Evolution of One Health and Incorporation of Zoonoses,PMID_29138713,EXCLUDE,True
Evidence for Novel Hepaciviruses in Rodents,PMID_23818848,EXCLUDE,True
Differential Regulation of Type I Interferon and Epidermal Growth Factor Pathways by a Human Respirovirus Virulence Factor,PMID_19806178,EXCLUDE,True
Both chimpanzee adenovirus-vectored and DNA vaccines induced long-term immunity against Nipah virus infection,PMID_37925490,EXCLUDE,True
Complement System Part II: Role in Immunity,DOI_5f44501cd0ce,EXCLUDE,True
A candidate multi-epitope vaccine against SARS-CoV-2,PMID_32616763,EXCLUDE,True
Bats are a major natural reservoir for hepaciviruses and pegiviruses,PMID_23610427,EXCLUDE,True
Development and validation of a chemiluminescent immunodetection assay amenable to high throughput screening of antiviral drugs for Nipah and Hendra virus,PMID_18313148,EXCLUDE,True
Chikungunya as a paradigm for emerging viral diseases: Evaluating disease impact and hurdles to vaccine development,PMID_30653504,EXCLUDE,True
Ultrastructural Characterization of SARS Coronavirus,PMID_15030705,EXCLUDE,True
"A systematic review of case reports on mortality, modes of infection, diagnostic tests, and treatments for Nipah virus infection",PMID_39465718,INCLUDE,True
SARS-CoV-2 Variants BA.2.86 and EG.5.1 Alongside Scrub Typhus and Nipah in India During the Ongoing Cricket World Cup 2023: Threat Perceptions and Countermeasures,PMID_38106697,EXCLUDE,True
"First Report of Nipah virus shed in urine by fruit bats <i>(Pteropus medius)</i> , Sri Lanka",DOI_a835611d6e92,EXCLUDE,True
Network analysis of host–virus communities in bats and rodents reveals determinants of cross‐species transmission,PMID_26299267,EXCLUDE,True
Cryo-EM structure of Nipah virus RNA polymerase complex,PMID_39661676,EXCLUDE,True
Synthetic Protocells Interact with Viral Nanomachinery and Inactivate Pathogenic Human Virus,PMID_21390296,EXCLUDE,True
Structural biology of Nipah virus G and F glycoproteins: Insights into therapeutic and vaccine development,PMID_40261700,EXCLUDE,True
Nipah Virus: A Hidden and Continuous Threat to Humankind,DOI_2fae17c641c0,EXCLUDE,True
Development and laboratory evaluation of a competitive ELISA for serodiagnosis of Nipah and Hendra virus infection using recombinant Nipah glycoproteins and a monoclonal antibody,PMID_36816187,EXCLUDE,True
Emerging Zoonotic Diseases: Should We Rethink the Animal–Human Interface?,PMID_33195602,EXCLUDE,True
Comprehensive immunoinformatics and bioinformatics strategies for designing a multi-epitope based vaccine targeting structural proteins of Nipah virus,PMID_40433372,EXCLUDE,True
The V Protein of Tioman Virus Is Incapable of Blocking Type I Interferon Signaling in Human Cells,PMID_23342031,EXCLUDE,True
Nipah Virus-Associated Neuropathology in African Green Monkeys During Acute Disease and Convalescence,PMID_38842160,EXCLUDE,True
"Knowledge and attitude about Nipah virus infection among medical students, Mysuru, India",DOI_8ab102578393,EXCLUDE,True
Climate Change and Spatiotemporal Distributions of Vector-Borne Diseases in Nepal – A Systematic Synthesis of Literature,PMID_26086887,EXCLUDE,True
Monkeypox: A Review in Indian Context,DOI_0f531fd16379,EXCLUDE,True
Responding to the COVID-19 Pandemic in Developing Countries: Lessons from Selected Countries of the Global South,PMID_33192031,EXCLUDE,True
CryoEM structure of the Nipah virus nucleocapsid assembly,PMID_34270629,EXCLUDE,True
"Detection, Isolation and Confirmation of Crimean-Congo Hemorrhagic Fever Virus in Human, Ticks and Animals in Ahmadabad, India, 2010–2011",PMID_22616022,EXCLUDE,True
Cedar Virus: A Novel Henipavirus Isolated from Australian Bats,PMID_22879820,EXCLUDE,True
Situation analysis on the roles and risks of wildlife in the emergence of human infectious diseases,DOI_37553116e061,EXCLUDE,True
"Three Pathogens in Sympatric Populations of Pumas, Bobcats, and Domestic Cats: Implications for Infectious Disease Transmission",PMID_22347471,EXCLUDE,True
Long-Term Survival of an Urban Fruit Bat Seropositive for Ebola and Lagos Bat Viruses,PMID_20694141,EXCLUDE,True
"Discovery and Genomic Characterization of a Novel Henipavirus, Angavokely virus, from fruit bats in Madagascar",DOI_522b74c17db4,EXCLUDE,True
An Immunoinformatic‐Based In Silico Identification on the Creation of a Multiepitope‐Based Vaccination Against the Nipah Virus,PMID_38962403,EXCLUDE,True
Porcine Reproductive and Respiratory Syndrome Virus: Origin Hypothesis,PMID_12967485,EXCLUDE,True
The Impact of Human Activities on Zoonotic Infection Transmissions,PMID_37238075,EXCLUDE,True
Breaking the chains: Advancements in antiviral strategies to combat Nipah virus infections,DOI_37544b6d4db3,EXCLUDE,True
"Serological Evidence of Henipavirus Exposure in Cattle, Goats and Pigs in Bangladesh",PMID_25412358,EXCLUDE,True
Highly Potent Host-Specific Small-Molecule Inhibitor of Paramyxovirus and Pneumovirus Replication with High Resistance Barrier,PMID_34724816,EXCLUDE,True
Structural and functional analyses reveal promiscuous and species specific use of ephrin receptors by Cedar virus,PMID_31548390,EXCLUDE,True
Nipah virus – An overview,DOI_abde614b8724,EXCLUDE,True
Distinguishing features of Long COVID identified through immune profiling,PMID_35982667,EXCLUDE,True
Emerging zoonotic diseases in Southeast Asia in the period 2011–2022: a systematic literature review,PMID_38229485,EXCLUDE,True
Metagenomic Sequencing for Surveillance of Food- and Waterborne Viral Diseases,PMID_28261185,EXCLUDE,True
Astrovirus Encephalitis in Boy with X-linked Agammaglobulinemia,PMID_20507741,EXCLUDE,True
Methyltransferase-Defective Avian Metapneumovirus Vaccines Provide Complete Protection against Challenge with the Homologous Colorado Strain and the Heterologous Minnesota Strain,PMID_25122790,EXCLUDE,True
A key region of molecular specificity orchestrates unique ephrin-B1 utilization by Cedar virus,DOI_7874e362e5e4,EXCLUDE,True
Neglected Tropical Diseases among the Association of Southeast Asian Nations (ASEAN): Overview and Update,PMID_25880767,EXCLUDE,True
Hantavirus Reservoirs: Current Status with an Emphasis on Data from Brazil,PMID_24784571,EXCLUDE,True
The Importance of Lipid Conjugation on Anti-Fusion Peptides against Nipah Virus,PMID_35327503,EXCLUDE,True
Routes of Hendra Virus Excretion in Naturally-Infected Flying-Foxes: Implications for Viral Transmission and Spillover Risk,PMID_26469523,EXCLUDE,True
Animals as Sentinels of Bioterrorism Agents,PMID_16704814,EXCLUDE,True
The First COVID-19 Incidence in India: A Lesson of Struggle and Survival,DOI_4cd0fdbddb18,EXCLUDE,True
The journey of remdesivir: from Ebola to COVID-19,PMID_32547625,EXCLUDE,True
Outbreaks of Vector-Borne and Zoonotic Diseases Are Associated With Changes in Forest Cover and Oil Palm Expansion at Global Scale,PMID_33842581,EXCLUDE,True
A Review of Zoonotic Infection Risks Associated with the Wild Meat Trade in Malaysia,PMID_28332127,EXCLUDE,True
Scientometric Analyses and Visualization of Scientific Outcome on Nipah Virus,DOI_796ba158af7e,EXCLUDE,True
The Multifaceted Consequences of Climate Change on Human Health,DOI_9d487fe9eca3,EXCLUDE,True
"Association between a Single Nucleotide Polymorphism in the 3<mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" id=""M1""><mml:msup><mml:mrow/><mml:mrow><mml:mo>′</mml:mo></mml:mrow></mml:msup></mml:math>-UTR of <i>ARHGEF18</i> and the Risk of Nonidiopathic Pulmonary Arterial Hypertension in Chinese Population",PMID_30405854,EXCLUDE,True
RETRACTED: COVID-19 as an “Infodemic” in Public Health: Critical Role of the Social Media,PMID_33816415,EXCLUDE,True
Henipavirus Neutralising Antibodies in an Isolated Island Population of African Fruit Bats,PMID_22253928,EXCLUDE,True
The one health perspective to improve environmental surveillance of zoonotic viruses: lessons from COVID-19 and outlook beyond,PMID_36338866,EXCLUDE,True
The winding road to health: A systematic scoping review on the effect of geographical accessibility to health care on infectious diseases in low- and middle-income countries,PMID_33395431,EXCLUDE,True
Establishment of a Captive Cave Nectar Bat (<i>Eonycteris spelaea</i>) Breeding Colony in Singapore,PMID_35688608,EXCLUDE,True
"Emerging Coronavirus Disease (COVID-19), a pandemic public health emergency with animal linkages: Current status update",DOI_30c7632987cf,EXCLUDE,True
An Evolutionary Distinct Nipah G Glycosylation Site Provides Stability for Receptor Engagement,DOI_00d84ae8b9d9,EXCLUDE,True
The COVID-19 pandemic is intricately linked to biodiversity loss and ecosystem health,PMID_34774124,EXCLUDE,True
"New-age vaccine adjuvants, their development, and future perspective",PMID_36911719,EXCLUDE,True
Microsphere Suspension Array Assays for Detection and Differentiation of Hendra and Nipah Viruses,PMID_23509705,EXCLUDE,True
"Risk of Importing Zoonotic Diseases through Wildlife Trade, United States",DOI_ba9920e2a571,EXCLUDE,True
Highly Attenuated Poxvirus-Based Vaccines Against Emerging Viral Diseases,PMID_37301278,EXCLUDE,True
Evaluation of a TaqMan Array Card for Detection of Central Nervous System Infections,PMID_28404679,EXCLUDE,True
"Nipah Virus (NiV): Diagnosis, pathophysiology and treatment",DOI_3226125808d4,EXCLUDE,True
SARS-CoV-2 infection and transmission in the North American deer mouse,PMID_34127676,EXCLUDE,True
Viral zoonoses in Europe,PMID_16024128,EXCLUDE,True
Molecular Determinants of Enterovirus 71 Viral Entry,PMID_22219187,EXCLUDE,True
Laboratory Diagnosis of Hendra and Nipah: Two Emerging Zoonotic Diseases with One Health Significance,PMID_40733619,EXCLUDE,True
Measles Encephalitis: Towards New Therapeutics,PMID_31684034,EXCLUDE,True
Bridging the gap: Using reservoir ecology and human serosurveys to estimate Lassa virus spillover in West Africa,DOI_55c4a0820c4b,EXCLUDE,True
Culicoides Biting Midges—Underestimated Vectors for Arboviruses of Public Health and Veterinary Importance,PMID_31022868,EXCLUDE,True
Streptococcus suis: a re-emerging pathogen associated with occupational exposure to pigs or pork products. Part I – Epidemiology,PMID_29284248,EXCLUDE,True
Mathematical Modeling of Influenza A Virus Dynamics within Swine Farms and the Effects of Vaccination,PMID_25162536,EXCLUDE,True
"Coronavirus testing indicates transmission risk increases along wildlife supply chains for human consumption in Viet Nam, 2013-2014",PMID_32776964,EXCLUDE,True
Can Nanotechnology and Materials Science Help the Fight against SARS-CoV-2?,PMID_32326343,EXCLUDE,True
Transcriptome Signature of Nipah Virus Infected Endothelial Cells,DOI_171dea3e5f87,EXCLUDE,True
"Baseline mapping of Oropouche virology, epidemiology, therapeutics, and vaccine research and development",PMID_35301331,EXCLUDE,True
A Single‐Copy Sensitive and Field‐Deployable One‐Pot RT‐RPA CRISPR/Cas12a Assay for the Specific Visual Detection of the Nipah Virus,PMID_40303110,EXCLUDE,True
"Evaluation of the interaction between potent small molecules against the Nipah virus Glycoprotein in Malaysia and Bangladesh strains, accompanied by the human Ephrin-B2 and Ephrin-B3 receptors; a simulation approach",DOI_013a0d246fc5,EXCLUDE,True
Advances in the design and development of SARS-CoV-2 vaccines,PMID_34911569,EXCLUDE,True
"Complete genome characterisation of a novel coronavirus associated with severe human respiratory disease in Wuhan, China",DOI_8daaac94ef44,EXCLUDE,True
Journal of Antivirals &amp; Antiretrovirals,PMID_20668647,EXCLUDE,True
"Emerging or re-emerging bacterial zoonoses: factors of emergence, surveillance and control",PMID_15845237,EXCLUDE,True
Expression of Toll-like Receptor Genes and Antiviral Cytokines in Macrophage-like Cells in Response to Indole-3-carboxylic Acid Derivative,PMID_39599833,EXCLUDE,True
Evidence of Endemic Hendra Virus Infection in Flying-Foxes (Pteropus conspicillatus)—Implications for Disease Risk Management,PMID_22194920,EXCLUDE,True
In search for the hotspots of Disease X: A biogeographic approach to mapping the predictive risk of WHO’s Blueprint Priority Diseases,DOI_ad17c13ec7a5,EXCLUDE,True
