title,article_id,ai4epi_fulltext_decision
"The Ebola Virus Interferon Antagonist VP24 Directly Binds STAT1 and Has a Novel, Pyramidal Fold",PMID_22383882,EXCLUDE
Acute Lower Respiratory Infections,DOI_857c964f795c,EXCLUDE
"Profile Of Clinically Suspected Encephalitis Patients Admitted To Faridpur Medical College Hospital, Bangladesh",DOI_82bd2977c713,EXCLUDE
A review of the status of foot and mouth disease in South-East Asia and approaches to control and eradication,PMID_12530354,EXCLUDE
Virus Infections and Host Metabolism—Can We Manage the Interactions?,PMID_33613518,EXCLUDE
Coconut Lethal Yellowing Diseases: A Phytoplasma Threat to Palms of Global Economic and Social Significance,PMID_27833616,EXCLUDE
A Bayesian Ensemble Approach for Epidemiological Projections,PMID_25927892,EXCLUDE
The Potential Role of Nanomedicine on COVID-19 Therapeutics,PMID_32594863,EXCLUDE
"Assessment of the outbreak risk, mapping and infection behavior of COVID-19: Application of the autoregressive integrated-moving average (ARIMA) and polynomial models",PMID_32722716,EXCLUDE
"Antiviral Activity, Pharmacoinformatics, Molecular Docking, and Dynamics Studies of <i>Azadirachta indica</i> Against Nipah Virus by Targeting Envelope Glycoprotein: Emerging Strategies for Developing Antiviral Treatment",PMID_39072258,EXCLUDE
Newcastle Disease Virus as a Vaccine Vector for Development of Human and Veterinary Vaccines,PMID_27384578,EXCLUDE
Transolfactory neuroinvasion by viruses threatens the human brain,PMID_26666182,EXCLUDE
SARS-CoV-2 infection of African green monkeys results in mild respiratory disease discernible by PET/CT imaging and prolonged shedding of infectious virus from both respiratory and gastrointestinal tracts,DOI_66c5bd46aef1,EXCLUDE
Nipah Virus and Bacteria Infections: Cardiac Complications in Maternal Health,DOI_9c1d4f8f3c66,EXCLUDE
The influenza virus PB2 protein evades antiviral innate immunity by inhibiting JAK1/STAT signalling,PMID_36271046,EXCLUDE
"Identification of GBV-D, a Novel GB-like Flavivirus from Old World Frugivorous Bats (Pteropus giganteus) in Bangladesh",PMID_20617167,EXCLUDE
An Overview on Biological Weapons and Bioterrorism,DOI_5991304b9291,EXCLUDE
Zoonoses for Pig Farmers in Rural Communities in Korea,DOI_b2b5ea28aa86,EXCLUDE
A Novel Discrete Distribution: Properties and Application Using Nipah Virus Infection Data Set,DOI_20a80c1ab635,EXCLUDE
Update on Potentially Zoonotic Viruses of European Bats,PMID_34201666,EXCLUDE
Aerosol Transmission of Filoviruses,PMID_27223296,EXCLUDE
4 Origin Scenarios if a Nipah Virus outbreak occurs outside South/SE Asia,DOI_f4d195b55ed6,EXCLUDE
Coronavirus entry and release in polarized epithelial cells: a review,PMID_24737708,EXCLUDE
Drivers of zoonotic disease risk in the Indian subcontinent: A scoping review,PMID_34458546,EXCLUDE
Rousettus aegyptiacus Fruit Bats Do Not Support Productive Replication of Cedar Virus upon Experimental Challenge,PMID_39339836,EXCLUDE
Abortive infection of bat fibroblasts with SARS-CoV-2,PMID_39401365,EXCLUDE
Environment of Peace: Security in a New Era of Risk,DOI_3c477a96148d,EXCLUDE
RNA Vaccines: A Suitable Platform for Tackling Emerging Pandemics?,PMID_33414790,EXCLUDE
The US Military Commitment to Vaccine Development: A Century of Successes and Challenges,PMID_29977239,EXCLUDE
An Analytical Approach to Solve Nipah Virus Infection Model,DOI_f9fa15509439,INCLUDE
The TRIMendous Role of TRIMs in Virus–Host Interactions,PMID_28829373,EXCLUDE
Structure of the Nipah virus polymerase complex,DOI_7d2af19ce7d1,EXCLUDE
Reducing hazards for humans from animals: emerging and re-emerging zoonoses,DOI_8e60bf4dc33a,EXCLUDE
"The roles of Eph receptors, neuropilin-1, P2X7, and CD147 in COVID-19-associated neurodegenerative diseases: inflammasome and JaK inhibitors as potential promising therapies",PMID_35109786,EXCLUDE
Preparedness for emerging infectious diseases: pathways from anticipation to action,PMID_25500338,EXCLUDE
Bat’s Role in Emergence and Spillover of Viral Zoonotic Diseases: A Review,DOI_c580a81204a2,EXCLUDE
Lassa virus diversity and feasibility for universal prophylactic vaccine,PMID_30774934,EXCLUDE
Mathematical epidemiological modeling and analysis of monkeypox dynamism with non-pharmaceutical intervention using real data from United Kingdom,PMID_36875378,EXCLUDE
Attachment Protein G of an African Bat Henipavirus Is Differentially Restricted in Chiropteran and Nonchiropteran Cells,PMID_25100832,EXCLUDE
The Integration of Human and Veterinary Studies for Better Understanding and Management of Crimean-Congo Haemorrhagic Fever,PMID_33815379,EXCLUDE
Safety and efficacy of ChAdOx1 RVF vaccine against Rift Valley fever in pregnant sheep and goats,PMID_31646004,EXCLUDE
THE NEWS EFFECT OF COVID-19 ON GLOBAL FINANCIAL MARKET VOLATILITY,DOI_260c562e129b,EXCLUDE
Challenges and Threats due to Deadly Corona Virus in India and Dealing it with Social Vaccine (distancing) - the Only Weapon,DOI_925718740c70,EXCLUDE
The cell biology of receptor-mediated virus entry,PMID_22123832,EXCLUDE
Human-Animal Interaction and the Emergence of SARS-CoV-2,PMID_33001837,EXCLUDE
"Endothelial Galectin-1 Binds to Specific Glycans on Nipah Virus Fusion Protein and Inhibits Maturation, Mobility, and Function to Block Syncytia Formation",PMID_20657665,EXCLUDE
"COVID‑19 pandemic: Understanding the emergence, pathogenesis and containment (Review)",DOI_82b9ddeea5bc,EXCLUDE
Emerging and re‐emerging infections at the turn of the millennium,PMID_20059563,EXCLUDE
Detecting Emerging Diseases in Farm Animals through Clinical Observations,PMID_16494743,EXCLUDE
Reproduction of East-African bats may guide risk mitigation for coronavirus spillover,PMID_33824945,EXCLUDE
Preparedness for ebolavirus disease outbreak in Japan: Necessity of Biosafety level-4 facility,PMID_26923962,EXCLUDE
A Cross-Reactive Humanized Monoclonal Antibody Targeting Fusion Glycoprotein Function Protects Ferrets Against Lethal Nipah Virus and Hendra Virus Infection,PMID_31686101,EXCLUDE
A systematic assessment on <scp>COVID</scp>‐19 preparedness and transition strategy in Bangladesh,PMID_32820856,EXCLUDE
Novel Hendra Virus Variant Detected by Sentinel Surveillance of Horses in Australia,PMID_35202527,EXCLUDE
Changing Trend of Infectious Diseases in Nepal,PMID_29785478,EXCLUDE
"Neglected Tropical Diseases in the Anthropocene: The Cases of Zika, Ebola, and Other Infections",PMID_27058728,EXCLUDE
Human Lectins and Their Roles in Viral Infections,PMID_25642836,EXCLUDE
Neurological Damage by Coronaviruses: A Catastrophe in the Queue!,PMID_33013930,EXCLUDE
Non-COVID-19 respiratory viral infection,PMID_36338246,EXCLUDE
"Fundamental evolution of all <i>Orthocoronavirinae</i> including three deadly lineages descendent from Chiroptera‐hosted coronaviruses: SARS‐CoV, MERS‐CoV and SARS‐CoV‐2",PMID_34570933,EXCLUDE
Efficient incorporation and template-dependent polymerase inhibition are major determinants for the broad-spectrum antiviral activity of remdesivir,DOI_1bc56fab5163,EXCLUDE
"Endemic, Notifiable Bioterrorism-Related Diseases, United States, 1992–1999",PMID_12737739,EXCLUDE
Molecular recognition of human ephrinB2 cell surface receptor by an emergent African henipavirus,PMID_25825759,EXCLUDE
Commercially available rapid diagnostic tests for the detection of high priority pathogens: status and challenges,PMID_34060546,EXCLUDE
Exposure to Ozone Modulates Human Airway Protease/Antiprotease Balance Contributing to Increased Influenza A Infection,PMID_22496898,EXCLUDE
Fungal negative-stranded RNA virus that is related to bornaviruses and nyaviruses,PMID_25092337,EXCLUDE
Identification of an ideal adjuvant for receptor-binding domain-based subunit vaccines against Middle East respiratory syndrome coronavirus,PMID_25640653,EXCLUDE
COVID‐19 and seizures: Is there a link?,PMID_32944929,EXCLUDE
Reviewing the ecological evidence base for management of emerging tropical zoonoses: Kyasanur Forest Disease in India as a case study,PMID_33793560,EXCLUDE
Cedar virus biology and its applications as a surrogate for highly pathogenic henipaviruses,PMID_39967899,EXCLUDE
Pathogen safety of plasma‐derived products – Haemate<sup>®</sup> P/Humate‐P<sup>®</sup>,PMID_18786011,EXCLUDE
Strategic considerations on developing a CHIKV vaccine and ensuring equitable access for countries in need,PMID_37596253,EXCLUDE
"Differential Sensitivity of Bat Cells to Infection by Enveloped RNA Viruses: Coronaviruses, Paramyxoviruses, Filoviruses, and Influenza Viruses",PMID_24023659,EXCLUDE
Epidemiology and diagnosis technologies of human metapneumovirus in China: a mini review,PMID_38454484,EXCLUDE
Bushmeat and human health: Assessing the Evidence in tropical and sub-tropical forests,DOI_fdba4e28a71a,EXCLUDE
Changing Patterns of Human Anthrax in Azerbaijan during the Post-Soviet and Preemptive Livestock Vaccination Eras,PMID_25032701,EXCLUDE
A New Model for Hendra Virus Encephalitis in the Mouse,PMID_22808132,EXCLUDE
A global-scale dataset of bat viral detection suggests that pregnancy reduces viral shedding,PMID_38464184,EXCLUDE
The nanoscale organization of the Nipah virus fusion protein informs new membrane fusion mechanisms,PMID_39745781,EXCLUDE
Development of nebulized inhalation delivery for fusion-inhibitory lipopeptides to protect non-human primates against Nipah-Bangladesh infection,PMID_39870114,EXCLUDE
Flying-Fox Roost Disturbance and Hendra Virus Spillover Risk,PMID_26016629,EXCLUDE
Novel Human Reovirus Isolated from Children with Acute Necrotizing Encephalopathy,PMID_21801621,EXCLUDE
Catalytic inactivation of influenza virus by iron oxide nanozyme,PMID_31660077,EXCLUDE
Stability of Middle East Respiratory Syndrome Coronavirus in Milk,PMID_24960335,EXCLUDE
Sequence Analysis and Structure Prediction of SARS‐CoV‐2 Accessory Proteins 9b and ORF14: Evolutionary Analysis Indicates Close Relatedness to Bat Coronavirus,PMID_33102591,EXCLUDE
Immunoinformatics-driven design of a multi-epitope vaccine against nipah virus: A promising approach for global health protection,PMID_40390484,EXCLUDE
CD169-Mediated Trafficking of HIV to Plasma Membrane Invaginations in Dendritic Cells Attenuates Efficacy of Anti-gp120 Broadly Neutralizing Antibodies,PMID_25760631,EXCLUDE
Serological evidence of virus infection in Eidolon helvum fruit bats: implications for bushmeat consumption in Nigeria,PMID_38106901,EXCLUDE
Structural basis for antibody recognition of vulnerable epitopes on Nipah virus F protein,PMID_36932063,EXCLUDE
Dose-dependent response to infection with SARS-CoV-2 in the ferret model and evidence of protective immunity,PMID_33398055,EXCLUDE
SARS-CoV-2 disease severity and transmission efficiency is increased for airborne but not fomite exposure in Syrian hamsters,PMID_33398267,EXCLUDE
Coronavirus Infections of Animals: Future Risks to Humans,PMID_33679117,EXCLUDE
"Modeling, analysis and numerical solution to malaria fractional model with temporary immunity and relapse",DOI_cb05832a65d1,EXCLUDE
Animal coronaviruses and coronavirus disease 2019: Lesson for One Health approach,PMID_33282694,EXCLUDE
An SEIR model of influenza A virus infection and reinfection within a farrow-to-finish swine farm,DOI_01cbb34e2f54,EXCLUDE
"Nanotechnology Interventions in the Management of COVID-19: Prevention, Diagnosis and Virus-Like Particle Vaccines",PMID_34696237,EXCLUDE
An open-access database of infectious disease transmission trees to explore superspreader epidemiology,DOI_1dcd75b1ebf6,EXCLUDE
Emerging Roles for Eph Receptors and Ephrin Ligands in Immunity,PMID_31333644,EXCLUDE
Chikungunya virus antagonizes cGAS-STING mediated type-I interferon responses by degrading cGAS,PMID_33057424,EXCLUDE
Evidence of recombination among early-vaccination era measles virus strains,PMID_16209713,EXCLUDE
"Research Options for Controlling Zoonotic Disease in India, 2010–2015",PMID_21364879,EXCLUDE
An integrative look at SARS‑CoV‑2 (Review),PMID_33416095,EXCLUDE
Reservoir host immunology and life history shape virulence evolution in zoonotic viruses,PMID_37676899,EXCLUDE
Emerging Viral Diseases,DOI_e431ecd53c3d,EXCLUDE
Vesicular Stomatitis Virus-Based Vaccines Protect Nonhuman Primates against Bundibugyo ebolavirus,PMID_24367715,EXCLUDE
Antiviral therapies against Ebola and other emerging viral diseases using existing medicines that block virus entry,DOI_0cf5fe54df94,EXCLUDE
Chagasâ€™ Disease: An Emergent Urban Zoonosis. The Caracas Valley (Venezuela) as an Epidemiological Model,PMID_25520950,EXCLUDE
"Antibodies to Nipah or Nipah-like Viruses in Bats, China",PMID_19046545,EXCLUDE
Ecological and Reproductive Cycles Drive Henipavirus Seroprevalence in the African Straw‐Coloured Fruit Bat (<scp><i>Eidolon helvum</i></scp>),PMID_39530036,EXCLUDE
Virome Profiling of Bats from Myanmar by Metagenomic Analysis of Tissue Samples Reveals More Novel Mammalian Viruses,PMID_23630620,EXCLUDE
Venezuelan Equine Encephalitis Virus Infection of Spiny Rats,PMID_15890116,EXCLUDE
CAR-T cells: the long and winding road to solid tumors,PMID_29449531,EXCLUDE
Divergent lineage of a novel hantavirus in the banana pipistrelle (Neoromicia nanus) in Côte d'Ivoire,PMID_22281072,EXCLUDE
Structure of Reovirus σ1 in Complex with Its Receptor Junctional Adhesion Molecule-A,PMID_19079583,EXCLUDE
Viral Inactivation with Emphasis on SARS-CoV-2 Using Physical and Chemical Disinfectants,PMID_34712107,EXCLUDE
Combination therapy with remdesivir and monoclonal antibodies protects nonhuman primates against advanced Sudan virus disease,PMID_35413016,EXCLUDE
Gut Microbiota Status in COVID-19: An Unrecognized Player?,PMID_33324572,EXCLUDE
"Epidemiology of Pathogenic Enterobacteria in Humans, Livestock, and Peridomestic Rodents in Rural Madagascar",PMID_24983990,EXCLUDE
When half of the population died: the epidemic of hemorrhagic fevers of 1576 in Mexico,PMID_15500972,EXCLUDE
TRIM Proteins and Their Roles in Antiviral Host Defenses,PMID_29949725,EXCLUDE
A rapid research needs appraisal methodology to identify evidence gaps to inform clinical research priorities in response to outbreaks—results from the Lassa fever pilot,PMID_31185979,EXCLUDE
Use of cross-reactive serological assays for detecting novel pathogens in wildlife: Assessing an appropriate cutoff for henipavirus assays in African bats,PMID_23835034,EXCLUDE
Spatial analysis and characteristics of pig farming in Thailand,PMID_27716322,EXCLUDE
The Identification and Characterization of Two Novel Epitopes on the Nucleocapsid Protein of the Porcine Epidemic Diarrhea Virus,PMID_27991537,EXCLUDE
Vesicular Stomatitis Virus-Based Vaccine Protects Mice against Crimean-Congo Hemorrhagic Fever,PMID_31123310,EXCLUDE
A metagenomic viral discovery approach identifies potential zoonotic and novel mammalian viruses in Neoromicia bats within South Africa,PMID_29579103,EXCLUDE
The Secret Life of Viral Entry Glycoproteins: Moonlighting in Immune Evasion,PMID_23696729,EXCLUDE
High-Throughput Sequencing for Understanding the Ecology of Emerging Infectious Diseases at the Wildlife-Human Interface,DOI_ae660b859a6a,EXCLUDE
Reassortant Group A Rotavirus from Straw-colored Fruit Bat (<i>Eidolon helvum</i>),PMID_21122212,EXCLUDE
Perte de la biodiversité : aller simple vers de nouveaux pathogènes émergents ?,PMID_37139877,EXCLUDE
Receptor-Targeted Nipah Virus Glycoproteins Improve Cell-Type Selective Gene Delivery and Reveal a Preference for Membrane-Proximal Cell Attachment,PMID_27281338,EXCLUDE
Identification of a Novel Bat Papillomavirus by Metagenomics,DOI_55de54a35aea,EXCLUDE
Environmental dependency of amphibian–ranavirus genotypic interactions: evolutionary perspectives on infectious diseases,PMID_25469155,EXCLUDE
Two Novel Parvoviruses in Frugivorous New and Old World Bats,PMID_22216187,EXCLUDE
Epidemiological features and psychoneurological consequences of infection of people with the Nipah virus,DOI_6fd34f4c1874,EXCLUDE
Climate Change and Health: Transcending Silos to Find Solutions,PMID_26615080,EXCLUDE
Exploiting the Legacy of the Arbovirus Hunters,PMID_31126128,EXCLUDE
"Novel “GaEl Antigenic Patches” Identified by a “Reverse Epitomics” Approach to Design Multipatch Vaccines against NIPAH Infection, a Silent Threat to Global Human Health",PMID_37692250,EXCLUDE
Anopheles gambiae Antiviral Immune Response to Systemic O'nyong-nyong Infection,PMID_22428080,EXCLUDE
NLRP3 Inflammasome—A Key Player in Antiviral Responses,PMID_32133002,EXCLUDE
Veterinary public health,PMID_16308356,EXCLUDE
"Pseudotyped Vesicular Stomatitis Virus-Severe Acute Respiratory Syndrome-Coronavirus-2 Spike for the Study of Variants, Vaccines, and Therapeutics Against Coronavirus Disease 2019",PMID_35095820,EXCLUDE
Liquid Biomolecular Condensates and Viral Lifecycles: Review and Perspectives,PMID_33669141,EXCLUDE
Bat and virus,PMID_21203979,EXCLUDE
mRNA Vaccine Development in the Fight Against Zoonotic Viral Diseases,PMID_40733577,EXCLUDE
"Group C Betacoronavirus in Bat Guano Fertilizer, Thailand",PMID_23880503,EXCLUDE
Structure of the Parainfluenza Virus 5 (PIV5) Hemagglutinin-Neuraminidase (HN) Ectodomain,PMID_23950713,EXCLUDE
"Integrating interdisciplinary methodologies for One Health: goat farm re-implicated as the probable source of an urban Q fever outbreak, the Netherlands, 2009",PMID_26336097,EXCLUDE
Transferrin receptor binds virus capsid with dynamic motion,PMID_31548398,EXCLUDE
Nipah virus attachment glycoprotein ectodomain delivered by type 5 adenovirus vector elicits broad immune response against NiV and HeV,PMID_37577376,EXCLUDE
The characterization of multiple novel paramyxoviruses highlights the diverse nature of the subfamily<i>Orthoparamyxovirinae</i>,PMID_35854826,EXCLUDE
Optimizing predictive models to prioritize viral discovery in zoonotic reservoirs,DOI_1a2203cb7b17,EXCLUDE
xMAP Technology: Applications in Detection of Pathogens,PMID_28179899,EXCLUDE
Intranasal exposure of African green monkeys to SARS-CoV-2 results in acute phase pneumonia with shedding and lung injury still present in the early convalescence phase,PMID_32811514,EXCLUDE
"Tomato Yellow Leaf Curl Sardinia Virus, a Begomovirus Species Evolving by Mutation and Recombination: A Challenge for Virus Control",PMID_30634476,EXCLUDE
Viral Zoonoses of National Importance in Ghana: Advancements and Opportunities for Enhancing Capacities for Early Detection and Response,PMID_33574853,EXCLUDE
Proteostasis in Viral Infection: Unfolding the Complex Virus–Chaperone Interplay,PMID_30858229,EXCLUDE
Role of animal models in biomedical research: a review,PMID_35778730,EXCLUDE
COVID-19 Therapeutic Options Under Investigation,PMID_32848795,EXCLUDE
Return of Nipah virus: Bangladesh perspective,DOI_2a7aae4afb9d,EXCLUDE
Nipah virus outbreak,DOI_56a36b8d58c8,EXCLUDE
A Functional Henipavirus Envelope Glycoprotein Pseudotyped Lentivirus Assay System,PMID_21073718,EXCLUDE
Online Distance Learning Readiness During Covid-19 Outbreak Among Undergraduate Students,DOI_2454b6610551,EXCLUDE
"Establishment, Immortalisation and Characterisation of Pteropid Bat Cell Lines",PMID_20011515,EXCLUDE
The Widely Used Diagnostics DNA Microarray-A Review,DOI_42ab452f178c,EXCLUDE
Vesicular Stomatitis Virus–based Vaccines against Lassa and Ebola Viruses,PMID_25625358,EXCLUDE
"“We do not bury dead livestock like human beings”: Community behaviors and risk of Rift Valley Fever virus infection in Baringo County, Kenya",PMID_28542242,EXCLUDE
"The Pandemic Experience in Southeast Asia: Interface Between SARS-CoV-2, Malaria, and Dengue",PMID_35373190,EXCLUDE
Construction and applications of SARS-CoV-2 pseudoviruses: a mini review,PMID_33907521,EXCLUDE
"Nipah virus transmission: a persistent threat to public health demanding rapid diagnosis, innovative therapeutics, vigilance, and research progress",PMID_38694376,EXCLUDE
Depression after Infection with West Nile Virus1,PMID_17552106,EXCLUDE
Structural and functional characterisation of ferret interleukin-2,PMID_26472619,EXCLUDE
Building a global atlas of zoonotic viruses,PMID_29695886,EXCLUDE
The Movement Control Order (MCO) for COVID-19 Crisis and its Impact on Tourism and Hospitality Sector in Malaysia,DOI_32e60c22e864,EXCLUDE
"Delineating morbillivirus entry, dissemination and airborne transmission by studying in vivo competition of multicolor canine distemper viruses in ferrets",PMID_28481926,EXCLUDE
Productive Hepatitis C Virus Infection of Stem Cell-Derived Hepatocytes Reveals a Critical Transition to Viral Permissiveness during Differentiation,PMID_22496645,EXCLUDE
"Optimization of human, animal, and environmental health by using the One Health approach",PMID_28859266,EXCLUDE
An Age of Emerging and Reemerging Pandemic Threats,DOI_b7f7bd292765,EXCLUDE
"Epidemiology and aetiology of encephalitis in Canada, 1994–2008: a case for undiagnosed arboviral agents?",PMID_23148910,EXCLUDE
Rabies and rabies-related viruses : a modern perspective on an ancient disease,PMID_15702724,EXCLUDE
ROLES OF MULTI-COUNTRY NETWORKING IN PREVENTION AND CONTROL OF EMERGING AND RE-EMERGING INFECTIONS,DOI_874260889e90,EXCLUDE
"Assessment of the core and support functions of the Integrated Disease Surveillance system in Maharashtra, India",PMID_23764137,EXCLUDE
Transcriptome Sequencing and Annotation for the Jamaican Fruit Bat (Artibeus jamaicensis),PMID_23166587,EXCLUDE
First molecular detection and complete sequence analysis of porcine circovirus type 3 (PCV3) in Peninsular Malaysia,PMID_32706778,EXCLUDE
Isolation of Novel Adenovirus from Fruit Bat (<i>Pteropus dasymallus yayeyamae</i>),PMID_18258142,EXCLUDE
Galectin-1 Exerts Inhibitory Effects during DENV-1 Infection,PMID_25392933,EXCLUDE
The aetiologies of epilepsy,PMID_33720020,EXCLUDE
"Ecology of Human Medical Enterprises: From Disease Ecology of Zoonoses, Cancer Ecology Through to Medical Ecology of Human Microbiomes",DOI_35de63451bd9,EXCLUDE
Eph/ephrin molecules—a hub for signaling and endocytosis,PMID_21078817,EXCLUDE
News Items of Russian and Foreign News Agencies on WHO Priority Pathogens: A Comparative Analysis,DOI_60749f2e3013,EXCLUDE
Nipah virus persists in the brains of nonhuman primate survivors,PMID_31341108,EXCLUDE
Representations of swine flu: perspectives from a Malaysian pig farm,PMID_21936262,EXCLUDE
Micro-fusion inhibition tests: quantifying antibody neutralization of virus-mediated cell–cell fusion,PMID_33054904,EXCLUDE
Interactions of Human Complement with Virus Particles Containing the Nipah Virus Glycoproteins,PMID_21450814,EXCLUDE
Preparing for the next viral threat with broad-spectrum antivirals,PMID_37259914,EXCLUDE
Ecological indicators of mammal exposure to Ebolavirus,PMID_31401967,EXCLUDE
When could human challenge trials be deployed to combat emerging infectious diseases? Lessons from the case of a Zika virus human challenge trial,PMID_31852506,EXCLUDE
Epidemic Enhancement in Partially Immune Populations,PMID_17225866,EXCLUDE
"Henipavírus: Paramixovírus Zoonóticos, Emergentes e Letais",DOI_3a8976b0bde1,EXCLUDE
Identifying the natural polyphenol catechin as a multi-targeted agent against SARS-CoV-2 for the plausible therapy of COVID-19: an integrated computational approach,PMID_33386025,EXCLUDE
An in vivo BSL-2 model for henipavirus infection based on bioluminescence imaging of recombinant Cedar virus replication in mice,PMID_38770087,EXCLUDE
"A Journey From SARS-CoV-2 to COVID-19 and Beyond: A Comprehensive Insight of Epidemiology, Diagnosis, Pathogenesis, and Overview of the Progress into Its Therapeutic Management",PMID_33732150,EXCLUDE
Whole Genome Identification of Potential G-Quadruplexes and Analysis of the G-Quadruplex Binding Domain for SARS-CoV-2,PMID_33329730,EXCLUDE
Prospects for Emerging Infections in East and Southeast Asia 10 Years after Severe Acute Respiratory Syndrome,PMID_23738977,EXCLUDE
Public Health Lessons from Severe Acute Respiratory Syndrome a Decade Later,PMID_23739634,EXCLUDE
The Ten Threats to Global Health in 2018 and 2019. A welcome and informative communication of WHO to everybody,DOI_a782e547af87,EXCLUDE
Systems Biology Approaches for Therapeutics Development Against COVID-19,PMID_33194800,EXCLUDE
"Emerging Infectious Diseases and the Eye: Ophthalmic Manifestations, Pathogenesis, and One Health Perspectives",PMID_39480207,EXCLUDE
"Natural Products, Alone or in Combination with FDA-Approved Drugs, to Treat COVID-19 and Lung Cancer",PMID_34207313,EXCLUDE
Host Cell Entry of Respiratory Syncytial Virus Involves Macropinocytosis Followed by Proteolytic Activation of the F Protein,PMID_23593008,EXCLUDE
Discovering disease-causing pathogens in resource-scarce Southeast Asia using a global metagenomic pathogen monitoring system,DOI_f2e2e31d6c9b,EXCLUDE
Smallpox containment updated: considerations for the 21st century,PMID_15491871,EXCLUDE
Cathepsin B &amp; L Are Not Required for Ebola Virus Replication,PMID_23236527,EXCLUDE
"Culture, eating behavior, and infectious disease control and prevention",DOI_a19660c14b12,EXCLUDE
"Knowledge, Attitudes and Practices (KAP) on Rift Valley Fever among Pastoralist Communities of Ijara District, North Eastern Kenya",PMID_26566218,EXCLUDE
Nipah Virus C Protein Recruits Tsg101 to Promote the Efficient Release of Virus in an ESCRT-Dependent Pathway,PMID_27203423,EXCLUDE
Control of Vector Borne Diseases of Public Health Importance: The Role of Integrated Vector Management and Indigenous Knowledge,DOI_83c26a1ee1f4,EXCLUDE
Virus pathogens suggest an autumn return,PMID_14573571,EXCLUDE
Correction: High Prevalence of Both Humoral and Cellular Immunity to Zaire ebolavirus among Rural Populations in Gabon,DOI_17d09e23f94b,EXCLUDE
Structural basis for broad coronavirus neutralization,PMID_33398277,EXCLUDE
Venezuelan Equine Encephalitis Virus Infection of Cotton Rats,PMID_17953085,EXCLUDE
Hepatitis B virus lineages in mammalian hosts: Potential for bidirectional cross-species transmission,DOI_f04132656090,EXCLUDE
Metagenomic Detection of Divergent Insect- and Bat-Associated Viruses in Plasma from Two African Individuals Enrolled in Blood-Borne Surveillance,PMID_37113001,EXCLUDE
Post-vaccination T cell immunity to omicron,PMID_35990661,EXCLUDE
Potential Vaccines and Post-Exposure Treatments for Filovirus Infections,PMID_23170176,EXCLUDE
Cysteine Redox State Governs the Condensation Pathway of Hendra Virus W Protein and Differentially Impacts Type I IFN and NF-κB signaling,DOI_463b8d208a41,EXCLUDE
Machine learning assisted in Silico discovery and optimization of small molecule inhibitors targeting the Nipah virus glycoprotein,PMID_40341732,EXCLUDE
Sequential Conformational Changes in the Morbillivirus Attachment Protein Initiate the Membrane Fusion Process,PMID_25946112,EXCLUDE
Metagenomic analysis of fecal and tissue samples from 18 endemic bat species in Switzerland revealed a diverse virus composition including potentially zoonotic viruses,PMID_34133435,EXCLUDE
"The distribution and host range of the banana Fusarium wilt fungus, Fusarium oxysporum f. sp. cubense, in Asia",PMID_28719631,EXCLUDE
ZOONOTIC DISEASES IN INDIA,DOI_ed55f265cdbd,EXCLUDE
COVID-19 and public-sector capacity,PMID_40504220,EXCLUDE
Canine Distemper Virus Fusion Activation: Critical Role of Residue E123 of CD150/SLAM,PMID_26608324,EXCLUDE
Hendra Virus Infection Dynamics in the Grey-Headed Flying Fox (Pteropus poliocephalus) at the Southern-Most Extent of Its Range: Further Evidence This Species Does Not Readily Transmit the Virus to Horses,PMID_27304985,EXCLUDE
Immunopathogenesis of Orthopoxviridae: insights into immunology from smallpox to monkeypox (mpox),DOI_dae924a88c0b,EXCLUDE
"Terrestrial Bird Migration and West Nile Virus Circulation, United States",PMID_30457531,EXCLUDE
Assessing Environmental Factors within the One Health Approach,PMID_33807528,EXCLUDE
Generation of a porcine cell line stably expressing pig TMPRSS2 for efficient isolation of viruses from pigs with respiratory diseases,DOI_30799cb85076,EXCLUDE
Selection of viral variants during persistent infection of insectivorous bat cells with Middle East respiratory syndrome coronavirus,PMID_32350357,EXCLUDE
Infectious Diseases and the Development of Health Systems in Thailand,DOI_9ce6ef74b2f8,EXCLUDE
Impact of global change on future Ebola emergence and epidemic potential in Africa,DOI_0dfabb992de4,EXCLUDE
Public preferences for interventions to prevent emerging infectious disease threats: a discrete choice experiment,PMID_29453294,EXCLUDE
Infrastructure and Contamination of the Physical Environment in Three Bangladeshi Hospitals: Putting Infection Control into Context,PMID_24586516,EXCLUDE
Designing a multi-epitope vaccine candidate to combat MERS-CoV by employing an immunoinformatics approach,PMID_34326355,EXCLUDE
"Nipah Virus Outbreaks in India: Epidemiological Insights, Response Measures, and the One Health Perspective",DOI_fb923c8812dd,INCLUDE
Ganoderma lucidum: Unutilized natural medicine and promising future solution to emerging diseases in Africa,PMID_36071846,EXCLUDE
Neutralizing Antibody Fails to Impact the Course of Ebola Virus Infection in Monkeys,DOI_f03f79b3b599,EXCLUDE
Broad-Range Antiviral Activity of Hydrogen Sulfide Against Highly Pathogenic RNA Viruses,PMID_28106111,EXCLUDE
Applications of Space Technologies to Global Health: Scoping Review,PMID_29950289,EXCLUDE
“Health in” and “Health of” Social-Ecological Systems: A Practical Framework for the Management of Healthy and Resilient Agricultural and Natural Ecosystems,PMID_33585387,EXCLUDE
"Nipah virus circulation at human–bat interfaces, Cambodia",PMID_32773899,INCLUDE
